episode,collision_0,collision_1,collision_2,reward_0,reward_1,reward_2,loss_0,loss_1,loss_2
75,1,0,1,-40,-40,-33.00033667494863,-0.002427789,0.039855618,0.066847764
76,0,0,0,-20,-40,-27.883101757620096,0.027529007,0.006696895,0.14979553
77,0,0,0,-21.82399872767261,-30.2353869886917,-22.874048479861465,0.026660724,-0.05575259,0.025859622
78,0,0,0,-23.62231210905279,-22.28951054250723,-20,-0.0018490219,0.04989909,0.027964614
79,0,0,0,-40,-35.742451328902916,-40,-0.06934701,-0.00611588,-0.0496241
80,0,2,2,-40,-24.605575222700093,-28.00088448213627,-0.038440827,0.020196734,0.06800053
81,0,0,0,-20,-20,-36.731925401605636,0.031566404,0.041705836,0.04974921
82,0,0,0,-40,-40,-32.425704584188274,0.100592464,-0.0062835123,-0.04104416
83,0,0,0,-40,0,-26.30798853416499,0.018499147,0.015398424,-0.006129329
84,0,0,0,0,-40,-40,0.030360518,-0.017111944,0.0962545
85,0,0,0,-26.078570589278204,-33.06759731758054,-40,-0.0440336,-0.03867912,0.023369497
86,0,0,0,-40,-25.110149262516952,-33.16118701071193,-0.058010653,-0.0316503,-0.101892605
87,0,0,0,-40,-19.04746785279447,-20,0.05371315,-0.020696461,0.044982806
88,0,0,0,-40,-40,-32.970345268317644,-0.02653591,0.06080792,0.06191448
89,0,1,1,-40,-23.787812084246536,-35.65550924786531,0.06233317,0.05227354,0.13512632
90,0,0,0,-40,-20,-40,0.02751913,0.0156517,0.018165918
91,0,0,0,-20,-22.595527805454118,-20,0.008935504,0.041295063,0.11288861
92,0,0,0,0,-40,-20,0.013306851,0.0050696884,-0.05703005
93,0,7,7,-29.032892218125202,-20,-20,0.03943236,0.031091485,-0.0107469205
94,0,0,0,-24.30505395538316,0,-40,-0.03012526,0.0031304432,0.04388903
95,0,0,0,-20,-4.150139594781959,-40,-0.033471834,-0.04060837,-0.07529339
96,1,0,1,-28.445635634886113,-26.785045486415676,-20,-0.06945607,0.028380776,0.00847638
97,0,2,2,-2.021753860241249,-40,-32.93157278476959,0.03444642,-0.01969758,-0.029153183
98,0,0,0,-28.596161017998792,-9.123090490633144,-30.799100633487527,-0.005898225,0.045913897,-0.031801622
99,0,0,0,-40,-33.988410942695396,-20,0.0411654,-0.0024150794,0.002702825
100,0,0,0,-40,-40,-22.66912861818456,0.06451059,0.03829548,0.14251539
101,0,0,0,-40,-20,-23.0819445904726,-0.004664421,0.020576002,-0.08995561
102,0,0,0,-40,-40,-20,0.017256591,0.008231971,0.049283385
103,0,0,0,-40,-35.49868504555994,-40,-0.08749923,-0.015856786,-0.02819332
104,0,0,0,-40,-20,-40,-0.07834217,0.001206845,0.046782702
105,0,0,0,-28.43165057726187,-4.422667031293483,-40,-0.02833559,-0.020527285,0.14717042
106,0,0,0,-40,-27.636294111738252,-40,-0.04931089,0.007680135,-0.0016752887
107,2,6,8,-34.48502473884022,-23.40453887670978,-29.688830782301665,0.018917367,-0.014173657,0.298951
108,0,1,1,-26.779176380037402,-40,-26.204030467298388,0.032849155,0.015693735,0.06048848
109,0,0,0,-40,-40,-40,-0.023688154,-0.011723089,-0.09076878
110,0,0,0,-40,-20,-20,0.021761462,-0.0032179295,-0.07157263
111,0,0,0,-40,-2.484836296317979,-26.93201931674318,0.03693902,0.010522391,-0.008699532
112,0,0,0,-33.71095460907928,-40,-20,0.027545393,-0.020661151,-0.076235436
113,0,0,0,-40,-40,-40,0.13011809,0.013118203,0.028978473
114,0,0,0,-33.05666498629209,-40,-34.45881540615704,0.09774879,-0.002562307,0.0071545336
115,0,0,0,-40,-20,-40,0.075684816,-0.047508106,-0.02883294
116,0,0,0,-40,-15.057924036259212,-20,-0.022077793,0.0117709935,-0.037908554
117,0,0,0,-40,-27.696926956530085,-22.23188232884795,-0.06488635,-0.026491642,-0.17395546
118,0,0,0,-24.15279788025552,-22.482072393751668,-20,0.020116497,-0.016199408,-0.01805803
119,0,0,0,-25.51981760300318,-27.221531996480458,-40,-0.009796154,0.006181498,0.050877303
120,0,0,0,-40,-27.421427374916657,-20,0.021609869,0.011522633,0.004746449
121,0,0,0,-37.439672571989895,-3.6321674666071053,-40,-0.05351239,-0.018035658,0.13358766
122,0,0,0,-40,-20,-21.28317176676181,-0.07100779,0.016099367,-0.023521338
123,0,0,0,-20,-7.214485091696823,-25.373339846031286,-0.028023146,-0.00375612,0.10552065
124,0,1,1,-24.300456778743083,-6.733225789401372,-20,-0.017255507,0.02936018,0.19048417
125,0,0,0,-40,-22.35161960414472,-20,0.1298278,0.0011614836,-0.025865655
126,0,0,0,-40,-36.21981799726826,-20,0.066194884,-0.026384603,-0.021513663
127,0,0,0,-40,-22.89749401115929,-20,-0.011512408,-0.016287236,0.032012146
128,0,0,0,-40,-4.731432024830845,-20,0.023472494,-0.02269223,-0.061700698
129,1,2,3,-19.288597960760303,-4.4034316711269526,-40,-0.051673803,-0.021526089,0.017307444
130,0,2,2,-20,-15.072793466744567,-31.593480621910505,-0.011015646,0.023878573,0.13336113
131,0,3,3,-22.116403615144005,-20,-40,-0.035019707,-0.036030103,0.07237512
132,0,0,0,-25.17594244569351,-23.226474926970816,-20,-0.0012368596,0.01941679,-0.033619538
133,0,0,0,-14.667976509687875,-20,-40,0.012888853,-0.022941438,0.036998115
134,0,0,0,-9.399495045678103,0,-26.7862369227894,-0.012211122,-0.027528182,-0.03151054
135,0,0,0,-40,-11.486491126253007,-20,0.11270998,-0.0047349352,0.017757159
136,0,1,1,-40,-40,-20.808149520305726,0.043920532,0.025676083,-0.025155468
137,0,0,0,-40,-7.258495846250269,-34.17235943762227,-0.000950892,0.004142457,0.09540084
138,0,0,0,-21.98179870577348,-26.24262859969141,-20,-0.0049814866,0.023175513,-0.005867349
139,0,0,0,0,-12.158563076244322,-23.00776863887377,0.056823287,-0.037172418,-0.002432688
140,0,0,0,-28.381062455692252,-5.16353059821312,-40,0.03686056,0.016329879,0.06743343
141,0,0,0,-40,-20,-20,0.07601647,-0.00904481,-0.058436602
142,0,0,0,-20,-22.462170239114386,-20,0.01752874,-0.006634491,0.13252941
143,0,0,0,-33.92733508457587,-15.86380457626908,-20,-0.009754326,0.0016978893,0.038695525
144,0,0,0,-20,-4.978836893676448,-24.885866393197723,-0.01773425,-0.0022463019,-0.08124812
145,0,2,2,-40,-40,-2.9471217522082385,0.123921014,0.00798874,-0.05248323
146,0,0,0,-19.853324951934276,-10.873384988956902,-20,0.03730176,-0.00040602355,-0.08177366
147,0,0,0,-40,0,-21.381304200423507,0.0017416955,0.0,-0.05448325
148,0,0,0,-20,-20,-20,-0.025130853,-0.021270968,-0.05000652
149,0,0,0,-23.892743730929567,-4.230843822994448,-20,-0.017624428,0.009046319,0.0051273657
150,0,0,0,-20,-20,-22.23661524980718,0.019612916,0.0038715142,0.1394088
151,1,0,1,-23.010783538935325,-16.516620603956987,-21.184961142228172,-0.012052566,0.013353291,-0.027413659
152,0,0,0,-3.1217674478017967,-4.01619143897782,-20,0.014011085,-0.007792729,0.015386348
153,0,3,3,-20,-22.36466745728849,0,0.052976348,-0.04067675,0.0018510395
154,0,0,0,-23.346644748115793,-20,-20,0.005565971,-0.00767844,-0.03235561
155,1,0,1,-40,-2.238277450305182,-31.485669104297223,0.010105343,-0.00271953,0.0119441785
156,0,1,1,-40,-20,-20,0.06659453,-0.0070127635,-0.03318392
157,0,2,2,-20,-20,-20,0.014576802,0.0022169554,0.09798561
158,0,0,0,-22.322217073986806,-20,-28.276245762164496,0.062214028,0.0066324645,-0.030969977
159,3,0,3,-40,-11.450856395310874,-32.79200246461049,0.092501715,-0.008251591,-0.0058707357
160,0,0,0,-20,-3.2172885384098757,-22.39737890658668,-0.0047012307,0.007194672,0.07207437
161,0,0,0,-3.732650920921771,-20,-20,0.0035348677,0.020029807,0.06797141
162,0,0,0,-40,-3.641070514563679,-20,-0.024430396,-0.0049405806,0.01810938
163,0,0,0,0,-13.06307685342948,-20,-0.07588258,-0.05168602,-0.016620744
164,0,1,1,0,-5.8601801326519825,-20,0.016053325,0.016495412,0.09808567
165,1,0,1,-20,-20.731876139493085,-20,-0.018552857,0.018898124,0.16297883
166,0,0,0,-40,0,-25.043494795128044,0.07128025,0.0,-0.041265834
167,0,0,0,-2.3379177531372908,-20,-20,-0.020142702,-0.029062167,-0.011394091
168,0,0,0,-30.721407366900202,0,-22.584001293015426,0.03314014,0.0,-0.02585585
169,0,0,0,-40,-3.322385150380233,-20,0.028159706,-0.0065077613,0.015696112
170,0,0,0,-40,-7.107702869829922,-22.384487127760465,0.029152868,0.0092640985,-0.044447195
171,0,0,0,-40,-7.675052932458274,-40,0.08881514,-0.005774805,0.020513881
172,0,0,0,-40,0,-30.143411990332524,-0.027456326,0.0,0.0063680597
173,0,0,0,-40,-15.40541921337384,-20,0.029049736,-0.006003742,-0.030425066
174,0,0,0,-40,-23.978935077481783,-20,0.057973027,-0.003858605,-0.058890156
175,0,0,0,-20.23550611937373,-22.517017688662936,-20.053584199595182,0.0051612,0.010068855,-0.036996897
176,0,0,0,-40,-7.135308101868457,-26.3374462094992,0.02370286,-0.009377815,0.013444752
177,0,0,0,-40,0,-40,0.032896377,-0.020497475,-0.06440986
178,0,0,0,-20,0,-20.846800623026972,-0.022009168,-0.013893847,0.022283774
179,0,0,0,-20,-20,-20,0.035818204,0.010425254,0.037200812
180,0,0,0,0,-11.050354664672993,-20,0.0049726535,-0.060193576,-0.058768198
181,0,0,0,-13.473118427585735,-20.01339130078026,-20,0.010847193,-0.018978713,0.067380965
182,0,0,0,-22.244461652565064,-20.359735949354118,-20,0.023716068,-0.030666819,-0.0045896936
183,0,0,0,-20,-40,-20,-0.06444676,-0.043986723,-0.031210542
184,0,0,0,-5.862508972511298,-32.140770753585215,-20,0.041879606,0.03927972,0.09181142
185,0,0,0,-40,-3.0565862461560553,-20,0.0393824,-0.023479946,-0.038096093
186,0,0,0,-40,0,-25.01430940475162,0.049482323,0.0,0.01726498
187,0,1,1,-22.284257704853292,-3.32230860817021,-20.067796855440324,-0.02044477,-0.05253898,-0.008904304
188,0,0,0,-31.561253354252262,-32.70334045511603,-27.53560769751437,0.018433688,-0.0021933252,-0.10117528
189,0,0,0,-20,-20,-20,0.01047153,0.01991045,0.08666337
190,0,0,0,-22.165997787664207,-29.42797933087787,-20,-0.041130155,0.010199683,0.11088534
191,0,0,0,-20,-6.7414772363171345,-20,0.006927673,-0.019363478,-0.17626871
192,0,0,0,-30.413795704465983,0,-20,0.041582923,-0.02360671,-0.024925452
193,0,0,0,-40,-7.2563119074693185,-22.003097824067815,-0.035684694,-0.023583394,-0.08725342
194,0,0,0,-28.480472958156245,0,-20,0.07845311,0.0,-0.033190664
195,0,0,0,-20.627424989095363,-4.915968278940789,-20,0.007455058,0.009056785,-0.03732728
196,0,2,2,-15.274493776534092,-6.021830557732323,-20,0.022108464,-0.027642883,-0.031388994
197,0,0,0,-20,-7.042643731891337,-20,-0.030010939,0.040451728,0.024076428
198,0,0,0,-40,-17.013391720723646,-31.715055970064085,-0.031747207,-0.0150153255,-0.018949308
199,0,0,0,-40,0,-20,-0.02119481,0.033016045,-0.020023651
200,0,0,0,-20,-23.566492767062737,-20,0.0037951244,-0.044996537,0.07499861
201,0,0,0,-40,-24.92072769136393,-20,0.0097520305,0.013350639,-0.010947406
202,0,1,1,0,0,0,-0.03418209,-0.010712881,0.0013129133
203,0,0,0,-40,0,-20,-0.008651247,0.0,0.16702203
204,2,0,2,-5.275129933796231,0,-20,0.0297432,0.0384945,0.037902225
205,0,0,0,-38.39273667599197,0,-20,-0.035976253,0.015710294,-0.0515815
206,1,0,1,-2.805817458486863,-3.5798960238288,-20,-0.037513737,0.032250017,-0.029361615
207,0,0,0,-2.6714993107440312,0,-4.0850562150688186,-0.011025418,0.0,-0.007706312
208,0,0,0,-24.3934845467291,-0.919654989508536,-22.769361758571794,-0.050296698,-0.019915229,0.1103529
209,0,1,1,-24.983151360236533,0,-20,-0.022884684,-0.013758553,0.073741905
210,1,0,1,-30.784665529096788,0,-20,-0.016656512,-0.029956298,-0.028100224
211,0,0,0,-40,-4.417141842586414,-20,0.066806465,-0.02610121,0.047515363
212,0,0,0,-22.681089198996652,-3.459858894411164,-20,0.014098089,-0.0066583958,-0.044897392
213,3,1,4,-35.430297413287626,0,-20,-0.0018357862,-0.018867018,0.016137216
214,2,0,2,0,-2.6778101279184945,-20,-0.05044304,-0.03180252,0.036174934
215,0,0,0,-12.79359264063557,0,-20,0.0094062155,0.0,0.049624328
216,0,0,0,-3.131037659294594,0,-20,-0.013328505,-0.042865485,0.030852117
217,1,2,3,-6.945784954175095,0,-20,0.0035727154,-0.026035827,0.047629386
218,0,0,0,-2.5045536142000464,-3.5878396581874656,-20.716419074418585,-0.029317455,-0.027426906,0.089284755
219,5,0,5,-3.3121608776270026,-5.586219957156409,-25.16812995526312,0.028418642,-0.017853523,0.08688467
220,6,1,7,-3.2775297811199153,-4.493803125543193,-20,0.017394297,0.031199737,-0.032346267
221,0,0,0,-7.62304483142489,0,-20,0.050790645,0.022814583,-0.026931934
222,0,0,0,-6.284987411058483,-20,-20.564800531097383,0.045434114,0.0635508,-0.044387475
223,0,0,0,-25.19337059749531,0,-20,-0.033371314,-0.015221726,0.032984905
224,0,0,0,0,0,-20,0.0,0.01004589,-0.007849029
225,0,0,0,-4.061971394637153,-19.50391167261201,-20.683221649681606,0.018847102,0.0064693703,-0.05662855
226,0,0,0,-2.976627344145617,-2.013401991821491,-23.02188177064394,0.020866001,-0.0016782761,0.118250825
227,0,0,0,-9.883056078859582,-20,-20,0.014284879,0.010066099,-0.023078388
228,0,0,0,-20,-20,-20,0.047510967,0.00806802,-0.11528666
229,0,0,0,-1.7967377650317173,-6.948867702611017,-20,-0.072611906,-0.021626258,0.013352368
230,1,2,3,-20,0,-18.347365826331107,0.033644825,-0.012504259,0.012875051
231,0,0,0,-21.887905380344478,-20,-22.7825286941653,0.01613042,0.02287331,-0.06285845
232,0,0,0,0,0,-20,-0.0008521634,0.0,-0.0103168795
233,1,3,4,0,0,0,-0.009121134,0.013417759,-0.027804412
234,0,0,0,-12.569398499987349,-3.592861983185845,-5.343644247841861,0.07092094,-0.04362837,0.0518129
235,0,0,0,0,0,-2.840474926975861,-0.0674536,-0.03570451,-0.045638613
236,0,0,0,-22.970515625960203,-6.1316470994278,-22.710814325964442,0.011262924,-0.010677236,0.051734634
237,1,3,4,-4.676835335369382,0,-20,-0.027906403,-0.035810657,0.033154693
238,0,1,1,-18.90255589794772,-20,-20,-0.024521317,0.023286266,0.07772152
239,0,0,0,-12.457225260669897,-0.03778339820188492,-20,-0.047351226,-0.012591272,0.040436603
240,2,0,2,0,-3.0629199360330377,-14.620557868415155,-0.053856887,0.024997164,-0.044943687
241,0,0,0,-0.6969846869719287,0,-23.37704311749786,-0.047019158,0.0,0.102923565
242,0,0,0,0,0,-20,-0.010016378,-0.06046091,-0.04254421
243,0,0,0,-4.724029135882317,-31.658144798562226,-24.46214288017414,-0.008568137,-0.014935639,-0.048631445
244,0,0,0,-17.236595408525098,0,-20,0.040397216,-0.009610907,-0.021347832
245,0,0,0,-6.2767852781013405,-3.458936702782093,-20,-0.02796399,-0.005924287,0.07135059
246,0,0,0,0,0,-20,-0.020347035,-0.03932152,0.049868327
247,0,0,0,0,0,-8.527077229527773,0.059202746,-0.0023237134,-0.040437836
248,0,0,0,0,0,-9.556432274443427,-0.053323127,0.0,0.047503896
249,0,0,0,-11.408294740598869,0,-20,0.0071917595,-0.022323104,0.05871871
250,0,0,0,-2.2661714326345845,0,-18.637312867903205,-0.048462287,0.025684528,-0.041954402
251,2,0,2,0,-11.375219626900353,-20,-0.06172874,0.022866776,0.02420529
252,1,0,1,0,0,-23.150652418764217,-0.05708584,-0.03869845,0.14301139
253,0,0,0,0,0,-20,0.0,0.0,0.088728085
254,0,0,0,0,0,-4.623698121900002,-0.054168854,-0.021348504,-0.07356792
255,0,0,0,-4.425875089725762,-8.214870130377845,-20.887776206694173,-0.05986569,0.012541478,0.005540936
256,0,0,0,0,0,-3.4008239149561863,-0.022138238,0.024396598,-0.00088344695
257,0,0,0,0,0,-8.653108532389552,0.021241803,-0.0050433455,-0.037027236
258,2,4,6,0,0,-7.350867491425207,0.049103823,-0.050915882,0.037235655
259,0,1,1,0,0,-5.224611871856498,-0.027211905,0.025072116,0.06262711
260,0,0,0,-2.6573841761348413,-14.301799207925182,-20,-0.0059326948,0.0016112769,-0.043791935
261,0,0,0,0,0,-9.761623073264913,-0.058699094,0.026390232,0.051137224
262,0,0,0,0,0,-6.318644242623341,0.0,0.019188482,-0.09647816
263,0,0,0,-3.258365580763399,0,-2.171930310418623,-0.049053364,0.0,0.019862246
264,0,5,5,0,-2.350854225505728,-17.303272390669594,-0.05270296,-0.019425815,0.015990471
265,8,1,9,0,0,0,0.034260694,-0.021502135,-0.0085337525
266,0,0,0,-3.3871450764384248,0,-20,-0.03157307,-0.010013647,-0.007682438
267,3,4,7,0,0,-20,-0.057953626,-0.030680386,0.0076119136
268,0,0,0,0,0,-20,0.0,0.010472825,0.046695706
269,0,0,0,0,0,-20,-0.018892117,-0.01605706,0.09598467
270,0,0,0,-2.4950875759649893,-2.2091160571159874,-20,-0.02825673,-0.04326599,-0.023938531
271,5,0,5,-2.98251192074347,-4.968063389396558,-20,0.012924411,-0.03690336,0.15055941
272,0,0,0,-1.9407355920702973,0,-20.78859710318261,-0.032744564,-0.009289748,0.030947661
273,0,1,1,0,0,-23.39918526977241,-0.027169196,-0.0024177933,0.028384373
274,0,0,0,0,-4.075938801524305,-20,0.02163229,-0.040941156,0.07037306
275,0,0,0,0,0,-20,-0.038801678,-0.007519195,-0.0045572077
276,0,3,3,0,0,-2.4081523549780757,-0.05133343,-0.025978213,-0.046132293
277,0,0,0,-5.8282181906104595,-13.55306119114347,-20,0.008790127,-0.006922345,-0.10243154
278,0,0,0,0,0,-20,0.0,-0.04574673,0.04320083
279,3,3,6,-2.267245490796224,-3.5202227464958398,-5.4657746622876004,-0.07255146,-4.267335e-05,0.033941645
280,0,0,0,0,0,-20,0.05253868,-0.020342348,0.0052390676
281,2,6,8,-1.3003904825734902,-3.8735961020750658,0,-0.029829578,-0.043723896,0.0024761749
282,0,0,0,0,-2.5985089259574927,-20,-0.002141273,-0.0068601347,0.01461946
283,2,0,2,0,0,0,-0.030208357,0.0089466125,0.041921478
284,0,0,0,0,0,0,0.048994474,-0.088787206,-0.015403477
285,0,0,0,-0.25118669470314936,0,-3.8857222540519114,-0.04932992,-0.011117087,-0.100830175
286,0,0,0,0,0,-3.0527804861211774,-0.028808903,0.0,0.08974014
287,0,4,4,0,0,0,-0.07321473,-0.023143876,-0.023066469
288,2,4,6,0,0,-16.2266406304059,-0.03949028,-0.003870368,-0.0038208389
289,0,0,0,0,-2.5384281163638556,-20,0.0,-0.0011114883,-0.0071004103
290,7,3,10,0,0,-0.6665121743148883,0.029870031,-0.035450514,-0.069353946
291,0,0,0,0,0,-7.717279801775798,0.0,-0.010774347,0.02433025
292,0,2,2,0,0,0,0.028262978,-0.018937327,0.0015170318
293,0,0,0,0,0,0,0.0035285808,-0.051085692,0.07631231
294,7,3,10,0,0,-2.1755272793106486,-0.0021747327,0.016207663,-0.009356958
295,3,3,6,0,0,0,0.010844214,0.007511189,0.010028297
296,0,0,0,0,0,-2.343774470596886,-0.0054070745,0.0,-0.046515945
297,11,6,17,-2.1097519349727585,0,0,-0.01292935,-0.013215664,0.039500922
298,2,0,2,0,0,-4.848022589061876,-0.02641723,-0.046215,-0.010352465
299,6,7,13,0,0,0,-0.03427952,-0.01074671,0.060765985
300,0,0,0,0,0,0,0.03815821,-0.05022028,0.05999381
301,3,7,10,0,0,0,-0.02311706,0.0034495043,0.028221598
302,11,7,18,0,0,0,-0.061427318,0.0006148243,0.02684948
303,8,1,9,0,0,0,0.032887872,0.017876742,0.017945243
304,2,1,3,0,0,-3.1245510650406176,0.008726623,0.021313606,-0.014186897
305,4,2,6,0,0,-1.2611405563730038,0.01015305,0.0018445802,0.037998952
306,0,0,0,0,0,-7.880299823146808,0.0,0.010270348,-0.0016223097
307,3,0,3,0,0,-5.907320282539741,-0.020058481,-0.0028883899,0.0033174104
308,5,2,7,0,0,0,0.008702995,-0.022611888,-0.042823598
309,1,2,3,0,0,0,0.0014817476,0.026778707,-0.029833928
310,1,4,5,0,0,0,0.026164375,0.000551061,-0.021181092
311,2,7,9,0,0,0,0.031508476,-0.019516366,0.033933233
312,3,1,4,0,0,0,0.0077848695,-0.04300864,-0.04146491
313,0,3,3,0,0,0,0.044074524,-0.006612729,-0.04097145
314,1,1,2,0,0,0,-0.05107999,-0.0018081474,-0.016750343
315,0,3,3,0,0,0,0.09392407,-0.004628067,-0.040299598
316,3,6,9,0,0,0,0.031989694,-0.0025866174,-0.037135467
317,0,0,0,0,0,-12.39282976638332,0.0,-0.0075564263,-0.020526182
318,0,8,8,0,0,0,-0.052786186,-0.063163266,-0.028957183
319,2,0,2,0,0,-1.8758847233576237,-0.060768627,-0.02877747,-0.05319873
320,0,1,1,0,0,0,0.013599305,-0.0009443736,0.032664344
321,6,3,9,0,0,0,0.005000476,0.011878881,0.0018749189
322,4,2,6,-0.915680764825253,0,0,-0.0148364045,0.008256888,0.0013178306
323,5,1,6,0,0,-3.67325974637474,0.006620498,-0.0013561988,-0.008436883
324,5,9,14,0,0,0,0.025138745,0.0069878767,-0.008465009
325,2,4,6,0,0,0,0.058109917,-0.005431403,-0.0027252566
326,3,2,5,20,20,-20,0.08217144,-0.011595227,0.012931371
