episode,epsilon,collision_0,collision_1,collision_2,collision_3,reward_0,reward_1,reward_2,reward_3,loss_0,loss_1,loss_2,loss_3
31,0.9684910757595269,1,0,1,0,0,0,-15.457338900072136,-20,0.1998981237411499,0.1995222270488739,68.00482177734375,1.5478265285491943
32,0.9675225846837673,3,2,1,0,-2.640724659619564,-8.472675060976083,-9.73194556894415,-9.25423112506088,0.009926778264343739,3.617982864379883,2.6435794830322266,0.24914909899234772
33,0.9665550620990835,6,5,0,1,20,0,-13.354099407198348,-20,2.689114809036255,0.48640215396881104,13.14924144744873,0.15112736821174622
34,0.9655885070369844,1,0,1,0,0,-5.212237097118285,-8.603411186024164,0,0.7359128594398499,4.2732319831848145,0.11447834223508835,0.4605294466018677
35,0.9646229185299474,1,0,0,1,-20,-16.233559486680466,-2.495274214460225,0,0.6192139387130737,17.649106979370117,0.3664492070674896,36.17966842651367
36,0.9636582956114175,2,2,0,0,20,-20,-4.5038633312249265,-20,0.060252267867326736,6.228708267211914,2.514653205871582,0.0037213333416730165
37,0.9626946373158061,0,0,0,0,0,-3.4792468638616265,0,-1.148359412722506,0.4028795659542084,0.5408934354782104,0.3641056418418884,22.398561477661133
38,0.9617319426784903,0,0,0,0,-0.18521659063908125,-10.832720141503184,0,-6.757641109126076,4.831882953643799,0.9968153834342957,6.2886786460876465,0.30292731523513794
39,0.9607702107358118,0,0,0,0,0,-20,0,-25.483146053541546,2.040100574493408,48.91652297973633,13.048482894897461,4.669818878173828
40,0.959809440525076,0,0,0,0,-7.732815474527065,-15.800858144340696,-8.23544711073517,-34.86726282730177,3.783696174621582,0.49136385321617126,1.6772005558013916,2.6694910526275635
41,0.9588496310845509,0,0,0,0,-8.583596110204715,-8.00298039375411,-18.558207499782185,-0.5746330626372265,0.0010813340777531266,7.276754379272461,0.4299383759498596,0.13209247589111328
42,0.9578907814534664,0,0,0,0,0,-3.4940772937530777,-7.954297119161797,-4.374065758244152,0.4127565324306488,1.7655047178268433,0.1025182455778122,2.2284398078918457
43,0.9569328906720129,2,0,2,0,0,0,-20,0,0.007249345537275076,10.532493591308594,0.0956466943025589,0.861002504825592
44,0.9559759577813409,3,0,0,3,-6.835999939469736,0,0,0,24.530513763427734,0.9805225729942322,0.36513760685920715,13.020566940307617
45,0.9550199818235596,0,0,0,0,0,-2.3902009524969996,0,-30.145592645196498,1.7977905372390524e-05,1.0558271408081055,5.074892997741699,7.778688907623291
46,0.9540649618417361,0,0,0,0,0,-4.012182792335483,-40,0,1.1676104068756104,11.660772323608398,3.1439712047576904,10.288230895996094
47,0.9531108968798944,4,0,0,4,-6.524709239757418,-2.450188846135618,0,0,0.12919288873672485,1.323135256767273,0.08875077962875366,7.680322170257568
48,0.9521577859830145,0,0,0,0,-7.253261981154628,-20,-2.0705682465220576,0,1.3261076211929321,3.0872180461883545,34.08488464355469,0.6185777187347412
49,0.9512056281970315,0,0,0,0,-2.748311991029932,-0.9385287759917516,-2.033169171392194,0,106.59410095214844,2.4902918338775635,2.897627592086792,0.24827873706817627
50,0.9502544225688344,0,0,0,0,-20,0,-1.0350692958005259,-2.245384682966924,0.20182597637176514,1.569268822669983,0.6763936877250671,0.2856699824333191
51,0.9493041681462656,1,0,1,0,-2.0355115214667068,-0.7267288698156138,-2.7738741928710264,0,1.1798008680343628,0.4073854088783264,0.9508117437362671,12.53883171081543
52,0.9483548639781193,1,1,0,0,-9.225111217470634,-5.293759113237125,-3.360933154705039,-14.768786845313176,6.2447509765625,3.4653661251068115,4.69314432144165,0.003488770918920636
53,0.9474065091141411,2,2,0,0,-8.412173265381593,-5.981694944396081,-11.722856103768159,-3.77848505388265,0.644298255443573,0.10539626330137253,0.03799699246883392,0.4251219630241394
54,0.946459102605027,1,0,0,1,0,-16.535874736948585,-20,0,3.507868766784668,2.1654648780822754,0.09480032324790955,18.950773239135742
55,0.9455126435024219,0,0,0,0,-3.687069032380337,-2.2661415292983818,0,0,0.5417298078536987,3.3374016284942627,17.911344528198242,18.717082977294922
56,0.9445671308589195,0,0,0,0,-2.5473004352020814,-2.4585465116871563,0,-14.252812824864314,0.06280267983675003,1.4798915386199951,0.8443553447723389,3.6876895427703857
57,0.9436225637280606,0,0,0,0,-11.282094454499777,-17.731911761475054,-4.760229119495346,-10.402141238848081,0.5552202463150024,13.306503295898438,2.765727996826172,10.152205467224121
58,0.9426789411643326,0,0,0,0,-3.288927839977853,-3.516271262978761,0,-7.3741425874113595,0.4887154996395111,0.3475017547607422,1.6067808866500854,0.9106191992759705
59,0.9417362622231683,0,0,0,0,-20,0,-8.96238290783732,-2.0505787178503656,2.039971113204956,0.28142207860946655,11.477655410766602,19.45107650756836
60,0.9407945259609451,0,0,0,0,-0.7384304389490848,0,0,-20.72612383790657,0.028765780851244926,0.015691110864281654,37.16685104370117,0.8855141997337341
61,0.9398537314349842,0,0,0,0,-4.210003236444393,0,-14.178728500214465,-20,0.14636439085006714,0.030215885490179062,3.0483736991882324,0.1488868147134781
62,0.9389138777035492,0,0,0,0,-8.54353488046871,-24.187630896965892,-2.469885876954255,0,0.9293010234832764,1.318873643875122,2.1160924434661865,20.365211486816406
63,0.9379749638258457,4,0,0,4,-17.06227333200125,-17.060061278199935,0,0,1.1165034770965576,0.9824461936950684,10.597900390625,11.357124328613281
64,0.9370369888620198,3,0,0,3,0,0,0,-2.1223862473411654,10.95141887664795,0.07916326820850372,2.414966106414795,6.165534496307373
65,0.9360999518731578,2,0,0,2,-3.3389466229673377,-22.52364658584594,-3.9480906535648783,-3.849677846943098,3.070422410964966,1.310484528541565,0.6434258818626404,38.66618728637695
66,0.9351638519212846,0,0,0,0,-3.355928857289769,-5.328777173247236,0,-14.307548077316142,0.3617455065250397,1.97575044631958,0.22310833632946014,5.46541166305542
67,0.9342286880693633,0,0,0,0,0,-1.5751575397803141,-9.940814664645842,0,69.05667877197266,12.431089401245117,0.45040163397789,14.070125579833984
68,0.933294459381294,0,0,0,0,-11.632927615007008,-3.0766670842760715,0,-4.139617777925535,4.036336898803711,15.887375831604004,0.06817709654569626,0.2694709599018097
69,0.9323611649219127,0,0,0,0,-2.094800044267526,0,0,-5.318172510792377,1.6541229486465454,0.6372460126876831,2.6845016479492188,18.42139434814453
70,0.9314288037569908,0,0,0,0,0,-11.769700998705407,-19.708254346171582,0,8.204092979431152,1.5665605068206787,0.7071528434753418,4.783487319946289
71,0.9304973749532338,0,0,0,0,-2.6921502020937393,-5.055640175840264,-20,-5.364606216456836,2.424501895904541,1.58816659450531,0.45601287484169006,0.4996073246002197
72,0.9295668775782806,1,0,0,1,-2.9910891328917186,0,-2.6675821981349737,0,0.46136340498924255,0.01073148287832737,1.2822597026824951,1.3355603218078613
73,0.9286373107007023,0,0,0,0,-14.763735886177459,0,0,0,0.28713375329971313,1.9814730882644653,21.416072845458984,0.7613784670829773
74,0.9277086733900016,0,0,0,0,-12.04545728583615,0,-20,0,2.241487979888916,1.5351028442382812,54.65867233276367,0.013021743856370449
75,0.9267809647166116,5,2,3,0,0,0,0,0,0.061263538897037506,4.386600971221924,0.08055171370506287,0.654147744178772
76,0.925854183751895,1,0,1,0,0,-4.604669560609338,0,0,0.7527123093605042,0.37252670526504517,0.16399157047271729,1.7192033529281616
77,0.9249283295681431,0,0,0,0,-4.949812090306101,-2.0637433668431684,-1.7404935386207376,0,1.990768313407898,2.5685808658599854,1.5767396688461304,0.12622077763080597
78,0.9240034012385749,0,0,0,0,-20,0,-7.191694322258678,0,0.03268931433558464,0.05183132737874985,3.03700852394104,2.2649521827697754
79,0.9230793978373364,5,0,3,2,0,0,0,0,0.08857925981283188,16.12962532043457,0.2506718337535858,1.7501825094223022
80,0.9221563184394991,0,0,0,0,-8.495005938849971,-2.7893940038554383,-8.072158051706799,-2.2971922629553174,0.033244624733924866,0.017199385911226273,0.00014894177729729563,5.478801250457764
81,0.9212341621210596,1,1,0,0,-2.648778286233337,-4.193118088107191,0,0,0.001643857336603105,1.1226305961608887,0.16821563243865967,0.3758595287799835
82,0.9203129279589385,0,0,0,0,-2.866146764439285,0,0,-2.7246882534765446,1.7145148515701294,0.021445520222187042,1.1528582572937012,0.2633627951145172
83,0.9193926150309796,0,0,0,0,0,-2.5025650402484554,-18.733659085330032,0,5.310749530792236,3.6620728969573975,10.365484237670898,0.6056934595108032
84,0.9184732224159486,2,0,2,0,-12.508056879707095,-2.572938937926649,0,-1.0760882567392183,7.312464237213135,0.10321318358182907,0.557481586933136,22.170455932617188
85,0.9175547491935327,0,0,0,0,-6.75101223829483,-1.210966192549101,0,0,0.017459258437156677,0.30057409405708313,2.187746047973633,0.9353112578392029
86,0.9166371944443392,1,0,1,0,0,-4.139461653638241,-6.987661062779606,0,0.28886616230010986,0.0006401395658031106,0.8184636235237122,5.379558086395264
87,0.9157205572498949,8,2,3,3,-2.325526955502295,0,0,0,13.891220092773438,7.814637660980225,10.605626106262207,0.08357229083776474
88,0.914804836692645,0,0,0,0,0,-5.820980498570479,0,-3.9057336672072966,0.544840931892395,1.7970575094223022,2.776427984237671,13.1056489944458
89,0.9138900318559524,0,0,0,0,-18.28823466749293,0,-5.415268336070443,0,0.38073915243148804,1.5796197652816772,29.77036476135254,2.1160576343536377
90,0.9129761418240965,0,0,0,0,0,0,-3.328264769849478,0,3.609281063079834,1.6592096090316772,1.309781551361084,7.419656276702881
91,0.9120631656822724,0,0,0,0,0,-0.01218392272168689,0,0,1.788935899734497,1.2758551836013794,0.2232200652360916,1.4657760858535767
92,0.9111511025165902,0,0,0,0,-2.709935758452933,0,0,0,0.5493816137313843,5.867863655090332,3.1736772060394287,2.1688969135284424
93,0.9102399514140735,1,0,0,1,0,-3.1676702622223583,-15.492005375505741,-0.5180666794457012,7.239006996154785,0.2027161866426468,0.3198957145214081,7.388204539893195e-05
94,0.9093297114626595,0,0,0,0,-2.236885708861571,0,0,0,0.01452222466468811,0.05760057643055916,3.1718459129333496,0.3634527921676636
95,0.9084203817511969,5,2,0,3,-2.8137662036908258,0,0,0,0.18363365530967712,0.06770926713943481,0.6071639060974121,0.6354232430458069
96,0.9075119613694457,0,0,0,0,0,0,0,-3.378921639784996,0.3730880320072174,5.554398536682129,1.5313901901245117,0.5732211470603943
97,0.9066044494080763,0,0,0,0,0,0,-5.213672360309816,-18.568939799606916,0.0022372319363057613,2.970919132232666,2.0309231281280518,0.45571169257164
98,0.9056978449586682,1,1,0,0,0,-15.819302910868352,0,-3.59531234483863,0.7922347187995911,0.23607279360294342,1.5850541591644287,0.33142587542533875
99,0.9047921471137096,2,0,1,1,-0.16834090940597957,-0.5534175787911666,0,-3.266356618289508,1.9623414278030396,0.5015384554862976,3.134944438934326,4.141612529754639
100,0.9038873549665959,0,0,0,0,-3.9856133873340873,-3.7755680895637207,-2.7534126967619557,0,2.406324625015259,1.1033737659454346,2.0443062782287598,0.21112574636936188
101,0.9029834676116293,1,1,0,0,0,0,0,0,2.3540380001068115,0.5060221552848816,0.0385664701461792,2.067629337310791
102,0.9020804841440176,2,0,0,2,0,0,0,0,2.7463366985321045,1.008519172668457,1.5610674619674683,1.9043779373168945
103,0.9011784036598737,3,2,1,0,0,-2.080906176792454,-3.656767307975951,0,2.0652081966400146,0.11860613524913788,0.3601635694503784,0.6933214068412781
104,0.9002772252562138,2,2,0,0,-4.2870194410073035,0,0,-6.324956592293962,2.12052845954895,0.00010244645818602294,0.21144597232341766,0.004962473176419735
105,0.8993769480309576,0,0,0,0,-2.832016240780422,0,0,0,2.512342929840088,0.1620447188615799,0.7855016589164734,0.09549552202224731
106,0.8984775710829266,8,2,4,2,0,0,0,0,0.26910078525543213,0.8145917654037476,5.3889055252075195,0.14193983376026154
107,0.8975790935118436,3,0,3,0,0,-2.1688968638736643,-0.15111443054135476,-10.59043439816995,0.2941841781139374,0.15642303228378296,0.056506045162677765,0.020504850894212723
108,0.8966815144183318,0,0,0,0,-14.280019551097892,0,0,-2.024376504414981,0.6982750296592712,1.0525801181793213,0.04701556637883186,0.7783647775650024
109,0.8957848329039134,1,0,0,1,0,-7.160520336494246,0,0,0.6431023478507996,0.21592392027378082,0.018622195348143578,0.04356113821268082
110,0.8948890480710096,2,0,2,0,-0.17216001004668025,0,0,0,0.014323855750262737,0.06501317024230957,0.42919832468032837,1.5298068523406982
111,0.8939941590229386,1,0,1,0,0,0,0,-2.8740852505470453,0.06098926439881325,0.0022589361760765314,1.8320820331573486,2.827341079711914
112,0.8931001648639156,0,0,0,0,0,0,-7.217950106488251,0,0.14396625757217407,1.052949070930481,0.04735094681382179,0.05260518193244934
113,0.8922070646990518,3,0,1,2,-15.872797543057324,-17.8952056156008,0,-20,0.1857704520225525,0.17135101556777954,0.4460354149341583,4.235442638397217
114,0.8913148576343527,5,1,4,0,-1.5534808663759003,0,0,0,0.015309586189687252,0.052649594843387604,0.802795946598053,0.1964474767446518
115,0.8904235427767183,2,0,2,0,0,0,0,-16.33387749752592,1.654890775680542,0.45437857508659363,0.5002506375312805,0.009859926998615265
116,0.8895331192339416,0,0,0,0,0,-2.9309065981293587,0,-7.802525053287803,0.09666813164949417,0.15540818870067596,1.1932295560836792,0.056533705443143845
117,0.8886435861147077,0,0,0,0,0,-14.107494847473816,0,0,0.30327069759368896,0.06545084714889526,0.5791488289833069,2.9972290992736816
118,0.887754942528593,1,1,0,0,-3.843119988709382,0,-7.068629961371122,0,1.3163036108016968,0.14351259171962738,0.05565563589334488,1.1161216497421265
119,0.8868671875860644,1,1,0,0,0,0,0,0,0.7518239617347717,0.8679013848304749,0.6114502549171448,0.00872577354311943
120,0.8859803203984784,5,3,2,0,0,0,0,0,4.629316329956055,0.18965332210063934,5.316084384918213,1.0097780227661133
121,0.88509434007808,4,4,0,0,0,0,0,-14.138822247424448,0.409239798784256,0.0007171497563831508,0.16776925325393677,0.6046203374862671
122,0.8842092457380019,1,1,0,0,0,0,0,0,0.37500229477882385,6.7249298095703125,0.09586585313081741,9.22467097552726e-06
123,0.8833250364922639,4,0,0,4,0,0,0,0,0.045065950602293015,0.1995362937450409,0.21037545800209045,5.731085777282715
124,0.8824417114557717,0,0,0,0,-17.41190446410511,0,0,0,0.014770655892789364,0.016417913138866425,0.01724732108414173,0.023953735828399658
125,0.8815592697443159,2,0,1,1,-0.7097481678635331,-2.364175896508942,0,0,2.181211471557617,0.012465397827327251,0.08844025433063507,1.6848543882369995
126,0.8806777104745716,0,0,0,0,-18.759758842364807,0,0,0,0.3715169131755829,0.1128062754869461,0.39617183804512024,85.32466125488281
127,0.8797970327640969,1,0,1,0,0,0,0,-5.116962382760552,0.19556230306625366,0.008111629635095596,0.017040228471159935,0.6275269389152527
128,0.8789172357313328,0,0,0,0,-7.336432211576247,0,0,0,1.1886991262435913,0.04755960777401924,0.10586491227149963,0.05647929757833481
129,0.8780383184956015,0,0,0,0,-13.652304667618363,0,0,-0.8018796722107813,0.7735538482666016,1.2017019987106323,0.36861899495124817,1.2577100992202759
130,0.8771602801771059,3,0,1,2,0,-1.273272426949179,0,0,0.3308320939540863,0.19555987417697906,1.5166337490081787,0.44538503885269165
131,0.8762831198969288,2,0,0,2,0,-5.72100385983754,0,0,0.5964279770851135,2.07364821434021,0.7567869424819946,1.1943544149398804
132,0.8754068367770318,0,0,0,0,0,-0.3639891135712481,0,0,3.2929184436798096,0.13484080135822296,0.2837602198123932,3.6837000846862793
133,0.8745314299402548,4,0,2,2,-1.7119173414380984,0,-2.342778282445018,0,0.30703186988830566,0.5605326294898987,0.424885630607605,2.753478527069092
134,0.8736568985103146,0,0,0,0,-2.047436515978483,0,0,0,0.5531947016716003,3.6827244758605957,2.3504514694213867,5.139073848724365
135,0.8727832416118043,2,1,1,0,0,0,0,0,0.029623685404658318,0.016641171649098396,0.14261256158351898,0.6813632845878601
136,0.8719104583701925,3,2,1,0,0,-2.0388154831226064,0,0,1.197001338005066,0.5930420756340027,0.06386950612068176,0.1349341869354248
137,0.8710385479118223,0,0,0,0,0,0,0,-14.816115776663839,1.9562410116195679,3.0409886837005615,0.00018830316548701376,2.8359620571136475
138,0.8701675093639105,3,0,0,3,0,0,-2.3776417693347565,0,8.075576782226562,0.07634285092353821,0.27392423152923584,0.1779215931892395
139,0.8692973418545467,2,0,2,0,0,0,0,-1.908168402267496,0.06150549277663231,0.14940187335014343,0.5723963379859924,0.260509192943573
140,0.8684280445126921,2,0,0,2,-2.117348769298869,0,-14.687647305749298,-4.518974132262079,24.983598709106445,7.690474510192871,0.07189612835645676,1.2104220390319824
141,0.8675596164681794,4,0,0,4,0,0,0,0,0.00030959845753386617,0.08991537988185883,1.2809867858886719,0.32529157400131226
142,0.8666920568517111,5,1,3,1,0,0,0,0,0.6586561799049377,1.195456862449646,0.6190593242645264,0.14345036447048187
143,0.8658253647948594,4,1,0,3,0,0,0,0,0.23335058987140656,0.008741829544305801,0.13357803225517273,0.7159174680709839
144,0.8649595394300645,0,0,0,0,0,-1.3694380801106898,-4.699416840538309,-4.0566488141236645,0.008719146251678467,0.5296968221664429,0.00423713494092226,0.938277006149292
145,0.8640945798906344,3,3,0,0,-3.7013892141833673,0,0,0,13.267611503601074,0.5894995927810669,0.014803148806095123,0.0019147342536598444
146,0.8632304853107438,3,0,1,2,0,0,0,0,0.15949636697769165,0.021378954872488976,0.01498212106525898,0.2532494068145752
147,0.862367254825433,1,0,0,1,0,0,-8.552651410270581,0,1.2200798988342285,0.008702774532139301,0.3328762650489807,0.04254169762134552
148,0.8615048875706075,3,0,0,3,0,0,-1.3187580288488343,0,0.7380566596984863,0.12732398509979248,0.273691862821579,0.38064029812812805
149,0.8606433826830369,0,0,0,0,0,-2.548453870576519,-3.7339407860269684,0,0.6498847007751465,0.5704297423362732,2.706702709197998,0.0011981679126620293
150,0.8597827393003539,2,0,2,0,0,-4.1672463915674545,0,-0.5891537767359201,0.1881408989429474,0.4122190475463867,0.2782730758190155,0.18098753690719604
151,0.8589229565610536,3,2,0,1,0,0,0,0,0.4867016673088074,0.0001792012481018901,0.46307429671287537,0.0002513002255000174
152,0.8580640336044925,2,1,0,1,-2.9849891320803943,-4.703845874318017,-2.684467615398095,-2.9641571102764517,3.1557586193084717,0.21863581240177155,92.07968139648438,0.8819512724876404
153,0.857205969570888,3,1,0,2,-2.111874590970959,-7.274355324769816,-7.394536108797309,0,0.8653069138526917,0.0017644251929596066,2.0128023624420166,0.19570930302143097
154,0.8563487636013172,1,0,0,1,0,-1.4670530605787002,0,0,0.7301108837127686,1.5593425035476685,0.13627713918685913,0.0040674107149243355
155,0.8554924148377159,3,0,1,2,0,0,0,0,0.011132007464766502,0.06864779442548752,0.001168825663626194,0.13791705667972565
156,0.8546369224228781,3,0,0,3,0,-7.502163146718227,0,0,7.124251365661621,2.656095266342163,0.4197331368923187,1.1759637594223022
157,0.8537822855004553,1,0,0,1,-2.0446245942764745,0,0,0,0.0021086805500090122,0.17733657360076904,5.117464065551758,0.02212044782936573
158,0.8529285032149548,2,0,1,1,0,0,0,0,0.21724095940589905,0.006795280613005161,0.01005158107727766,0.11706122010946274
159,0.8520755747117399,4,3,1,0,0,0,-5.65463134770864,0,2.389256477355957,0.40329235792160034,0.24788400530815125,0.014608676545321941
160,0.8512234991370281,4,0,4,0,-0.3952339268428484,-3.088793884931325,-1.2932954995730483,-6.690419452100794,1.8855520486831665,0.13791662454605103,0.030156154185533524,0.6525158882141113
161,0.8503722756378911,2,0,0,2,0,0,0,0,0.01658911071717739,0.009335232898592949,0.01635679416358471,0.13231369853019714
162,0.8495219033622532,4,2,2,0,0,0,-2.3857264225997983,0,0.09193877130746841,0.036574359983205795,1.752781867980957,0.007492955308407545
163,0.8486723814588909,2,0,0,2,0,0,-0.6621366640878601,0,0.24509073793888092,0.020340923219919205,0.18570971488952637,0.1546463966369629
164,0.847823709077432,3,3,0,0,0,-3.5591702059473964,-6.113289850442256,0,16.044471740722656,1.7546061277389526,0.0735885351896286,0.0020732595585286617
165,0.8469758853683546,0,0,0,0,0,-0.07204488371029827,0,-4.7028141105103956,96.6436767578125,0.12034803628921509,0.49996063113212585,0.38429948687553406
166,0.8461289094829862,2,0,2,0,0,0,0,0,0.9625972509384155,0.0781390443444252,0.40382564067840576,0.2626979649066925
167,0.8452827805735033,1,1,0,0,20,-20,0,-8.187588198652024,1.65894615650177,1.9494781494140625,1.4987666606903076,0.42960742115974426
168,0.8444374977929298,0,0,0,0,0,0,0,0,0.004164538346230984,1.0479265451431274,0.7584903240203857,0.01201619952917099
169,0.8435930602951368,0,0,0,0,0,0,0,-3.150060655710343,0.6239607334136963,0.0238418597728014,0.03405493497848511,0.03198160231113434
170,0.8427494672348417,0,0,0,0,0,0,-4.841042936997006,0,0.014970800839364529,0.13152605295181274,1.2544291019439697,0.044017691165208817
171,0.8419067177676068,6,3,3,0,0,0,0,-2.938486137995212,0.6381300091743469,0.0017923560226336122,0.5628991723060608,3.785045862197876
172,0.8410648110498392,2,0,0,2,-20,0,-2.272753763048706,0,0.0017230689991265535,0.09236980974674225,1.453960657119751,11.726667404174805
173,0.8402237462387894,6,0,2,4,0,-2.029625138340871,0,-2.129735838905477,0.029945865273475647,0.003229505382478237,0.3166176378726959,0.012411476112902164
174,0.8393835224925505,1,0,0,1,0,0,0,0,0.04096748307347298,0.3709634244441986,0.21738767623901367,5.809354305267334
175,0.838544138970058,0,0,0,0,0,0,-3.0933531436073345,0,0.13352139294147491,1.369086503982544,0.02223125658929348,3.5095908641815186
176,0.8377055948310879,1,0,1,0,-2.7209444632223003,-3.1446542637275003,0,-0.5432377779401976,0.0387510247528553,0.009290344081819057,2.090575695037842,0.1721881628036499
177,0.8368678892362568,1,0,0,1,0,0,-0.7272373418039679,0,0.04004037007689476,0.0044112070463597775,1.0114617347717285,0.7111212611198425
178,0.8360310213470206,2,0,1,1,0,0,0,-2.2330459672917957,0.19815948605537415,0.33295777440071106,0.0028581772930920124,1.2293531894683838
179,0.8351949903256736,1,0,0,1,-9.233654211309094,-10.609587507803704,0,-5.326295213461013,0.6678625345230103,0.49328699707984924,0.6357100605964661,1.1124974489212036
180,0.8343597953353479,4,2,2,0,0,0,0,-3.327808208216276,0.13903272151947021,0.21608777344226837,0.004995227325707674,2.3765225410461426
181,0.8335254355400126,2,1,0,1,-2.869728399837078,0,0,0,0.020610960200428963,0.024718504399061203,0.9907631874084473,0.09867934882640839
182,0.8326919101044725,2,1,0,1,-2.345367436700839,-2.581537945124963,0,-2.852873695741278,0.004130267538130283,0.0185556560754776,0.6170079112052917,0.2141513079404831
183,0.831859218194368,3,0,2,1,0,0,0,0,0.013505536131560802,0.13973818719387054,1.0665512084960938,0.17831851541996002
184,0.8310273589761736,4,3,0,1,0,-3.6008011495314314,0,0,9.406795501708984,0.008319569751620293,0.020572641864418983,5.140042304992676
