episode,epsilon,collision_0,collision_1,collision_2,reward_0,reward_1,reward_2,loss_0,loss_1,loss_2
1,0.9995,0,0,0,-3.348123668435508,0,-24.038892354773537,2.700221538543701,0.013274280354380608,1.235485553741455
2,0.9990002500000001,0,0,0,-12.007376887956584,-11.91310179422705,0,3.600785970687866,0.0344076044857502,9.238706588745117
3,0.9985007498750001,1,0,1,-1.190225170297734,0,-3.349733882128436,6.7139177322387695,0.6369114518165588,9.439094543457031
4,0.9980014995000627,0,0,0,0,0,0,0.00047144739073701203,0.03759808465838432,0.0455133393406868
5,0.9975024987503127,0,0,0,-1.6521990390102381,0,-8.401874478274516,0.012472801841795444,0.0009049329091794789,0.9730538725852966
6,0.9970037475009376,0,0,0,0,-2.7257603309381,-4.773480261518777,0.07627122849225998,0.0036161586176604033,0.9191484451293945
7,0.9965052456271871,0,0,0,0,0,-14.231941655669063,0.0006602878565900028,0.4720707833766937,75.94961547851562
8,0.9960069930043736,0,0,0,-19.08469663634857,0,-10.610673162403225,0.08103574812412262,0.001991130644455552,25.122602462768555
9,0.9955089895078715,2,0,2,-20,-20,-10.692310175687835,2.990683078765869,0.016993630677461624,9.114623069763184
10,0.9950112350131176,0,0,0,0,-10.584109405943478,-6.7494564383804025,6.611117714783177e-05,1.7481722831726074,99.47904205322266
11,0.9945137293956111,0,0,0,0,-5.156610933297248,-20,0.8177323341369629,0.07223193347454071,1.0959550142288208
12,0.9940164725309134,2,2,0,-7.491947104713617,-3.467211182459995,0,0.000643815437797457,1.1382594108581543,0.22739437222480774
13,0.993519464294648,0,0,0,-3.376050404317063,0,-13.055533980883222,0.008540692739188671,0.014831005595624447,4.650868892669678
14,0.9930227045625007,3,3,0,0,0,0,21.505874633789062,0.0003962514747399837,2.6959657669067383
15,0.9925261932102195,2,0,2,-0.5586677493176118,-22.50101745226012,-2.2473992472072224,0.000981573830358684,0.049098700284957886,13.46556568145752
16,0.9920299301136144,0,0,0,-7.559553207497611,0,-12.629347462404807,0.0011602831073105335,3.9489965438842773,1.7076969146728516
17,0.9915339151485576,0,0,0,0,-3.9487746945837734,-11.601020557458794,1.1133816242218018,1.9464380741119385,0.0006746246945112944
18,0.9910381481909833,2,0,2,-4.49660229835483,-40,-20,1.0470958948135376,0.00018458788690622896,8.0214262008667
19,0.990542629116888,1,1,0,0,0,0,1.0247138738632202,0.0011601862497627735,8.344131469726562
20,0.9900473578023296,0,0,0,0,-13.20852233876184,-22.028329382161104,0.005808865651488304,0.046357396990060806,4.2429633140563965
21,0.9895523341234285,0,0,0,-1.7742760131658541,-7.490802305487586,0,1.4297300367616117e-05,0.038622722029685974,80.03731536865234
22,0.9890575579563669,0,0,0,-11.070542460904896,0,-20,1.1837680339813232,3.150656223297119,0.05024484544992447
23,0.9885630291773887,0,0,0,-1.9597156271091554,-11.991438726031621,-18.20613547993335,0.00992363691329956,0.08506742119789124,0.0042266929522156715
24,0.9880687476628001,0,0,0,-20,-6.45507044001306,-10.482188788292921,1.1698061227798462,1.2902346849441528,1.572636365890503
25,0.9875747132889687,1,0,1,-1.1607154850572976,-5.556402018443554,0,1.6073769330978394,0.17940005660057068,41.027645111083984
26,0.9870809259323243,0,0,0,-21.408427976422367,-5.765361632611634,-27.40104511246865,0.046155184507369995,0.004334678873419762,3.192685842514038
27,0.9865873854693582,0,0,0,-2.3797125656117872,-2.3659956122377244,-3.197406030292467,0.012677791528403759,0.0004020164196845144,0.15173260867595673
28,0.9860940917766235,0,0,0,-7.3223908012591075,-16.33666078194222,0,0.2478141188621521,0.23965848982334137,55.34136199951172
29,0.9856010447307353,1,1,0,-18.820483319865954,-4.715428233328944,-3.025600847702722,100.74199676513672,1.2949050664901733,0.3042985200881958
