episode,collision_0,collision_1,collision_2,collision_3,collision_4,collision_5,collision_6,collision_7,collision_8,collision_9,collision_10,collision_11,collision_12,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,reward_11,reward_12,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10,loss_11,loss_12
67,3,0,1,0,0,0,0,0,0,1,1,2,0,-19.62734457058204,-23.034476872255908,-33.571198741999694,-40,-24.84579147370384,-40,-40,-25.36949255048028,-20,-40,-40,0,-20,-0.1731234,-0.009464226,0.020300807,0.07610852,0.114542015,-0.3239709,-0.13119134,-0.011555302,-0.019248681,-0.052423306,-0.06350744,0.23343289,0.105233945
68,3,5,4,0,1,3,0,0,8,0,0,0,0,-20,-20,-25.057798328560835,-40,-37.33763829297007,-17.345694890499754,-40,-40,-20,-21.05478765419171,-27.935529699092413,0,-3.6934948654415343,0.16213582,-0.097514875,0.086223595,0.19685093,0.110656984,-0.03103763,-0.13251598,0.03172004,-0.022135353,-0.06329241,0.014640984,0.017721321,-0.07944268
69,2,2,0,0,0,0,0,0,0,0,0,0,4,-32.430679719814364,-20,-40,-40,-20,-24.184442856604694,-20,-20,-20,-22.19471449330508,-20,-9.646160174422532,-23.586174606218382,0.029620104,-0.07389148,0.1398322,0.0049733417,0.0026344624,0.07624147,0.29162475,0.011909905,-0.23068817,-0.08399389,-0.14355515,0.28728834,-0.095423356
70,2,2,0,0,0,0,0,0,0,0,2,0,2,0,-24.573954056924805,-35.61443655453377,-20,-20,-40,-20,-28.281088070541557,-20,-21.379081558284017,-36.42475086939292,-5.021653279778237,0,-0.043586183,-0.17672177,0.061269723,0.056250334,0.0022752238,0.05481906,0.17526782,-0.069111764,0.13133922,-0.0657403,0.115541935,-0.064833656,-0.025578156
71,2,2,0,0,0,0,0,0,0,0,0,0,4,-20,-22.24160228656745,-37.14674382761658,-40,-27.55530950253222,-40,-40,-34.64557836230578,-23.97728932946788,-20,-2.5788161446236306,-40,-6.369518814330785,0.036822356,0.10592737,0.116975635,0.021026134,0.103610255,-0.14092857,0.20598526,0.052541304,0.039355204,0.050506588,0.09346641,-0.033849165,0.11114181
72,0,2,7,5,0,0,2,0,0,0,0,0,2,-40,-20,-28.68361003199587,0,-34.87582005639673,-20,-23.603663394704864,-23.395265591598026,-24.052588919383993,-40,-4.579363009713912,-20,-20,-0.07155957,-0.06689537,-0.10760921,0.013588897,0.13746761,0.053839218,0.10436756,-0.16249295,-0.054766983,-0.12622711,-0.12105529,0.008954563,0.12687957
73,2,0,1,0,0,0,1,0,0,2,0,0,0,-29.73933182030516,-3.846192476683965,-32.34969218704618,-40,-20,-14.553822872761282,-24.30114055785984,-20,-20,-20,-8.797685180166376,-3.2500814708393966,-15.457594560451055,-0.025305836,0.1338775,0.045223627,0.019097842,0.061219316,-0.054607015,0.099998444,0.0024128298,-0.06483101,0.17688528,0.0055144713,-0.17397131,0.027794063
74,0,6,5,1,0,0,0,0,8,2,0,0,0,-32.224700241040125,-20,-20,-15.492117792248237,-20,-40,-2.6000059160312254,-20,-35.44786512345988,-20,-6.29405762422605,-22.88875726977366,-22.019510073858672,-0.013594456,0.019877464,-0.10746159,0.018396353,0.00031139347,-0.03556562,0.07443844,0.06411688,-0.109991334,-0.032679323,0.0059739305,-0.03938756,-0.15160102
75,2,2,1,1,0,2,0,0,0,0,0,2,0,-20.58709073654782,0,-40,-40,-20,-40,-20,-20,-40,-40,-40,-20,-2.016956734874858,0.068570204,-0.119348556,-0.014465184,-0.07764998,0.0035314066,-0.17066313,0.019803338,0.106793776,-0.11562689,0.00047607423,0.03522913,0.12225112,-0.0003854513
76,1,3,3,0,1,1,1,0,0,2,0,0,2,-20,0,-40,-20,-23.710728923854486,-33.888320034782595,-20,-20,-22.402611201625998,-31.5494829207627,0,-40,-20,0.022793513,-0.22866581,0.009427232,-0.19909783,0.038179655,0.016402783,-0.13758832,0.01140153,-0.05424673,0.0011571837,0.0,-0.013761258,0.04504582
77,5,0,0,0,0,0,0,0,1,0,0,4,0,-34.4210949646372,-16.013713844113376,-20,-24.02012748782102,-20,-20,-20,-20,-20,-20,-40,0,-40,-0.0498246,0.079388954,0.17991334,-0.15737496,0.15945897,-0.14239602,-0.084304705,0.09051555,0.0050509213,-0.016781889,-0.056585588,0.118437625,-0.20723572
78,3,1,5,0,0,0,0,0,1,8,0,0,0,-25.264774269972037,-24.62177667598643,-32.70092807332259,-40,-23.69037915192951,-22.645335523789022,-20,-40,-33.16368732404284,-24.92654806504173,-23.15306043871264,-13.90316107563466,-22.710208318340644,-0.04113802,-0.20507157,0.11277799,-0.050646283,0.11454229,0.052756682,0.07959254,-0.024296865,0.22403297,-0.14944133,-0.10541331,-0.13279447,-0.06542197
79,0,8,2,0,0,0,0,0,4,0,3,2,1,-20,-21.289156130145585,-40,-20,-23.273734843677317,-40,-23.258007641171023,-40,-10.563161199474848,-14.896947024710938,-13.318735065345122,-20,-31.631028602270753,-0.044163655,-0.16212483,0.06341875,0.11898266,-0.048301846,-0.03769103,0.094190225,0.1922414,0.16250762,-0.06318774,0.05674016,-0.13604295,-0.15511538
80,0,3,4,4,0,0,0,3,0,0,0,0,0,-20,-2.346627066686177,-40,-28.782160769732933,-40,-20,-20,-20,0,-22.64744282007033,-26.72548063790927,-20,-15.468588651840607,0.2044846,-0.114273265,-0.088370934,-0.031185633,0.08822197,-0.03745295,-0.032902054,0.0020522163,0.0,0.06988105,0.13658705,0.22899178,-0.06696132
81,2,4,1,2,0,0,0,0,0,0,1,0,4,-8.296597265609694,-7.293285343765251,-14.811367668454539,-40,-22.660362316714117,-20,-20,-20,-20,-40,-20,-40,0,0.041699644,-0.3188296,0.010500076,-0.060221363,0.077325046,-0.04099494,0.043888472,0.19658892,-0.24236895,-0.11856978,0.122377284,-0.062017668,0.021306183
82,2,1,1,1,0,0,0,3,0,0,0,0,0,-20,-1.5628309862231227,-5.853986691318125,-20,-20.78031879406475,-20,-25.874729004900214,-40,-32.08329872836366,-40,-12.728241095602947,-20,-5.646933857806331,0.02888485,-0.091679804,0.034827754,0.25710684,-0.04384679,0.027355261,0.049241114,-0.048278634,0.028910112,-0.05132054,-0.071253985,0.015298059,0.0794501
83,0,0,4,0,0,0,0,0,2,2,0,0,0,-31.421850710866657,-20,-20,-40,-33.563746982588185,-20,-20,-40,-30.546740119803836,-40,-40,0,-20,-0.09544069,-0.03167875,0.28664,0.08891923,-0.055885065,0.14924273,0.10877463,-0.02073409,-0.15932614,-0.118796594,0.1294589,-0.032301057,-0.09992834
84,0,1,0,0,0,0,0,0,0,0,1,0,0,-20,-20,-25.580020395304153,-40,-25.849452795908903,-40,-20,-20,-20,-40,-14.137018107677385,-20,0,0.0020664758,0.088406876,0.10850515,-0.23693737,-0.032467257,0.06796905,-0.07000973,-0.0019218985,-0.11221948,-0.18539941,0.13641137,-0.07255041,0.01768343
85,2,5,4,2,1,2,0,1,1,4,0,0,0,-20,-20,-23.601247741259456,-22.524703638518268,-40,-40,-20,-20,-31.37033423762221,-20,-39.815361647131844,-20,-34.69045743593289,0.0432591,0.083010346,0.15135343,0.05265944,0.024064394,-0.1222886,0.020685622,0.19653642,-0.09267062,0.13273267,0.048434865,0.1589281,-0.05599291
86,0,3,6,0,0,0,6,0,0,2,1,0,0,-20,-20,-40,-8.612101899188447,-31.285523623081488,-20,-4.694869681195412,-20,-26.02164610443808,-40,-11.516955845941032,-20,-3.2141178706539644,-0.076618336,-0.0068309307,-0.12125863,0.14366935,-0.034586452,-0.132547,-0.057262927,0.023363182,-0.02163272,-0.16452307,-0.10799843,-0.090998024,-0.03336959
87,0,3,0,0,0,0,0,0,0,0,0,2,1,-20,-40,-20,-40,-40,-20,-40,-22.260824600026048,0,-20,-20.14517753782998,-20,-40,0.0013634268,-0.09743385,0.10925699,-0.014106388,0.18790066,6.3731226e-05,0.05223898,0.18012121,0.0,-0.14372142,-0.13625841,0.100411214,-0.08899593
88,1,1,1,0,0,0,0,1,2,0,0,0,0,-11.079471235925705,-40,-40,-40,-20,-40,-40,-28.408637032288418,-8.638331607058452,-20,-20,-16.182946984401987,-20,0.06674309,-0.046029806,0.10198218,0.055608347,0.036630206,-0.06290712,0.113277465,0.035509504,-0.10710491,0.18404892,-0.06256979,0.18167394,0.06530382
89,3,1,2,0,0,0,0,2,3,1,0,0,0,-20,-20,-40,-20,-40,-20,-37.824639319611094,-30.7928720246774,-40,-23.792312363821175,-18.664890839848535,-40,-13.301261748292747,0.069134034,-0.04533538,0.046685457,-0.0044408618,-0.18125339,-0.084773675,0.09213434,0.25997853,0.019805593,0.13358893,0.08252522,0.013980705,-0.04882271
90,4,2,2,1,1,2,0,1,0,1,0,2,0,-10.007889515768877,-20,-27.835373998771296,-22.955536937546686,-20,-20,-40,-23.871762723743558,-7.519473709393712,-20,-20,0,-21.77919788386445,0.008104232,-0.13908052,-0.06697361,-0.14017886,0.07291519,0.014827976,-0.0141865155,0.22682886,-0.1449541,0.13651781,-0.18700895,-0.07797477,0.05833673
91,0,2,3,0,0,0,2,0,0,0,2,0,1,-20,-4.024492606014851,-15.186703465700734,-40,-22.24834522099679,-40,-20,-20,0,-11.26349830105243,0,-20,-40,-0.08936688,-0.20798814,-0.0020150566,-0.05216832,0.14160138,0.02900897,-0.026349626,0.02292305,0.24335475,-0.12666252,-0.0036958996,0.14264016,-0.15355666
92,1,2,0,0,0,0,0,0,0,1,2,0,0,-20,-20,-22.48006969836898,-40,-20,-40,-24.151827801348208,-20,-24.593057156482438,-28.26571654601865,-10.318423100552968,-20,-2.4731520168251175,0.09849978,-0.07788534,0.15107222,-0.0076256273,0.1588555,-0.06571051,0.051940326,0.023892337,0.10498756,0.00985395,-0.108746625,0.18384238,0.08305563
93,0,5,0,0,0,0,0,0,0,0,1,0,4,-20,-20,-40,-40,-22.303539711720028,-20,-40,-20,-28.10696903036783,-20,-31.526322798503287,-40,-32.2487291899901,0.014517925,0.26084465,-0.17880869,0.0077501107,-0.051896762,0.015890341,-0.22031888,-0.04452596,-0.13698128,0.074196205,-0.11222485,-0.040816464,-0.08522337
94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-8.695159936919497,-30.708190996027206,-20,-20,-10.357560039071139,-20,-12.826054777898676,-40,-7.108496019855776,-16.576322685688353,-6.792177661641418,0.03696618,-0.16049254,-0.067249276,0.13813967,0.00164154,-0.024497919,-0.06131196,0.09872709,-0.1616876,-0.026507558,-0.0377105,-0.010008591,-0.014199304
95,0,0,3,0,0,3,0,0,0,0,0,0,0,-20,-40,-20,-29.92531400089969,-20,-40,-40,-20,0,-2.6725686676365608,-15.41928716674937,-40,-22.569945342965546,-0.045952495,-0.22463101,0.015594444,0.28543836,-0.049458113,-0.23286724,-0.12042437,0.21034679,-0.221095,0.011347976,-0.14378676,0.0020891475,-0.048497
96,0,0,6,0,0,0,0,0,1,2,1,0,2,-20,-4.432427635769567,-40,-40,-20,-25.68524827079697,-34.579800772651126,-40,-40,-2.281356128238027,-20,-20,-40,0.15115365,-0.0626527,0.03499523,-0.08334825,0.000442682,-0.12669644,0.16508614,0.06444031,-0.16387245,0.039151546,0.009067398,0.21645245,-0.17538999
97,14,0,4,0,0,5,0,2,3,2,2,0,4,-34.60378130666706,0,-20,-20,-40,-9.920186673964675,-20,-20,-23.33150237490316,-24.886002663832,-6.0654631742158385,-40,-12.951214820052519,0.0013812089,-0.083945625,-0.009508813,0.2355436,-0.068995945,0.11249975,0.096341036,0.08717681,0.13375017,0.07235217,-0.06366226,0.036137428,-0.10248312
98,0,4,0,0,0,0,0,0,2,0,0,2,0,-20,-3.474590914254032,-35.714683334217156,-20,-20,-40,-20,-40,-40,-40,-22.983476312748614,-20,-20,-0.019944781,-0.05504553,0.1629896,-0.077425286,0.015040445,0.12728064,0.050927356,0.1101254,-0.053008646,0.017636986,0.029814463,-0.05976215,0.097998075
99,0,2,2,2,0,0,0,0,0,0,0,2,0,-40,-12.97996173334375,-3.88139061880177,-40,-20,-20,-39.388983049432056,-40,-2.224353730668877,0,-20,0,-24.724715499651644,0.23768342,-0.038451377,-0.047658253,0.026911411,0.08691886,-0.13677923,-0.10679052,-0.026234556,-0.028740225,0.046500057,0.057847098,-0.24416898,-0.0036749828
100,5,7,6,1,0,1,1,1,2,2,7,2,1,-20,-20,-40,-23.977580578816443,-20,-28.605647592295146,0,-28.65022632327048,-8.671074089943083,-3.549735781068036,0,-20,-20,-0.16335467,-0.03985785,-0.05556759,-0.07888188,0.12900183,0.026672825,0.12603691,-0.05930397,-0.16013378,-0.03573205,-0.038376763,-0.022777157,-0.033449125
101,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,-20,0,-22.363772006899193,-20,-20,-22.839577542558523,-40,-22.116512558976062,-4.070116532771477,-9.375474286330387,-20,-2.672032710533017,-0.016578985,0.027328633,0.08394598,-0.34813923,0.0012444593,0.08221547,-0.06474249,-0.15845038,-0.08577402,-0.09218546,-0.028815307,-0.054639664,0.19304323
102,0,2,2,0,0,0,1,0,0,0,1,0,2,-40,-20,0,-40,-23.039499197691427,-20,0,-25.285031386086494,-10.564436625973475,-20,0,-22.052821190290516,0,-0.046173707,0.08665367,0.107318476,0.00036940575,0.149071,-0.037134822,0.20649584,0.26410475,-0.04489011,-0.053242564,0.09070837,0.08756397,-0.08220203
103,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,-20,-3.8206948826913396,-25.07246791733533,-20,-20,-22.190262612202794,-20,0,-9.720718312233819,-26.32344593435389,-30.081158911586975,0,-0.026232207,0.023849241,-0.07890949,0.047223344,0.12626056,0.20941287,0.060444504,-0.036145404,-0.112759136,0.08097634,-0.06249327,-0.10553667,-0.0982756
104,0,0,8,0,0,0,0,0,8,0,0,0,0,-40,-17.231583292691806,0,-22.09858690389291,-40,-20,-40,-20,-9.017912339287012,-3.0839500037090875,-20,-29.487578973244453,0,-0.13893583,-0.025091253,-0.0041332836,0.0062638996,-0.06278767,-0.016979761,0.0685627,-0.015922753,0.11331273,-0.14037316,-0.19068296,-0.02806347,0.061363287
105,0,1,2,0,0,0,0,0,2,0,0,0,1,-20,-9.083880658134872,-20,-23.22204512674911,-20,-20,-40,-40,-4.703882792782946,0,-8.393389161394357,-22.869968182802168,-20,0.0010148052,-0.102177456,-0.029956304,-0.028504875,-0.026758654,-0.047776278,0.13274682,0.12522897,-0.10096642,0.0,-0.13539307,0.038238343,0.045488633
106,1,3,1,2,0,0,0,1,0,0,0,0,2,-21.811649616285745,-20.314341988000756,-32.70474772193458,-20,-28.06788192382485,-20,-20,-39.278835541890246,-21.07465939763911,-20,-17.34644458749236,-0.08623966081924062,-20,0.015870476,-0.13741452,0.13502327,0.14586866,0.0013780403,0.07205773,-0.06020699,-0.036928404,-0.07829176,0.028036477,0.16451623,-0.054373756,0.01221673
107,0,4,7,0,0,0,0,0,0,6,1,2,2,-11.04438547582399,-40,-32.00226819167348,-22.093681143374834,-40,-20,-40,-29.347469620851953,-20,-23.477005722295857,-4.817220488498289,0,-18.955550749796785,-0.0023642217,0.08780361,-0.035241026,-0.013669509,-0.11123449,-0.03755886,0.1425588,0.15085572,-0.083785795,0.0024709129,-0.02312437,-0.06366796,-0.16281116
108,0,2,0,0,0,0,0,0,0,0,2,0,0,-20,-20,-28.72874799795364,-20,-32.615912500576904,-30.420475136626262,-20,-21.842611256180906,-40,-33.1578278379983,-35.51589861264725,-20,0,0.014728747,-0.113953084,0.18740653,0.13110977,0.024924088,-0.025840616,0.027198944,-0.0013366299,0.05467272,-0.13790125,-0.055337653,0.11860143,0.10737766
109,3,0,0,0,0,0,0,0,2,0,0,0,1,-20,-5.628421031995503,-3.409160058291309,-22.31566317371783,-40,-20,-24.758285512325667,-20,0,-2.6901336667607634,-22.74954446972374,-22.414093596341875,0,0.18000317,-0.055430923,0.0048911152,0.25921434,-0.13629533,-0.0012240028,-0.10814608,0.22531505,0.06654385,-0.034031566,-0.032869063,-0.10156339,0.05562685
110,0,0,7,0,1,4,1,1,0,0,0,0,0,-20.952327766308883,-20,-3.316442465243198,-30.847612570660182,-22.708264340172164,-34.62772436868796,-26.817177602549165,-20,-9.149993002317824,0,-0.8665801376341276,-5.321226788370968,-20,0.108862765,-0.1806556,-0.18997218,-0.11505374,0.21033283,0.14646663,0.0019232321,0.16572502,0.097258635,-0.15259223,0.01488359,0.12197635,-0.013493509
111,0,3,6,0,0,0,0,0,0,2,5,0,2,-20,-20,0,-40,-20,-27.15973908434254,-40,-40,-21.712439619650088,0,-1.3206553509760544,-1.3143711533170577,-20,-0.0009848732,-0.044259567,-0.029650092,-0.029737577,0.00036864585,0.122263126,-0.05760152,-0.06783118,0.03437871,0.07518539,0.05427502,-0.04569416,-0.022439985
112,0,3,4,0,0,0,0,4,1,2,0,0,0,-20,-20,-35.58405096369935,-40,-20,-20,-39.24368930869633,-20,-30.07168713849927,-24.31427315867829,-18.29287559757471,-2.415077348448973,-22.69480027225753,0.0018174076,-0.14088416,0.13561608,0.030956728,0.1802887,-0.08834168,-0.12241266,0.06873517,-0.10542902,0.05318776,-0.18168941,-0.1443503,0.05102425
113,0,2,3,0,0,2,0,0,0,0,1,1,1,-20,-40,-26.69298335315122,-40,-40,-20,-20,-20,-40,-20,-3.36773936440646,-40,-5.188930489139323,0.15904793,-0.040321216,-0.24398427,0.20438752,-0.22938634,-0.06791803,0.08348247,-0.044605926,-0.05648508,0.2059726,-0.033249617,0.032212373,-0.19962755
114,9,2,0,9,0,0,0,0,2,0,0,0,0,-22.23203290358017,-20,-18.496218235187627,-28.368769128535604,-20,-20,-22.445471776730706,-20,-9.399774761470862,-25.376354055242437,-22.72220506266679,-20,0,-0.0059325164,0.0176279,0.080080844,0.12596732,0.11571412,0.06434085,0.12111745,0.07692774,-0.13339536,0.027628688,-0.17121561,-0.10126522,0.0155435065
115,1,4,1,0,0,1,1,0,3,1,0,0,0,-20,-8.102666059148088,-21.077636912369694,-20,-20,-20,-20,-38.96508631558989,-20,-20,-24.754959636268847,-6.272473982720608,-20,-0.0070398874,0.034242734,0.018948011,-0.05525441,0.00012863659,0.058798555,0.16012654,0.10264138,0.053587783,0.050910376,-0.04675555,-0.10850805,-0.2020912
116,2,3,4,2,0,0,0,0,1,1,3,1,1,-20,-26.517892404557397,-20,-20,-40,-3.0750252386798236,-26.88283847692896,-20,-14.019902031514404,-2.5048942599511195,-11.009795078707063,-40,-18.057644654890687,-0.10088114,-0.025650831,-0.0414136,-0.23567712,-0.0937282,-0.0067816256,-0.15130599,-0.00040804193,0.07538701,0.010977337,-0.023665076,0.0019793415,0.06445869
117,3,5,3,0,0,0,0,0,2,3,0,5,1,-20,-20,-4.96302690447973,-38.476852628595985,-22.834205030465064,-20.24283889031124,-27.677924167733114,-40,-18.11297783003701,-20,-20,0,-40,-0.08271985,-0.006021528,-0.12725799,-0.023646336,0.012371817,-0.05464303,0.0392576,-0.0013428879,-0.06779803,0.17989,0.005969248,-0.026454225,0.08534073
118,5,6,1,0,0,2,0,2,0,2,3,1,2,-20,-20,0,-40,-20,-20,-30.852704008484395,-40,-20,-25.46813297425667,-4.533168764681579,-9.94071833477496,-3.3256684920525954,0.15248293,0.04105661,-0.04779364,-0.039234377,-0.0009079626,0.16906384,-0.069087066,-0.03719783,0.15921389,-0.09413272,-0.074572995,0.08623871,-0.0014960825
119,0,2,2,0,2,1,0,0,0,0,0,1,0,-20,-20,-11.937854211935425,-7.911431277037055,-26.474489151717677,0,-20,-40,-20,-20,-4.353772727876537,-16.4029372649265,-16.776773594766265,0.16966507,0.06102439,0.16338621,0.15618542,0.022157803,0.101431936,0.23693663,-0.16061077,-0.028358674,-0.06962439,-0.04278533,0.08119546,-0.096133396
120,1,3,5,0,1,0,0,0,0,1,3,0,4,-20,-40,-20,-24.648785187928205,-20,-20,-22.325941968349166,-40,-14.492807785372346,-18.194479651977698,-20,-14.003496220410616,-20,0.00048216764,-0.095522024,0.0937106,-0.08275208,0.07051148,0.21794271,-0.1059243,-0.091667324,0.015312605,-0.19500685,0.08781662,0.10515996,0.029701745
121,0,0,2,0,0,0,2,0,0,0,0,0,0,-20,-20,-20,-20,-20,-20,-20.62683177814501,-20,-4.7398434588600225,-40,-3.0581214046567715,-15.021939019866355,0,0.024402872,0.08062519,-0.096719876,0.022144485,0.00058734306,0.26796126,0.13774318,0.13603185,0.1668602,-0.07828163,-0.18341427,0.065881446,-0.033792272
122,7,2,3,2,3,0,0,0,4,0,1,0,2,0,20,-3.5153926759655993,-40,-20,-22.779885161273942,-40,-20,-20.735358165671805,-20,-4.466882752608219,-39.6544650562943,0,0.21249817,-0.16326626,0.009565554,0.09366945,0.046280857,-0.025293102,0.044024825,-0.20820609,0.043894798,-0.012715595,-0.033710532,0.11185741,-0.110027865
123,0,3,1,0,0,0,0,0,1,1,0,2,0,-20,-27.967274757743326,-35.529108268037746,0,-40,-20,-20,-20.446654856951675,-20.706081667936168,-40,-10.067962879636067,-20,-3.875004250960809,0.031093013,0.057388976,0.036251783,-0.1638028,0.026419774,0.0009554952,-0.026538046,0.08635379,-0.01771634,-0.059294246,-0.040684324,0.033660516,0.08781443
124,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,-8.167660855951887,-12.620465444694767,-26.933332322678424,-20.277309839519003,-32.12558230913375,-20,-20,-2.9929280302858974,-24.366749041737776,-12.589404268565628,-20,0,0.026951136,-0.1002886,0.14147317,0.007038684,0.13983232,0.06554451,0.20130633,0.068219736,0.014752937,-0.006548853,0.01951618,0.005243025,0.0
125,3,1,0,0,0,1,0,0,1,0,2,0,0,-20,-20,-4.393539840692563,-0.5023512748176939,-20,-20,-40,-20,0,-22.72813094686932,-20,-20,-5.575545460481961,0.09938389,-0.011635637,0.019570537,-0.42381302,0.066499755,-0.06393489,0.13922496,0.02305688,0.049390797,0.020084755,0.073310845,0.034171,-0.12205665
126,0,1,5,1,0,0,0,1,0,1,1,0,2,-20,-20,-20,-40,-40,-20,-20,-27.00801856682024,-27.86237025112376,-24.306134149451054,-2.0160514709127213,-20,-21.158149021153086,0.013022099,0.020062404,-0.0590555,-0.04359945,-0.102824084,0.038636636,0.13933621,0.18547596,-0.1741947,-0.08237298,0.07317999,-0.05671401,0.04850833
127,1,7,11,0,0,4,0,3,0,1,5,0,6,-20,-13.97616413030445,-8.252230543456752,-20,-40,0,-21.035488513184617,-20,-20,-20,0,-6.904340393727293,-2.682885546815001,-0.048682794,-0.21852002,0.15894613,0.29940113,-0.024778023,-0.008904781,-0.19096042,0.22342029,-0.1676111,0.049995758,0.100635454,0.07615433,-0.011159604
128,0,5,12,2,3,0,0,0,3,3,4,0,2,-17.241040984994747,0,-28.529651332296773,-20,-20,-20,-23.407253396397266,-40,0,-2.316185288261061,-2.1266067715246137,-23.20949865453003,0,-0.038931753,-0.20879598,0.050537895,-0.103429325,-0.05280338,0.03150426,0.07683342,0.07543326,-0.039032053,-0.18695387,-0.027822718,0.03888421,-0.077209875
129,2,2,2,0,2,0,1,0,0,1,1,1,0,-20,-2.949226539946728,-16.084262149845873,-20,-22.468605550166473,-40,-40,-20,-20,0,0,-20,-9.362528867665166,-0.099773824,-0.0046215747,-0.1757743,-0.14597985,-0.03913374,-0.0028861808,0.17478484,0.02738125,0.02907236,-0.30767938,0.061276425,-0.025748039,-0.18403696
130,3,16,14,2,3,0,4,0,2,1,5,10,6,-20,-23.63975991636564,-3.379613657769842,-22.40489042845531,-20,-20.825949010072353,-33.65185816491429,-40,-19.71725296085737,-14.404537996521997,-3.061096703576905,-20,0,0.11692453,-0.10042963,-0.13331456,-0.25504816,0.17023377,0.22231396,-0.22862099,-0.020533858,0.21036004,-0.16697496,0.047091007,-0.03528888,-0.017265216
131,0,6,2,0,0,2,2,0,0,2,1,1,0,-20,-20,-20,-10.344947915407525,-20,-20,-26.37779648586789,-24.25272065725877,-20,-23.50727625044233,0,-24.800061308177412,-1.5414590317300036,0.09575092,-0.0710606,-0.010659967,-0.22789854,0.0030396632,0.17192191,0.113078974,-0.017724343,0.0006206417,0.033971254,0.2087555,-0.009002025,-0.07954751
132,0,3,2,0,0,0,0,0,0,0,2,0,3,-20,0,-20,-20,-20,-20,-20,-20,-20,-20,-20,-9.350057168449935,-10.118711564324922,0.19262491,-0.104873806,-0.19809261,0.17358868,0.057800833,-0.019329926,0.04621089,-0.032311954,-0.013348558,0.15101212,-0.08416165,-0.09928663,-0.108780004
133,1,1,2,0,0,0,1,1,0,0,0,0,2,-20.04748967090778,-22.648941853229168,0,-20,-40,-21.193600184346447,-23.317883848986924,-20,0,-20,0,-20,0,-0.040925454,0.18406466,-0.1629031,0.40382254,0.065966494,-0.06846773,-0.15957221,0.17672464,-0.034871276,-0.14044717,-0.03326576,0.20199476,0.0831531
134,2,4,1,1,0,2,1,0,0,0,0,0,3,-0.06839696860747813,-0.3085514231546771,-20,0,-33.58409516684762,-2.114806393115239,-40,-40,-3.8588290429263603,-11.872770579506334,-8.159859622709908,-20,0,-0.013216469,0.027807603,0.04672449,0.08512245,-0.011625094,-0.2108426,0.025359841,0.010113287,-0.15655577,0.007483902,0.031336132,-0.12895522,-0.0048003243
135,4,1,9,3,2,0,2,0,0,2,1,3,1,-7.9519525240774795,-8.73370644060172,0,-27.535739869859313,-40,-20,-6.984275504301133,-20,0,-4.656678592445587,-16.896784882788648,-3.1230825824745883,0,-0.06673501,-0.08646168,-0.02746918,-0.1549152,-0.07672123,-0.096360214,0.106276445,0.025074944,-0.122268066,-0.06816812,-0.10654796,0.045764174,0.12076017
136,0,4,3,0,0,0,0,0,1,2,0,1,3,-14.803036743075934,-2.505325173317368,-20,-20,-3.5264776250896657,-32.480137860118546,-37.05785747903001,-30.57355662962056,-29.514520486389696,-20,-20,-13.608009989212992,0,-0.1415565,0.08081163,0.002064925,0.2819642,-0.11238819,-0.13728072,-0.05756621,-0.16064379,0.10515953,0.07016927,-0.016334714,0.16490202,0.08692051
137,0,0,4,0,0,1,0,1,0,0,0,2,0,-20,-37.12293665256222,-20,-14.191299515171357,-40,0,-20,-20,-17.553961214134485,-13.40745238242954,-20,-24.352532024745067,-3.2948739541005687,0.008569002,0.0316435,-0.15768938,-0.10964675,-0.23259495,0.05558275,0.15265793,-0.056188017,0.004027982,-0.12082615,0.027908377,-0.009251118,0.110092185
138,0,0,1,0,0,0,0,0,0,1,0,0,0,-20,-20,-40,-20,-20,-20,-20,-25.21435707473365,-5.723916520171571,-36.23163364962441,-10.363811066575451,0,-17.618437144097303,0.005906552,0.31430557,-0.10650899,0.21518223,0.005990716,0.01264154,-0.024114067,0.047171842,-0.0877811,0.031698518,-0.06936517,-0.016989507,0.040375095
139,6,2,5,0,0,2,4,0,1,1,3,1,1,-20,-4.953928061973237,-9.115419259707553,-20,-40,-22.676709766625336,-24.86650919602678,-20,-7.13784555215065,-22.22770731124306,-2.0450889184499657,-40,0,-0.15615949,-0.10562855,-0.1164734,0.10812153,-0.1563099,-0.028533569,-0.11803347,0.017679695,0.024839127,0.021486936,-0.09440932,-0.0846056,0.11890186
140,3,1,4,0,0,0,0,0,0,1,3,1,3,-20,-9.406220438105949,-10.037842498137847,-23.390145621556943,-27.487650044519683,-1.1601055406461014,-20,-20,-10.290375357672206,-22.17188891194845,-0.5751126742231305,-22.31781256971885,0,0.15042306,-0.25045744,-0.2248294,0.07858999,-0.08649839,0.14068066,-0.14555752,0.098697565,0.036082983,0.0036024142,0.09336329,-0.07791886,0.24171044
