episode,epsilon,collision_0,collision_1,collision_2,collision_3,reward_0,reward_1,reward_2,reward_3,loss_0,loss_1,loss_2,loss_3
24,0.9752977125970467,0,0,0,0,-1.546962981256248,-20.20387432425052,-20,0,0.09363249689340591,0.05836545303463936,0.03948621824383736,3.3533549308776855
25,0.9743224148844496,0,2,2,0,-10.866096669574697,-9.47345176552555,-31.59084706751465,-3.1831256657612585,0.01166508998721838,0.40310752391815186,0.018200350925326347,0.8108603954315186
26,0.9733480924695651,2,0,2,0,-4.096441815810542,-7.936319270430905,-20,-20,0.15161417424678802,0.176863893866539,103.65827178955078,0.4006357491016388
27,0.9723747443770956,0,0,0,0,0,0,0,0,6.413936614990234,0.009679720737040043,0.4840537905693054,1.2385257482528687
28,0.9714023696327185,0,1,0,1,0,-3.4754482088927836,-19.58849687835987,-3.6019258370511675,0.88691246509552,0.09903617203235626,0.7433522939682007,9.454386711120605
29,0.9704309672630859,0,0,0,0,0,0,0,-20.599259348926786,0.0697052851319313,106.10389709472656,6.572526931762695,3.676804542541504
30,0.9694605362958227,0,0,0,0,-7.887047644080403,-2.9989575529918917,-20,-3.4444666256624195,0.0064355903305113316,4.008033752441406,0.08608792722225189,2.002678394317627
31,0.9684910757595269,5,0,0,5,-3.7118253462460973,-2.209246133035714,-3.9729757628323576,-5.731696388369929,1.7942339181900024,0.0013104433892294765,23.235118865966797,23.472631454467773
32,0.9675225846837673,3,0,0,3,-29.4436441406608,-8.907960170252204,-20,-4.169832279543605,0.33772873878479004,0.5315203666687012,0.7826144695281982,1.6992170810699463
33,0.9665550620990835,1,0,0,1,0,0,0,-2.0072232090256654,0.14933165907859802,0.02599244937300682,89.58211517333984,0.2905410826206207
34,0.9655885070369844,3,0,0,3,-3.071665043953962,0,-1.320771619761545,-1.998561455036223,1.17758309841156,0.0020695377606898546,2.070246458053589,0.010641179047524929
35,0.9646229185299474,0,0,0,0,-29.699350469097144,-4.596157816724155,-20,-5.871521723179867,1.8879063129425049,0.2916092276573181,1.1362380981445312,0.38636183738708496
36,0.9636582956114175,4,4,8,0,-1.4330193382129575,0,-2.541265605712747,-2.743191766478904,0.0012836195528507233,1.5708868503570557,10.860079765319824,0.5482378005981445
37,0.9626946373158061,0,0,0,0,-3.9246191888551007,0,-20,-16.487320678846704,6.785138130187988,0.0665464773774147,26.79364776611328,1.3515446186065674
38,0.9617319426784903,2,0,0,2,-8.022131298224766,-0.10492548638636912,0,-7.8446142800325855,1.564307689666748,1.349237322807312,4.486134052276611,10.949481010437012
39,0.9607702107358118,2,0,0,2,0,0,0,-3.065228825274711,0.10236013680696487,0.34001487493515015,43.64058303833008,0.03150176629424095
40,0.959809440525076,2,2,2,2,0,-12.404159247395825,0,0,1.6170005798339844,0.3487447202205658,10.252545356750488,0.08090668171644211
41,0.9588496310845509,0,2,2,0,-1.0981932424755714,0,-14.279203872037852,-3.2385671857966227,2.0614848136901855,5.266646862030029,0.15246796607971191,1.1910127401351929
42,0.9578907814534664,0,0,0,0,-17.666913953887686,0,-4.835284042080585,-40,0.15342499315738678,0.27174705266952515,1.4797035455703735,3.55111026763916
43,0.9569328906720129,0,0,0,0,-4.7705953170695246,0,-2.074022941757127,-20,3.928771495819092,0.3288707137107849,0.40089112520217896,1.5927115678787231
44,0.9559759577813409,0,0,0,0,0,-2.6130457002406353,0,0,0.22161485254764557,2.7592766284942627,0.5855917930603027,8.011641502380371
45,0.9550199818235596,0,0,0,0,-16.841662845017897,0,-20,0,1.2641191482543945,0.0040748040191829205,5.4828691482543945,0.016420219093561172
46,0.9540649618417361,2,3,3,2,-7.216029966367216,0,0,0,0.02248357981443405,1.292042851448059,14.394107818603516,0.29190799593925476
47,0.9531108968798944,0,0,0,0,0,0,-3.158220804597087,0,0.22605137526988983,6.525979995727539,15.278106689453125,0.29702872037887573
48,0.9521577859830145,1,0,0,1,-1.6858355278198922,0,-20,0,3.2490673065185547,1.012222170829773,3.275442123413086,42.3843994140625
49,0.9512056281970315,2,2,2,2,-6.392872640279801,-7.692041984243414,-13.619428470668996,-7.513080616379852,2.1061580181121826,2.504645824432373,1.6987571716308594,0.010573210194706917
50,0.9502544225688344,0,0,0,0,-9.848939883715895,-2.8794367704218597,0,-3.287403830970165,0.2530519664287567,0.9088890552520752,21.34343910217285,0.01589028351008892
51,0.9493041681462656,2,1,0,3,0,0,-40,-6.043548927423919,6.7153449058532715,1.0425138473510742,0.21780139207839966,0.521380603313446
52,0.9483548639781193,1,0,0,1,0,0,0,-24.14886318196834,0.12827108800411224,22.4489688873291,6.75225830078125,0.03727655112743378
53,0.9474065091141411,0,0,0,0,-2.3282199710637905,-6.227188715263025,-12.684401336350522,0,116.12454223632812,0.01836618222296238,142.40701293945312,5.305889129638672
54,0.946459102605027,0,0,0,0,-0.9910608602266935,-2.1257480430152897,0,-21.986199790052847,0.00019910804985556751,1.8768004179000854,5.100508213043213,6.21364164352417
55,0.9455126435024219,0,0,0,0,-6.740437067708331,-0.6724629271554794,-20.243200755459974,-1.246137722618883,0.2769424617290497,0.11385127902030945,2.411970376968384,2.5573713779449463
56,0.9445671308589195,0,0,0,0,-3.93298792233471,0,-3.5487131523340354,0,2.80966854095459,0.4602046310901642,0.009405138902366161,1.750762939453125
57,0.9436225637280606,0,0,0,0,-15.889328026438603,-4.1067548720170945,-22.424683501400587,-5.96057910901802,0.17871958017349243,0.4666917026042938,1.1548701524734497,0.4566532373428345
58,0.9426789411643326,0,0,0,0,-1.8766880059059665,-3.5710010276177035,0,-20,0.04988247528672218,0.012690863572061062,0.46500325202941895,0.08510468155145645
59,0.9417362622231683,0,0,0,0,0,0,-12.253978792482462,-20,0.8609078526496887,32.416805267333984,2.680159568786621,1.4452342987060547
60,0.9407945259609451,6,0,3,3,0,-3.90203944358522,0,-3.000939484451678,0.005408513359725475,0.43021607398986816,0.7941882610321045,5.421658039093018
61,0.9398537314349842,0,2,0,2,-9.40236388402491,0,-20,-7.099958661001185,0.3721984922885895,0.014840221963822842,13.002760887145996,0.31761008501052856
62,0.9389138777035492,3,1,1,3,-13.185016263345961,-28.18821837183857,0,-4.363518287483345,2.7602906227111816,0.051085084676742554,6.052608966827393,14.69148063659668
63,0.9379749638258457,0,0,0,0,-2.465588174367284,0,0,-2.2459410414794445,5.8815741539001465,0.4431653320789337,7.925205230712891,1.1519880294799805
64,0.9370369888620198,0,1,0,1,-6.729481409589949,-2.092142608443642,0,-3.0902256071209178,0.16574572026729584,0.021478213369846344,8.107712745666504,8.228203773498535
65,0.9360999518731578,0,0,0,0,-2.353684449962824,0,0,-5.1238452243824755,0.7824802994728088,42.12518310546875,8.12899398803711,0.0649341344833374
66,0.9351638519212846,0,0,0,0,-24.69704408239335,-1.4217961381393907,0,-3.5124888817280038,0.13331395387649536,1.9373964071273804,55.01335906982422,2.4644320011138916
67,0.9342286880693633,1,2,1,2,0,-2.8053536299972928,0,0,1.8452359437942505,2.3504953384399414,5.908071994781494,2.5774073600769043
68,0.933294459381294,0,0,0,0,-3.8674226862665635,0,0,0,11.685809135437012,0.4644259512424469,11.186123847961426,2.6274254322052
69,0.9323611649219127,0,1,0,1,-8.475991280436778,-3.629541320006666,-3.004811326637557,-20,0.0005180570879019797,0.01912601664662361,0.7152331471443176,19.898771286010742
70,0.9314288037569908,0,1,0,1,0,-5.648789492099257,-1.941860141008922,0,0.0037404396571218967,1.2647024393081665,0.18587836623191833,6.927850723266602
71,0.9304973749532338,2,3,5,0,0,-5.964317169002495,0,0,0.8993368744850159,1.0663236379623413,1.9135210514068604,48.379798889160156
72,0.9295668775782806,0,0,0,0,-5.11369039824308,-5.394044637563924,-16.778657539105218,0,2.863720655441284,0.7598497271537781,50.05957794189453,34.71771240234375
73,0.9286373107007023,1,0,1,0,0,0,0,-1.5363907074885574,2.292724370956421,0.49592286348342896,0.06381335854530334,0.6421459317207336
74,0.9277086733900016,0,0,0,0,-3.449157455117857,-8.819169553417646,0,0,0.6074686050415039,0.23008187115192413,12.169676780700684,2.0401413440704346
75,0.9267809647166116,0,0,0,0,-2.137615909694744,-1.4819956813788493,0,-5.143480085395264,4.477315425872803,0.02612280286848545,0.4789905846118927,5.255029678344727
76,0.925854183751895,1,0,0,1,-7.9780143296609065,-19.116555443966494,0,-0.05013852631364335,5.81602668762207,0.10478436201810837,0.17414186894893646,6.872772216796875
77,0.9249283295681431,0,0,0,0,-2.9979481071700382,0,-7.105617641670047,0,0.24362295866012573,0.11791013181209564,0.5231614708900452,0.04858660697937012
78,0.9240034012385749,3,0,3,0,0,-26.003623806507015,-6.133925832308389,-2.6935097466941387,0.1440860629081726,0.15926678478717804,15.900910377502441,4.842168807983398
79,0.9230793978373364,0,2,0,2,0,-4.714023380688706,0,0,3.045686960220337,0.49941322207450867,2.5254082679748535,2.5026419162750244
80,0.9221563184394991,1,0,1,0,0,0,0,-2.6467785348643815,9.399654388427734,1.5266387462615967,10.241311073303223,5.313747406005859
81,0.9212341621210596,0,0,0,0,-1.1928040064379641,0,0,0,1.067067265510559,0.17098368704319,3.915127992630005,5.032110214233398
82,0.9203129279589385,0,0,0,0,-7.841295921733286,-3.276241805005983,-20,-2.959756197679769,2.968964099884033,0.04175794497132301,1.7463945150375366,0.3936755359172821
83,0.9193926150309796,4,3,6,1,0,0,0,0,5.433157920837402,0.8605769276618958,1.934296727180481,3.112678289413452
84,0.9184732224159486,2,0,0,2,0,0,-4.687201360899891,-2.692049743184647,3.0040650367736816,2.9308276176452637,3.9424729347229004,0.6240079998970032
85,0.9175547491935327,0,0,0,0,0,-9.425440759464951,0,0,1.7814078330993652,0.14431050419807434,0.6967934966087341,0.11975936591625214
86,0.9166371944443392,0,0,0,0,0,-4.736723573403194,0,-5.113087953670918,1.28904390335083,0.31129923462867737,0.1871955841779709,3.9931135177612305
87,0.9157205572498949,0,0,0,0,0,-15.392012019158184,-20,-8.071076438849959,9.036979675292969,0.05029221624135971,8.195801734924316,0.9549301266670227
88,0.914804836692645,3,1,3,1,0,0,0,-0.2922931960369124,0.017364749684929848,3.1917662620544434,0.2884393632411957,0.00018665948300622404
89,0.9138900318559524,0,2,0,2,0,0,-5.379053624738351,-14.299120497344166,1.118185043334961,0.09657920151948929,0.6198204159736633,0.7730697393417358
90,0.9129761418240965,0,0,0,0,0,0,-3.1682867568436475,0,0.6896092891693115,0.37818777561187744,0.21606042981147766,1.9556007385253906
91,0.9120631656822724,0,0,0,0,0,0,-20,0,2.298480987548828,0.13905157148838043,3.869490385055542,4.506040573120117
92,0.9111511025165902,2,0,2,0,-0.49841814987938715,-2.4128384183316354,0,-8.545615518979162,0.23338094353675842,0.03821899741888046,0.20257622003555298,4.882174015045166
93,0.9102399514140735,4,0,2,2,0,0,0,0,0.03604695200920105,0.23548676073551178,0.823383629322052,3.599858522415161
94,0.9093297114626595,1,0,0,1,0,-2.9976226479322134,0,0,0.9105936884880066,0.0645105242729187,0.5371880531311035,0.10572098195552826
95,0.9084203817511969,2,0,0,2,0,0,0,0,0.5688837766647339,0.000597893085796386,2.3479578495025635,5.031622409820557
96,0.9075119613694457,0,0,0,0,0,0,-4.491923157898891,0,0.09812171757221222,2.7221903800964355,4.217556476593018,1.8549699783325195
97,0.9066044494080763,1,0,0,1,0,-6.654777723371151,0,0,1.5586471557617188,2.8072967529296875,0.40485960245132446,1.2637889385223389
98,0.9056978449586682,4,1,5,0,0,0,-1.6194207342587252,-17.804816749917226,0.6342857480049133,0.004922580439597368,1.169658899307251,2.098630666732788
99,0.9047921471137096,3,2,5,0,0,0,-0.9298115202435842,0,0.006846431642770767,0.004101900849491358,0.8604955673217773,0.0018728802679106593
100,0.9038873549665959,0,2,0,2,0,0,-4.584466316761521,0,0.8645068407058716,0.9627875685691833,1.873172640800476,2.2695515155792236
101,0.9029834676116293,0,2,0,2,-2.73054913681683,-2.9066366771901992,0,0,2.218716859817505,0.034065958112478256,0.3033473789691925,0.631549060344696
102,0.9020804841440176,0,0,0,0,0,0,-7.2346987177397155,0,0.1681423932313919,0.09119863063097,4.187589168548584,0.0020158332772552967
103,0.9011784036598737,0,0,0,0,0,0,0,0,0.0002045169530902058,0.24914029240608215,0.8940791487693787,3.140434741973877
104,0.9002772252562138,2,0,0,2,0,0,0,0,0.03726808354258537,0.0003496411081869155,0.0065153250470757484,3.599898338317871
105,0.8993769480309576,2,0,2,0,0,0,0,0,106.1368637084961,1.0112208127975464,0.09200464189052582,2.2177696228027344
106,0.8984775710829266,0,1,0,1,0,0,0,0,0.11983949691057205,8.107745170593262,0.05362963676452637,2.026289939880371
107,0.8975790935118436,0,0,0,0,0,0,-0.3161520261724071,-3.5508967160797122,0.05971907824277878,0.008206958882510662,0.26589226722717285,1.6949818134307861
108,0.8966815144183318,0,0,0,0,0,0,0,-2.3840932285403573,0.4232769012451172,0.23884065449237823,0.492402583360672,0.8337799310684204
109,0.8957848329039134,0,0,0,0,0,-3.78107227350259,0,0,0.24009042978286743,0.06476899236440659,4.4269609451293945,2.6373777389526367
110,0.8948890480710096,0,0,0,0,-2.076490126228505,-3.0509419501667487,-10.189498201314327,0,0.6601496934890747,12.04584789276123,5.877342224121094,1.8563729524612427
111,0.8939941590229386,2,0,2,0,-0.15393131701676444,0,0,0,0.12237612903118134,0.19590142369270325,0.1855793595314026,0.12903816998004913
112,0.8931001648639156,2,7,4,5,0,0,0,0,0.7758779525756836,0.5268195867538452,0.7201193571090698,0.3371260166168213
113,0.8922070646990518,4,2,1,5,0,0,0,0,1.3404587507247925,1.6204943656921387,0.15164731442928314,0.5491794943809509
114,0.8913148576343527,0,4,4,0,0,-2.0039673084770486,-3.3660822218881274,-0.8934922357085529,3.832634210586548,1.9479877948760986,1.402941346168518,4.591850757598877
115,0.8904235427767183,3,0,0,3,-8.314409388052063,0,-0.49447454280637126,-6.606944348444442,0.6518820524215698,2.7617359161376953,1.6240376234054565,1.4003942012786865
116,0.8895331192339416,0,0,0,0,-2.1290049324276255,-6.166898658173128,0,0,0.019697682932019234,7.724719047546387,0.9163280129432678,0.03039385750889778
117,0.8886435861147077,9,2,6,5,-2.397774501130331,-2.070853322465776,-2.0433816389905104,0,0.023196198046207428,0.14160974323749542,0.2924693822860718,0.27652356028556824
118,0.887754942528593,1,0,1,0,0,-2.325262983193849,0,0,1.2348957061767578,0.479856938123703,0.09887450933456421,1.8175958395004272
119,0.8868671875860644,0,0,0,0,0,0,0,0,0.135183185338974,0.37952905893325806,1.682502031326294,1.1182520389556885
120,0.8859803203984784,1,2,3,0,0,0,0,-3.0207404807414364,0.21899425983428955,2.3411152362823486,0.5042950510978699,0.3962209224700928
121,0.88509434007808,0,0,0,0,-8.056544632965993,-2.62298635104039,0,-3.2548566171856517,99.86214447021484,0.8197249174118042,1.7670129537582397,2.7483725547790527
122,0.8842092457380019,3,2,5,0,-10.02884511890037,0,0,0,3.46448016166687,0.9927651882171631,0.8430938720703125,0.05987736955285072
123,0.8833250364922639,2,1,2,1,0,-1.3376002996313763,0,0,108.68390655517578,2.127786636352539,0.012420016340911388,2.0851519107818604
124,0.8824417114557717,0,0,0,0,0,-2.6431397035151845,-20,-2.083829950881651,1.6883779764175415,0.07817143946886063,2.018988847732544,0.009670575149357319
125,0.8815592697443159,1,2,0,3,18.6921864020608,20,0,-20,0.48694470524787903,1.109294056892395,0.9905875325202942,2.972817897796631
126,0.8806777104745716,0,1,1,0,-20.077837215063827,0,-2.6526145041809763,-3.8329678577972017,0.1548473834991455,6.897695064544678,2.6872899532318115,0.2733829915523529
127,0.8797970327640969,1,0,1,0,0,0,0,0,0.9172030091285706,0.2100163698196411,0.9598982334136963,0.06798797845840454
128,0.8789172357313328,0,0,0,0,0,-2.3982822583896244,0,-9.032650884072897,0.04393274709582329,14.385950088500977,2.3885269165039062,0.17141340672969818
129,0.8780383184956015,0,3,0,3,0,0,-14.542145798045436,0,0.32660946249961853,1.4749011993408203,0.6952627301216125,4.197491645812988
130,0.8771602801771059,0,0,0,0,0,-2.278487059859939,0,-2.3193818494823564,0.09121036529541016,0.03999701514840126,0.47733378410339355,0.5074980854988098
131,0.8762831198969288,0,3,0,3,-7.7624960521722715,0,0,0,0.00861123576760292,0.2868553102016449,0.956150472164154,1.2199450731277466
132,0.8754068367770318,7,2,4,5,0,0,0,0,2.2100937366485596,1.1578508615493774,2.4342575073242188,0.5980482697486877
133,0.8745314299402548,3,0,3,0,0,-6.0043974190571445,0,0,28.34189796447754,0.005124335177242756,0.008991379290819168,0.00902826339006424
134,0.8736568985103146,0,0,0,0,-3.0903524407663245,-8.483261992354445,0,-7.051082538428409,0.0016835529822856188,0.006024202797561884,0.08981510251760483,0.1584630310535431
135,0.8727832416118043,1,0,0,1,0,-1.3276706962436124,0,-2.6854945167752473,83.94035339355469,0.01841791532933712,1.1239972114562988,0.9872995018959045
136,0.8719104583701925,3,3,3,3,0,0,-4.101580720378402,0,0.3928082287311554,0.3821775019168854,0.006189948413521051,0.709030032157898
137,0.8710385479118223,2,5,4,3,0,0,0,0,13.614381790161133,0.0014729441609233618,0.03582187741994858,0.18458975851535797
138,0.8701675093639105,1,3,1,3,19.797424233338702,20,0,-22.405625786135793,0.01338329166173935,0.31008797883987427,4.001659393310547,0.02381797507405281
139,0.8692973418545467,0,3,2,1,0,0,0,0,2.3606886863708496,0.6487154364585876,1.4309295415878296,3.266995429992676
140,0.8684280445126921,0,0,0,0,0,0,0,0,0.01491076685488224,0.9319956302642822,0.5883463621139526,0.9217227697372437
141,0.8675596164681794,1,0,1,0,0,-0.4614329449203791,0,0,0.19168312847614288,0.0005025730351917446,1.3845614194869995,4.5889739990234375
142,0.8666920568517111,2,0,0,2,0,0,0,-2.5343080423823423,0.023744000121951103,0.5988507866859436,2.566122055053711,0.06652113795280457
143,0.8658253647948594,0,1,0,1,0,0,0,0,86.5783462524414,0.22718709707260132,0.04313097521662712,2.6921637058258057
144,0.8649595394300645,1,1,1,1,-12.97612418510043,0,0,0,82.08436584472656,0.9216486215591431,1.3358561992645264,0.0003406408941373229
145,0.8640945798906344,4,2,4,2,0,0,0,0,0.0008850406156852841,2.7576498985290527,7.1312408447265625,0.22713465988636017
146,0.8632304853107438,2,0,0,2,0,0,0,0,0.9916727542877197,2.393253803253174,0.5583000183105469,0.48349064588546753
147,0.862367254825433,7,1,4,4,0,0,0,0,0.037793055176734924,0.0043268222361803055,0.2897518575191498,0.008142913691699505
148,0.8615048875706075,3,6,4,5,-1.7315700955110302,0,0,0,0.08693883568048477,1.9763715267181396,0.16229823231697083,0.002645966364070773
149,0.8606433826830369,0,7,2,5,0,-4.185668168873456,0,0,0.5529711246490479,1.7373485565185547,0.002496491651982069,1.2559970617294312
150,0.8597827393003539,3,0,3,0,0,0,-1.0453961993369987,0,0.8528421521186829,5.056066036224365,1.274015188217163,0.132296621799469
151,0.8589229565610536,4,3,1,6,0,0,0,0,0.022140556946396828,0.6134533286094666,1.8110542297363281,0.10614878684282303
152,0.8580640336044925,2,0,0,2,0,0,0,-7.636646103958979,0.10884425044059753,0.02906644344329834,0.03359409049153328,0.0412653349339962
153,0.857205969570888,8,3,3,8,20,20,-20,0,3.0280895233154297,0.1925589144229889,0.8027454614639282,4.690048694610596
154,0.8563487636013172,0,0,0,0,0,0,0,0,0.06450293958187103,0.1127936989068985,0.3545495271682739,0.07597938925027847
155,0.8554924148377159,0,3,0,3,0,0,0,0,0.044693198055028915,0.028056886047124863,0.6767178177833557,1.166815996170044
156,0.8546369224228781,1,0,0,1,0,0,0,0,2.535513162612915,0.38384899497032166,0.4828350245952606,0.01763225719332695
157,0.8537822855004553,2,0,0,2,-2.695414873523224,-4.233341368926477,0,0,0.026934735476970673,0.10307779908180237,0.011750467121601105,85.74346923828125
158,0.8529285032149548,0,0,0,0,0,-1.6768815410534987,-3.239771693382725,-3.3694105117100848,1.7407373189926147,0.11474728584289551,0.35447728633880615,0.05847116559743881
159,0.8520755747117399,1,2,2,1,0,0,0,0,6.706204294459894e-05,0.00022046735102776438,1.3544542789459229,0.039290159940719604
160,0.8512234991370281,0,3,0,3,-4.406507011398875,0,-2.0424998499220774,0,0.0005023753037676215,0.24787017703056335,0.05283159390091896,0.01479198969900608
161,0.8503722756378911,0,1,0,1,-4.8977529420016,0,0,0,0.37951937317848206,3.392202615737915,0.02791351079940796,0.06256916373968124
162,0.8495219033622532,6,6,8,4,0,0,0,0,1.1198269128799438,0.5566608905792236,0.1090913787484169,0.1639406979084015
163,0.8486723814588909,4,1,5,0,0,0,0,0,110.45030212402344,0.11657506227493286,1.3537362813949585,0.053089141845703125
164,0.847823709077432,0,2,0,2,0,0,0,-4.4539790409601,0.6423333883285522,1.4894462823867798,1.46738600730896,0.35357463359832764
165,0.8469758853683546,1,1,1,1,-2.4450608471218134,0,-1.800215577462736,0,83.82149505615234,0.12187954783439636,0.10844440758228302,0.05803903192281723
166,0.8461289094829862,2,1,1,2,20,20,-20,0,0.1637524515390396,0.01604383997619152,1.7074031829833984,0.056573107838630676
167,0.8452827805735033,2,0,0,2,0,-3.3764914976153997,-7.0073752742597595,0,1.1334342956542969,1.0589529275894165,0.927985429763794,6.574578583240509e-05
168,0.8444374977929298,2,0,0,2,-2.6680966103567108,0,0,0,0.033273931592702866,0.19785867631435394,0.06774674355983734,0.22589044272899628
169,0.8435930602951368,4,1,3,2,-2.3426355655422157,0,0,0,0.2597968280315399,0.5695788264274597,0.004730775021016598,0.0816061794757843
170,0.8427494672348417,1,0,1,0,0,-6.424946475595044,0,0,6.341116905212402,0.041612520813941956,1.1359848976135254,0.03773083537817001
171,0.8419067177676068,1,0,1,0,-5.793561714077995,-2.1950279723044144,0,-3.205646837249606,0.3098604679107666,0.006797248497605324,0.11982529610395432,0.10103293508291245
172,0.8410648110498392,3,0,0,3,0,0,-20,0,0.8081250190734863,0.5636149048805237,0.2139127403497696,0.019141120836138725
173,0.8402237462387894,0,0,0,0,0,0,0,0,0.6808054447174072,0.9727705121040344,0.4512215554714203,9.81133634923026e-05
174,0.8393835224925505,0,0,0,0,0,-2.175262554728367,-2.316140180542124,0,0.14200739562511444,0.7268192172050476,0.031938452273607254,0.2714671194553375
175,0.838544138970058,0,2,2,0,0,0,-0.8797306327949106,0,0.0009303914848715067,32.38294219970703,0.9451026916503906,0.0027657784521579742
176,0.8377055948310879,1,2,1,2,0,0,0,0,0.0018355519277974963,0.36496278643608093,0.08489170670509338,0.3300178050994873
177,0.8368678892362568,0,5,2,3,-2.23303198497782,0,-4.108428009851813,0,0.011612977832555771,0.006139461416751146,1.0655467510223389,0.14428867399692535
178,0.8360310213470206,1,5,2,4,0,0,0,0,1.2851957082748413,0.02237737737596035,0.2604972720146179,0.10129159688949585
179,0.8351949903256736,0,0,0,0,0,0,-6.596064650050918,0,0.34215670824050903,0.04923997446894646,1.5065478086471558,0.0006024694303050637
180,0.8343597953353479,0,1,1,0,0,0,0,-3.495082886723664,0.20147886872291565,0.05549033731222153,7.559919357299805,3.3132407665252686
181,0.8335254355400126,0,2,1,1,0,0,0,0,0.12171978503465652,0.02555028907954693,2.5089340209960938,3.6189579986967146e-05
182,0.8326919101044725,3,5,1,7,0,0,0,0,0.05655093863606453,0.07741376012563705,2.4350945949554443,0.008372059091925621
183,0.831859218194368,6,0,6,0,-2.3693485715848333,-10.878668279615006,0,0,0.17091715335845947,0.17020072042942047,0.15674163401126862,0.011843989603221416
184,0.8310273589761736,0,2,0,2,-0.38761039039632017,0,0,0,0.0040157251060009,0.03785518929362297,0.2753848135471344,0.14441119134426117
185,0.8301963316171974,0,1,0,1,0,0,0,0,0.8300413489341736,0.0032994679640978575,2.9875223636627197,0.006967796012759209
186,0.8293661352855802,7,1,0,8,0,0,-5.129118950135653,0,0.05809257552027702,0.01467667706310749,2.0434510707855225,0.050847072154283524
