episode,epsilon,collision_0,collision_1,collision_2,collision_3,collision_4,collision_5,collision_6,collision_7,collision_8,collision_9,collision_10,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10
11,0.9945137293956111,0,0,0,0,0,0,0,0,0,0,0,0,-6.20670030146105,-5.010506002302904,-3.912221772790677,-6.12831314270921,-3.909527472908904,-28.142901007245626,-6.550952650306605,-15.241669310571758,0,-20.22142066020475,0.4980556070804596,0.13020849227905273,0.07023592293262482,31.632293701171875,0.6837620139122009,0.014974359422922134,0.08709444105625153,0.2662307024002075,92.56916809082031,0.30687665939331055,0.1253577619791031
12,0.9940164725309134,8,0,1,0,0,2,3,0,0,2,0,0,0,-4.221862152715163,-7.511230265186736,-2.0504478541859865,0,-9.012604925829047,0,0,-2.74267391755451,-20,0.00035978222149424255,7.599592208862305,1.0939855575561523,2.359544277191162,1.0323495864868164,3.0643560886383057,0.9600563645362854,0.17425769567489624,0.558675229549408,0.014746205881237984,2.0842909812927246
13,0.993519464294648,1,0,0,0,0,0,0,0,0,1,0,-20.430249655821655,-4.365439580736226,-26.92164102965018,-5.781747465997997,-20,-1.2231422630443523,-6.3599980735358255,-4.312440849151703,0,0,-20,0.09486418217420578,0.13770578801631927,0.3645126223564148,2.4250450134277344,3.5469467639923096,87.61703491210938,0.5369874835014343,0.30967840552330017,5.474977970123291,26.845970153808594,0.2756861746311188
14,0.9930227045625007,1,0,0,0,0,0,0,0,0,1,0,-2.1814276439149367,-2.841217535403772,-19.608255800776305,-7.45319312408138,-7.157656948824024,0,-3.114044817461699,-20,-0.09459547402193014,0,-7.191099550917939,20.635143280029297,0.015461709350347519,1.7132019996643066,0.9280952215194702,0.17010504007339478,40.78403854370117,0.7869126200675964,1.2459970712661743,1.6308637857437134,0.04353509470820427,1.5381085872650146
15,0.9925261932102195,4,0,0,0,2,0,0,0,2,0,0,-9.334822422657288,-16.01902301242068,-2.4253789480694294,-2.953420486083104,-2.956318242414378,-5.543834838661659,-20,-4.405822829812138,0,-17.32108533369443,-23.23090876748562,63.747737884521484,1.10500168800354,1.1737860441207886,65.24815368652344,1.6435587406158447,0.0018425863236188889,0.019561229273676872,4.742738723754883,0.07601764053106308,0.07776384800672531,0.20926478505134583
16,0.9920299301136144,4,0,0,0,0,0,0,0,0,4,0,-4.970507911224432,-20.423410984297597,-1.028422807385443,-0.9818388076756412,-7.9762863500897545,0,0,-6.764475449811868,-3.3797177093991393,0,-4.594989395199614,0.12066701054573059,0.33615851402282715,0.056861523538827896,0.7130080461502075,0.07993819564580917,0.588549017906189,0.2678278982639313,15.788688659667969,0.2948116958141327,0.012980422005057335,0.018025027588009834
17,0.9915339151485576,3,2,1,0,0,0,0,0,0,0,0,-9.657656273137128,-4.546682447482671,-3.9920568479990175,-20,-0.4698659184145981,-20,0,0,-12.055501236350958,-38.29965702651114,0,0.003666212782263756,2.0450351238250732,39.19081497192383,1.1747326850891113,1.9411695003509521,2.313363790512085,0.5138252973556519,0.11110629141330719,0.24765828251838684,0.02033260092139244,20.545589447021484
18,0.9910381481909833,1,0,0,0,0,0,0,0,1,0,0,-18.2923947256751,-10.550049821381988,-20,-5.5316650045380635,0,0,0,-4.298862055870206,-2.260868815099029,-14.164580846315166,-2.3790840577322667,6.305943012237549,0.027231793850660324,5.025055885314941,13.398530960083008,0.2746826410293579,11.753246307373047,3.7425217628479004,62.33155822753906,0.01608726568520069,36.44770812988281,11.30546760559082
19,0.990542629116888,4,0,0,1,0,0,0,1,0,0,2,0,-2.2772804466903813,-11.758389860963991,0,-8.737660791587409,-19.285579998237438,0,0,-17.611308377184432,-9.79146462765517,0,0.0969921201467514,1.4726910591125488,6.688626289367676,1.0083582401275635,1.2418701648712158,3.948007822036743,0.10982148349285126,50.54856872558594,1.2323845624923706,4.052975177764893,1.6189614534378052
20,0.9900473578023296,0,0,0,0,0,0,0,0,0,0,0,-0.07746168956615174,-16.721027854050753,-10.415070116765826,-3.8229058662546453,-1.430292419789565,0,0,-13.137765667018208,0,-6.359774589819805,-20,0.031257349997758865,0.00033470013295300305,0.3320314586162567,4.582034587860107,0.3241260349750519,11.26683235168457,2.0464818477630615,0.9334279298782349,0.12860295176506042,2.1082911491394043,0.6268166303634644
21,0.9895523341234285,4,0,1,0,0,0,3,0,0,0,0,-2.165981711928805,-5.641261380768791,-1.524264003282556,0,0,-32.61140943419346,-2.415454243322788,-3.1536159947163807,0,-17.638194331634008,0,0.7697611451148987,0.6508060097694397,0.02738083526492119,0.1438378393650055,0.04491454362869263,5.967959403991699,0.24248704314231873,11.03948974609375,0.32258468866348267,0.3276697099208832,0.001964610069990158
22,0.9890575579563669,2,0,0,0,0,0,0,0,0,0,2,-22.20924523162818,-2.4631030547718398,0,-3.6136255518865137,-9.86363557670225,-3.682920842741738,-27.23806838045598,-5.77051120497205,-23.03981803494996,0,0,0.07545062154531479,0.6542935371398926,3.2906484603881836,0.055088214576244354,7.5606536865234375,24.397216796875,0.8702729344367981,0.7762644290924072,9.34201717376709,0.17005705833435059,0.0019223159179091454
23,0.9885630291773887,0,0,0,0,0,0,0,0,0,0,0,-10.339172663517852,-20,0,0,-2.919686087787041,-20,-20,-27.709038319284332,-20,-4.105566416306953,0,0.028733601793646812,0.043498363345861435,0.21185454726219177,0.8375792503356934,5.7216010093688965,7.037295341491699,0.42148134112358093,0.004040965810418129,1.6842583417892456,0.12843097746372223,1.8750945329666138
24,0.9880687476628001,4,0,0,1,0,1,0,1,0,1,0,0,-3.8052141565128648,-13.639916482881853,-12.20065171730986,-22.783898275267667,0,-3.8582569448547903,-2.1794014229695367,-7.086035547333657,0,-3.11689503069191,8.63343393575633e-06,1.9726691246032715,96.61393737792969,1.8199951648712158,1.2521288394927979,0.5500180125236511,0.046304039657115936,1.1412022113800049,56.96774673461914,10.926424980163574,1.3760908842086792
25,0.9875747132889687,4,0,0,0,0,3,0,0,1,0,0,-15.560714481649779,-2.966487288662183,-7.9832019476079825,-4.696401244781803,-0.9509033519643206,-21.591158458231114,-1.650704521366646,0,-11.071681604538453,0,-3.8081369752165424,0.1521817296743393,0.013359527103602886,20.571361541748047,7.814659118652344,0.4028644561767578,1.9661213159561157,0.33160707354545593,0.5177537798881531,0.6108057498931885,0.38673895597457886,2.151134967803955
26,0.9870809259323243,1,0,0,0,1,0,0,0,0,0,0,-8.03199802815319,-3.332178234652833,-17.376838049214395,-6.725356277154744,0,-20,-26.867407180650947,-11.08592545385887,0,-6.492413477922381,0,0.2712061107158661,0.20024791359901428,7.721019268035889,0.8731293678283691,0.8766599893569946,40.09659957885742,4.143491268157959,0.08412431925535202,2.0624735355377197,1.7998942136764526,0.16716277599334717
27,0.9865873854693582,3,3,0,0,0,0,0,0,0,0,0,-8.71315701171942,-17.565369039595122,-23.190864382899537,-20,-1.0017144829685365,-2.7897773381349604,0,0,-20,0,0,0.06873602420091629,0.2601799964904785,204.70452880859375,0.8007936477661133,1.6566407680511475,1.4088767766952515,10.451485633850098,0.004580630920827389,1.668703556060791,0.17993436753749847,0.06705275177955627
28,0.9860940917766235,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.974029025014648,0,-3.097239432631228,-10.403185290896989,-2.0964341657360803,-5.092578558104564,-14.143242472205658,-9.800723795719554,-2.9110239427784466,0.6534976959228516,0.029618432745337486,0.7610007524490356,3.3933680057525635,0.921054482460022,4.685511112213135,34.41211700439453,1.463181734085083,2.795987129211426,4.152332782745361,1.491629958152771
29,0.9856010447307353,3,0,0,0,3,0,0,0,0,0,0,-6.216042920169653,0,0,0,-1.6614945837439965,-2.167018431696399,0,-2.785468580229162,0,0,-29.744297966562392,0.0004123962135054171,0.4870019257068634,0.5100312829017639,1.059675931930542,0.41658923029899597,7.082176208496094,0.17767609655857086,0.06199462339282036,68.0467300415039,0.4398549795150757,0.2485867440700531
30,0.98510824420837,0,0,0,0,0,0,0,0,0,0,0,0,-2.629555654243528,-20,-8.187761757529756,-20,-6.323417976352984,-20,0,-2.8937399503628374,-2.2636706828270636,-2.603099773561235,1.0444488525390625,0.9484930038452148,5.051074028015137,0.33415353298187256,5.574309825897217,3.061615467071533,0.09413143992424011,3.160619020462036,3.8930246829986572,1.118134617805481,2.776682138442993
31,0.9846156900862658,3,0,1,0,0,0,0,0,0,2,0,-2.7009804995639564,0,-3.73851586332554,-6.086846427708954,0,-2.810079447728082,0,-23.396632126227477,-2.1788242788189716,0,-9.593112858344595,1.6853445768356323,0.07162357121706009,0.20784324407577515,0.07971536368131638,2.0412843227386475,0.9162082076072693,9.05422306060791,0.0528787337243557,10.395546913146973,0.0030312787275761366,33.45885467529297
32,0.9841233822412228,5,0,0,0,0,0,2,0,3,0,0,-3.388951673692957,-2.51870172446828,-11.446016284781015,-3.945475137775674,-0.4660846634678517,-4.930462305409778,0,-3.316840235763433,-6.884436810114975,-28.212264927284664,0,0.026107506826519966,0.10044480860233307,10.157244682312012,1.118598461151123,0.2631200850009918,2.1790006160736084,0.40002086758613586,3.4687647819519043,9.588409423828125,0.9652398824691772,3.8738365173339844
33,0.9836313205501022,0,0,0,0,0,0,0,0,0,0,0,0,-6.383265099298361,-16.261470537052425,-18.19993215470845,0,-4.1835170612666355,0,-5.98180190651125,-3.835613514890038,0,-1.5693918068381985,0.5310359001159668,1.6611806154251099,1.8193327188491821,2.828322649002075,0.5858721137046814,2.419527053833008,4.289788246154785,0.5298072099685669,1.3375449180603027,1.5844058990478516,1.0424447059631348
34,0.9831395048898272,1,0,0,1,0,0,0,0,0,0,0,-4.843247537851717,-4.6872610460142665,-13.429097760703856,-0.3626649547035643,-20,0,0,-0.941243289214162,-9.117754429213102,-5.0481387904500625,-16.483942556153437,5.5262675285339355,25.576723098754883,0.6873050332069397,3.517313241958618,4.470973491668701,0.23866823315620422,0.5013452768325806,4.608852863311768,1.5708802938461304,0.22418533265590668,13.991450309753418
35,0.9826479351373822,2,2,0,0,0,0,0,0,0,0,0,0,0,-2.440813982707179,-2.571631875233156,-17.625797444383533,-10.004874876521816,-7.4048535816785,0,0,0,-22.67169500786329,0.958540141582489,3.033438205718994,2.741546869277954,0.2298935502767563,0.053906943649053574,0.2599484920501709,3.1439051628112793,0.04985053092241287,0.04545936360955238,0.47575467824935913,0.08889971673488617
36,0.9821566111698136,6,0,1,0,0,0,0,0,0,5,0,-2.527265157468524,-2.6763610602563337,-2.0536732102544066,0,-20,-20.792250302345934,0,-3.236781153407161,-40,-6.362529866194953,-13.213647960134185,1.561808705329895,0.0376676470041275,2.031707525253296,0.6908579468727112,3.2469377517700195,0.11267594248056412,1.6805665493011475,1.2435733079910278,1.8212343454360962,0.23520338535308838,2.300658941268921
37,0.9816655328642288,2,0,1,0,0,0,1,0,0,0,0,-6.221293001633866,-6.221692751650117,-13.994061526913114,-20,0,-20,-10.57911351851241,-7.475983361645524,-3.924623576055664,0,-5.7743119740074444,0.002998603042215109,4.07027530670166,0.6854151487350464,0.00013750797370448709,0.0007027421961538494,2.289626359939575,0.32447850704193115,25.280820846557617,0.34715330600738525,0.037582091987133026,13.298476219177246
38,0.9811747000977967,2,0,0,0,0,2,0,0,0,0,0,-3.1045359454648973,0,-22.09681169390336,-20,-9.660636877051836,-8.203616202231895,-6.085645814004229,-40,-17.494175461537214,-20,-6.704709038878343,0.2175077497959137,0.8441003561019897,14.833277702331543,2.5797412395477295,3.6805579662323,0.043882790952920914,5.816504955291748,0.024982383474707603,1.648010492324829,84.24411010742188,2.5207910537719727
39,0.9806841127477479,2,0,1,0,0,0,0,0,1,0,0,-8.296476129355359,-20,-5.5517935701733485,-20,0,0,-12.779266021485908,-2.9102348540211214,0,-1.8741230572824086,-7.892475258309577,0.29729074239730835,3.7655117511749268,34.48100662231445,65.61405181884766,4.328879356384277,0.1524493396282196,2.341672658920288,2.1464433670043945,2.0342400074005127,0.04596748575568199,14.546575546264648
40,0.9801937706913741,4,0,0,0,0,0,4,0,0,0,0,-2.037604185853361,-10.56467501515727,0,-4.610895672140176,-3.3550965166086355,0,-20,0,-22.31119791134988,-10.769391025284751,0,0.11677507311105728,1.3916265964508057,0.6841145753860474,13.01042366027832,0.5514426827430725,39.9581184387207,7.928781509399414,0.2637353539466858,2.951951503753662,11.343347549438477,0.1994430124759674
41,0.9797036738060285,1,0,0,0,0,0,0,0,0,0,1,-4.346948175862831,-1.0390118989276331,-3.5724541325127728,-3.602649136784755,0,-9.401944655393244,-8.260911508384915,-2.154611248996695,-3.898730421866055,-0.970370594006289,-3.777146371271802,4.14478063583374,0.9351853728294373,0.9772767424583435,0.5801631808280945,0.20993323624134064,2.605163335800171,10.471942901611328,2.0738625526428223,11.154154777526855,1.740108847618103,7.537260055541992
42,0.9792138219691255,0,0,0,0,0,0,0,0,0,0,0,-4.042623387044118,0,0,-1.1890413219271712,-2.25537445104978,-2.8129379050948744,-3.9763943695936237,0,-20,-8.474293369935888,-2.07690143961273,1.949621319770813,23.499622344970703,0.7202391624450684,4.764075756072998,0.24340365827083588,31.258508682250977,2.8378093242645264,24.948680877685547,2.159266471862793,33.86005401611328,0.6827049255371094
43,0.978724215058141,0,0,0,0,0,0,0,0,0,0,0,-20.155608760334545,-20,0,-13.843114265087905,-20,-2.661171076322606,-6.4575005336587825,0,-34.24380089579353,0,-2.1865295746756743,0.8574117422103882,0.6420068740844727,5.990593433380127,2.9386484622955322,0.005443778820335865,1.8003625869750977,0.117974653840065,0.6819171905517578,0.7313079833984375,1.8029943704605103,1.4590709209442139
44,0.978234852950612,6,0,0,0,0,6,0,0,0,0,0,-5.17910884120197,-2.336297589916873,-4.7281842405784715,0,-6.309775665780917,0,-2.7366709001725593,-37.15814979647254,-10.461487565378361,-4.065242994630045,0,1.3259714841842651,0.46648716926574707,0.21325889229774475,0.14000484347343445,2.9289064407348633,32.866607666015625,2.8995304107666016,6.7509002685546875,1.4947577714920044,0.2981316149234772,23.91131019592285
45,0.9777457355241367,3,0,0,1,0,0,0,2,0,0,0,-2.0617341021071933,-20,-20,-3.381248442538131,-3.7512576804927096,-10.113372928337547,-20,-3.3367330865143896,-20.270033524376498,-2.987989356005145,-15.35836022720048,21.053098678588867,2.6294665336608887,0.023297036066651344,1.2893904447555542,0.2191324084997177,1.6134535074234009,3.827120065689087,3.513990879058838,14.52055835723877,1.2704951763153076,0.5985065698623657
46,0.9772568626563747,0,0,0,0,0,0,0,0,0,0,0,-6.827292820072695,-2.641624681914615,0,-3.3745681965171896,-6.337679580168356,-5.382819082994317,-5.5271479099713545,-2.8086135900709444,-0.5357805829261997,0,-5.782036874255424,2.489485263824463,2.206563949584961,2.38409686088562,8.443132537649944e-05,4.0119948387146,1.0988564491271973,2.1243185997009277,8.681326866149902,35.588279724121094,4.554496765136719,2.5896520614624023
47,0.9767682342250465,1,0,0,0,0,1,0,0,0,0,0,-1.374750099441917,-22.33159687018882,0,-20,0,0,-20,0,-20,-0.4707414858247527,-1.4097059655255428,33.123878479003906,0.10014912486076355,0.014083811081945896,0.2337164580821991,2.8246829509735107,0.24283844232559204,0.13615217804908752,1.3495696783065796,0.003190251998603344,2.2217934131622314,9.315775871276855
48,0.976279850107934,0,0,0,0,0,0,0,0,0,0,0,-5.251378273431664,-6.399294882695399,-2.8324641553736454,-6.170894529701604,-5.298693698231306,-4.8415185595660315,0,-2.2694012943778885,-4.690908874942915,-4.912310973691871,-8.655466984850474,2.7566397190093994,1.446642518043518,0.1246875673532486,15.408373832702637,0.25719308853149414,20.44013023376465,1.2656357288360596,2.3266942501068115,7.064380952215288e-06,4.160171985626221,0.853225827217102
49,0.9757917101828801,1,0,0,0,0,0,1,0,0,0,0,0,-3.7359613460042693,-20,-20,0,-29.20975517157999,-5.2178774477271865,-5.592757996792342,-2.4825115679967533,0,-2.0978360621075836,4.089761734008789,0.0005768781411461532,3.1379406452178955,23.68390655517578,0.3055574595928192,4.555660724639893,1.685303807258606,0.8426666259765625,1.848533034324646,0.3689161539077759,3.016988515853882
50,0.9753038143277888,2,0,1,0,0,0,0,0,1,0,0,0,0,-4.20538685711523,-20,-20,0,0,-22.38919431973983,-2.931851431904979,-11.002730171426272,-9.895369589788118,0.07973044365644455,0.8041733503341675,0.5357519388198853,0.7065859436988831,5.744147777557373,1.3105106353759766,1.001870036125183,5.345795154571533,52.00697326660156,0.08278785645961761,5.0094075202941895
51,0.974816162420625,6,0,0,1,0,0,0,0,0,3,2,-5.987436343110239,0,-2.009568103187073,-6.302706846746842,-15.13474117390934,0,-2.5515128371473805,-7.670808041203216,-20,-3.093360988950343,-2.341039469945549,0.6019266843795776,4.320779800415039,1.4336003065109253,35.966041564941406,8.125290870666504,0.06308117508888245,6.15448522567749,0.5159724950790405,34.73884201049805,2.0865249633789062,1.758777379989624
52,0.9743287543394147,0,0,0,0,0,0,0,0,0,0,0,-9.285367039552595,-2.8367190712360673,-15.821198335737309,-14.171238829317554,-4.636072385273254,-8.88544004977566,-8.856967449388653,-3.8383096564812584,0,-10.183544028382848,-2.5392921020232566,0.07194347679615021,1.5047328472137451,0.10041247308254242,1.3649888038635254,0.6988393664360046,2.988135576248169,0.14070512354373932,0.3331344425678253,18.66912078857422,1.161483883857727,0.2910306751728058
53,0.973841589962245,9,0,3,0,0,0,0,2,4,0,0,0,-0.8975106180640013,-13.46862381192759,-2.8799659645680573,0,-5.086439465586791,-20,-11.732736217125678,0,-4.69158578850141,-20,0.08330921083688736,2.3035411834716797,0.7672480344772339,8.878146171569824,3.5949459075927734,1.1692484617233276,2.8334412574768066,2.0467886924743652,8.965780258178711,1.6773908138275146,1.5295119285583496
54,0.973354669167264,6,0,0,0,0,0,0,2,0,0,4,0,0,-20,-2.3082803858546304,0,-13.641075491673586,0,-3.031619305598497,-9.440356657812307,-6.151185624125637,-3.9717944330057264,2.2264654636383057,0.1755327582359314,0.6329929232597351,0.04252694547176361,8.108863830566406,0.41519805788993835,5.91773796081543,0.10677727311849594,0.24331238865852356,4.725379467010498,28.102407455444336
55,0.9728679918326804,0,0,0,0,0,0,0,0,0,0,0,-12.164073753518174,-20,-7.775891927250019,0,0,-18.968847485651,-11.24396795991578,0,0,0,-15.338343249166062,12.279256820678711,0.39665624499320984,0.41418471932411194,12.937174797058105,0.11256808787584305,9.347530364990234,14.936866760253906,3.0541210174560547,0.04860468581318855,1.4289246797561646,0.11777885258197784
56,0.972381557836764,1,0,0,0,0,0,0,0,0,1,0,-13.755419768328919,0,0,-3.725468484095955,0,-16.172997155805692,-4.492790684601256,0,-7.010829289873545,-3.550052788952033,-0.1828977863794079,0.5978699922561646,24.523225784301758,1.2760124206542969,0.9266240000724792,0.00026247301138937473,3.3281984329223633,0.030172469094395638,0.015577352605760098,8.58917236328125,1.0638070106506348,17.053348541259766
57,0.9718953670578457,3,2,1,0,0,0,0,0,0,0,0,0,-3.426182105223814,-7.026843027876785,-4.474571513648145,-17.329426572148336,0,0,-8.120249884834461,-3.3531915331015028,-20,0,0.21433041989803314,0.35231372714042664,1.7246395349502563,4.461170196533203,1.4475464820861816,1.5812000036239624,0.460713267326355,0.9819717407226562,6.135251522064209,4.758249282836914,1.1563239097595215
58,0.9714094193743169,2,0,0,0,0,2,0,0,0,0,0,0,-1.9844451966356935,-7.796411834564248,-2.4859099965876843,0,-4.196244826606941,-13.852456948879887,-40,-20,-4.584667235914318,-2.8026005384986434,2.8178021907806396,0.02676401287317276,16.40969467163086,7.90989351272583,8.16276741027832,1.7817744016647339,0.3223097026348114,0.2351071983575821,0.054964277893304825,0.07691849768161774,0.003931084647774696
59,0.9709237146646298,0,0,0,0,0,0,0,0,0,0,0,-7.320009043711025,0,0,0,-3.21092829123408,-4.66677436348916,-20,0,-2.1048135508961727,-8.872338167903896,-2.0741686466944342,0.2159963846206665,31.57900619506836,1.3835673332214355,0.7956201434135437,5.361064434051514,0.7217469811439514,7.1046342849731445,0.24669033288955688,0.3843963146209717,6.002608279231936e-05,0.042268525809049606
60,0.9704382528072976,6,1,1,0,0,0,3,1,0,0,0,-9.544046643020556,0,-1.5744944080660472,-8.242531079052036,-6.84797532495171,-6.858837595435635,-20.44954028077313,-1.2287117706420125,-4.093705663555106,0,-2.910131156326738,3.203857421875,37.73054122924805,0.04281693324446678,6.045375347137451,12.148486137390137,4.863309732172638e-05,1.3733625411987305,1.3894426822662354,29.427265167236328,0.1479741483926773,4.719949722290039
61,0.9699530336808939,0,0,0,0,0,0,0,0,0,0,0,-3.4705720137089857,-20,-8.957647258886249,-22.818770907108558,-0.3503659282223359,-14.225792764446659,-13.590899517083642,0,-2.81270205234781,0,-2.6155240594912956,0.21756289899349213,14.918222427368164,5.610246807918884e-05,4.322282620705664e-06,0.1693863868713379,0.3972625136375427,0.588083028793335,2.0561864376068115,35.674537658691406,0.2783469557762146,1.6587920188903809
62,0.9694680571640535,4,0,0,0,4,0,0,0,0,0,0,-3.9454549362338924,0,-22.818065124604068,0,-2.795583722426403,-2.6886664780010863,-20,0,-8.641729088566441,-3.341742119441899,-5.967044718506674,2.5479366779327393,0.07136143743991852,0.21887622773647308,2.3555805683135986,6.729102611541748,0.03394661098718643,0.015508868731558323,0.6188597679138184,14.346964836120605,0.5559346079826355,0.8048730492591858
63,0.9689833231354715,2,0,0,0,2,0,0,0,0,0,0,-21.04476785286839,0,0,0,0,-20,-5.886439529950817,-3.0130970502091,0,0,-2.947741882719513,0.36097902059555054,0.6398401260375977,1.0831714868545532,2.079620838165283,0.2457684874534607,3.4793412685394287,0.01460094004869461,39.195556640625,18.02416229248047,0.1330724060535431,1.3839510679244995
64,0.9684988314739038,2,0,2,0,0,0,0,0,0,0,0,-4.799857426414044,0,-8.32394303171189,-23.708008275763298,0,-2.237758364786892,-13.062243858577846,-4.921255781239838,0,0,-23.30863235562137,0.5699697136878967,3.477512836456299,26.73187828063965,0.0030572195537388325,0.01715289056301117,2.1905453205108643,1.4025042057037354,4.957121849060059,2.9506800174713135,2.4157633781433105,0.12199743092060089
65,0.9680145820581669,1,0,0,0,0,0,0,1,0,0,0,-5.1980830488335545,-11.221748849547756,-20,0,0,0,-4.812020439437611,-3.8854704893715852,-2.790215853399709,-3.2651464866738062,-2.4565326635711617,0.03608117997646332,0.39721381664276123,0.3935989439487457,18.032066345214844,1.7393994331359863,6.267970561981201,0.6648477911949158,13.175121307373047,6.998307704925537,3.1266119480133057,0.6335029006004333
66,0.9675305747671379,8,2,0,0,0,0,2,0,3,0,1,0,-5.203066343271647,0,-11.106480801818522,-5.928712319084381,0,-3.063608882156884,-4.895516980735886,-35.95509650299584,-2.1874464354183147,0,1.6231480836868286,1.1612433195114136,0.044731512665748596,7.712123394012451,0.787676215171814,0.09832257032394409,6.528533458709717,0.004517595283687115,0.3480326533317566,3.774977922439575,2.7481987476348877
67,0.9670468094797544,9,0,0,0,0,0,0,5,2,0,2,-5.567088134229482,-5.732374551891572,-4.295781158414182,-1.823310839914376,-11.810186215054696,-24.77328813692715,0,0,-6.854386887307531,-13.992093739218149,-8.154202323731052,0.820749819278717,0.0010309433564543724,1.564064383506775,4.714597225189209,0.2500319480895996,3.770535945892334,0.07446275651454926,2.783010721206665,0.7386532425880432,5.639981746673584,3.9322805404663086
