episode,epsilon,collision_0,collision_1,collision_2,collision_3,collision_4,collision_5,collision_6,collision_7,collision_8,collision_9,collision_10,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10
532,0.7663881439990762,33,12,2,0,1,0,3,9,6,0,0,0,0,0,-3.2908853504116697,0,0,0,0,0,0,0,2.2454819679260254,2.7334530353546143,0.0946936160326004,0.031851332634687424,0.012034788727760315,0.0035563241690397263,0.1707972139120102,0.004092263989150524,0.01294253021478653,1.7529302835464478,0.2343006283044815
533,0.7660049499270767,23,6,2,2,0,0,1,2,0,7,3,0,0,-4.158586958670341,0,0,0,0,0,0,0,0,0.0027228822000324726,0.04241541028022766,0.07865052670240402,0.021873030811548233,0.008482765406370163,1.73513662815094,0.003717901650816202,0.010480915196239948,0.06412415206432343,0.1533866971731186,0.04443470016121864
534,0.7656219474521132,25,6,0,2,8,1,0,0,1,0,7,0,0,0,0,0,0,-2.7639533229139066,0,0,0,0,36.44558334350586,0.00837173406034708,0.08888180553913116,3.4264659881591797,0.025519372895359993,0.025350432842969894,0.0029707809444516897,0.000701491313520819,0.0885738655924797,0.13086530566215515,0.06942557543516159
535,0.7652391364783871,5,0,0,0,0,5,0,0,0,0,0,0,-2.106998967755209,0,-2.1716516831990584,0,0,0,0,0,0,0,115.47447204589844,0.2685852646827698,0.007913700304925442,0.004565089009702206,0.0007831055554561317,0.16043496131896973,0.28743883967399597,0.004539881367236376,0.12475677579641342,0.023608116433024406,0.03805003687739372
536,0.764856516910148,15,1,0,2,0,6,3,1,0,0,2,0,0,0,-2.048911742035495,0,0,0,-2.189686661872325,-0.19261520195339665,0,0,3.870968818664551,0.0547737292945385,0.22288262844085693,0.7608139514923096,0.0025950088165700436,3.164858102798462,1.180452585220337,0.32192447781562805,1.005832552909851,0.027907894924283028,8.450583118246868e-05
537,0.764474088651693,13,0,2,1,0,5,0,0,0,5,0,0,-3.2000292294501387,0,0,0,0,0,0,-2.1684812965836606,-2.4130339410852013,0,6.719892978668213,98.58636474609375,0.19069980084896088,0.00017735807341523468,0.027451656758785248,0.005687873810529709,7.313681635423563e-06,0.02296575717628002,1.343582034111023,0.3483733534812927,0.0003265673585701734
538,0.7640918516073671,7,0,1,0,0,0,2,0,0,0,4,-2.755905216515491,-1.1646455430683789,0,0,0,-2.211894889413342,0,0,0,0,0,1.104004979133606,0.010206938721239567,0.020730797201395035,0.10096868127584457,0.0197339728474617,0.019877176731824875,1.6297930479049683,0.00011640846059890464,0.009030577726662159,0.046291522681713104,0.13568253815174103
539,0.7637098056815635,12,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,-2.1685014228172843,0,0,0,0,0,1.63273286819458,0.0761607438325882,0.006448525935411453,0.010412722826004028,0.18675661087036133,0.02439633384346962,1.6988261938095093,0.0016854415880516171,0.8950821757316589,0.033286284655332565,0.0008072882774285972
540,0.7633279507787228,13,2,4,0,2,1,1,0,0,3,0,20,-20,-1.2307967143198018,-1.3087473369141667,0,0,0,0,0,0,0,1.9058877229690552,0.020961087197065353,0.0002023779379669577,0.025107046589255333,3.650267444754718e-06,0.04031027480959892,0.09382928162813187,0.10328412055969238,0.07257719337940216,0.18949490785598755,0.0004715017566923052
541,0.7629462868033335,10,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,-1.482863553989735,0,0,24.331050872802734,1.0738400220870972,0.18918876349925995,0.038981106132268906,0.4084359407424927,0.0009098095470108092,2.4554916308261454e-05,0.004202180076390505,0.10267418622970581,0.00035021419171243906,0.06323426961898804
542,0.7625648136599319,11,0,2,0,3,0,0,0,2,0,4,0,0,0,-1.7156346256813038,0,0,0,0,0,-2.8959651837003406,0,0.1079791709780693,0.0012138745514675975,0.007207629270851612,0.14073462784290314,0.3351203501224518,0.00026468708529137075,0.13673870265483856,2.2622780799865723,0.00042286174721084535,0.14288076758384705,0.08352425694465637
543,0.762183531253102,18,3,5,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5031317472457886,0.016818426549434662,0.009361996315419674,0.024505864828824997,0.03029337339103222,0.0005582540761679411,0.04739370569586754,0.005299863405525684,0.005636135116219521,0.00013262592256069183,0.05619753152132034
544,0.7618024394874755,18,0,2,2,0,1,0,5,6,2,0,-2.851585535862033,0,0,0,0,-4.966295915753074,0,0,0,-1.4058606208590496,0,1.306217074394226,0.0009013864328153431,0.011324361898005009,0.00110828154720366,0.027136899530887604,0.049070876091718674,0.020420407876372337,0.018356522545218468,0.011393783614039421,0.662940263748169,0.0019611348398029804
545,0.7614215382677318,6,0,0,0,1,0,2,0,0,0,3,0,-3.867975937044201,0,-7.226061512254598,-2.5862768533175777,-1.4731769004746509,0,0,0,0,0,0.28148531913757324,0.006149198394268751,0.17236806452274323,0.07608102262020111,0.03291582316160202,2.2995481491088867,0.027993831783533096,0.9111973643302917,0.11727830767631531,2.487367055437062e-06,99.01919555664062
546,0.761040827498598,17,0,0,0,5,1,0,6,2,1,2,0,0,0,0,0,0,0,0,-2.0488939838413085,0,0,2.0490214824676514,0.10200201719999313,0.034266628324985504,0.009464609436690807,0.0046743894927203655,34.46724319458008,0.011955433525145054,0.0009202236542478204,0.0008984539890661836,0.0341627262532711,0.22456292808055878
547,0.7606603070848488,16,1,1,2,0,0,2,5,0,0,5,0,0,0,0,0,-0.327583254613919,0,0,0,0,0,4.117480754852295,0.032190464437007904,2.7247735488344915e-05,0.09397628158330917,0.003599835792556405,0.026948843151330948,0.003312902757897973,0.10055304318666458,3.3664228916168213,0.001145141664892435,0.04160981997847557
548,0.7602799769313064,29,2,2,7,0,4,3,4,5,0,2,20,-2.9098261901241074,0,0,0,0,0,0,0,0,-20,0.8799007534980774,0.011583450250327587,0.03306958079338074,0.018567446619272232,0.0020340990740805864,0.0030428410973399878,2.8887077860417776e-05,0.0008139269775711,3.025574207305908,0.5751824378967285,2.837414026260376
549,0.7598998369428408,7,0,2,0,0,0,0,2,1,0,2,20,0,-20,0,0,0,0,0,0,-2.037230142304035,0,1.6427357196807861,0.011568674817681313,0.14805595576763153,3.352890968322754,2.2542829513549805,12.122546195983887,0.12389275431632996,0.2489105463027954,0.0051378956995904446,0.00010481525532668456,0.09256073832511902
550,0.7595198870243695,16,2,1,4,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06228465586900711,0.1452358067035675,0.16754822432994843,0.24244782328605652,0.021351633593440056,4.110747337341309,0.09387719631195068,0.8166626691818237,0.00027692754520103335,0.0002408215805189684,0.0027173487469553947
551,0.7591401270808573,26,4,0,0,3,4,1,0,9,4,1,0,0,0,-1.7465415994213918,-2.659929306784622,0,0,0,-0.727473761194386,0,0,0.33393746614456177,0.00735945999622345,0.1141771674156189,3.781780242919922,0.1522928923368454,0.00584037322551012,0.008053146302700043,0.0006900081061758101,0.0031760740093886852,0.0012931014643982053,0.0015366546576842666
552,0.7587605570173169,13,4,0,0,5,1,0,2,0,1,0,0,-0.9469192842791729,0,0,0,0,0,-3.471412254889556,0,-22.43821300146078,0,26.13544464111328,0.0060224635526537895,0.0029045422561466694,0.5713725090026855,0.10324918478727341,0.517706573009491,0.017813555896282196,0.027828451246023178,0.004400770179927349,9.12225223146379e-05,0.020126493647694588
553,0.7583811767388083,25,3,1,8,0,5,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,-2.0784054196514936,9.41532039642334,0.17774222791194916,0.08635003119707108,0.43895223736763,0.8132021427154541,0.039296705275774,0.05766015872359276,0.6422224044799805,1.229522466659546,0.24562188982963562,0.05090638995170593
554,0.758001986150439,12,1,0,0,1,4,2,1,0,0,3,0,0,0,-2.3135444958007083,0,0,0,0,0,0,0,1.428297758102417,0.20654204487800598,0.0063192578963935375,0.06400949507951736,1.425189733505249,0.008753983303904533,0.08870433270931244,3.3923118114471436,0.17948095500469208,0.08144603669643402,0.017010021954774857
555,0.7576229851573638,21,0,1,1,0,5,0,9,0,1,4,-1.6370216367903967,0,0,-0.30238105519389213,0,0,-4.298732983332608,0,-3.8029318065589415,0,0,0.8676166534423828,0.0036441877018660307,0.06203627586364746,0.233408585190773,0.013992004096508026,0.33092617988586426,0.01363869197666645,0.1769549548625946,0.0036461742129176855,0.003525672247633338,0.009083490818738937
556,0.7572441736647851,27,5,0,0,0,9,3,7,0,0,3,20,-20,0,0,0,0,0,-2.228231461186827,-2.266924829792872,0,0,4.726374626159668,4.131669998168945,0.05537150427699089,0.009432164952158928,0.003964678384363651,1.1128545999526978,0.6356220841407776,2.090251655317843e-06,1.86368797585601e-05,0.011392867192626,0.0027420499827712774
557,0.7568655515779528,18,0,2,0,2,0,4,4,4,0,2,0,-2.7851230617626794,-0.9563940822254602,0,0,0,0,0,-4.370708214902087,0,0,8.503080368041992,0.3754217326641083,0.006819352973252535,0.014910534024238586,0.001901045092381537,0.3543563485145569,0.10671448707580566,0.1422058343887329,0.0594000443816185,1.173778772354126,0.046094752848148346
558,0.7564871188021638,17,0,4,5,6,1,0,1,0,0,0,0,0,-6.3046969938646455,0,-2.7764232163197033,0,-2.916466483098519,0,0,-2.394925542583619,0,0.0071821073070168495,100.66989135742188,0.07815077900886536,0.42137810587882996,0.009107650257647038,0.00013252708595246077,0.01726366952061653,0.17294731736183167,0.0024603852070868015,0.0422787219285965,0.06138148531317711
559,0.7561088752427627,14,1,0,1,0,2,0,3,4,0,3,0,0,0,0,0,-2.467892711213755,-1.444285908518037,0,0,0,0,1.1575424671173096,0.015317094512283802,0.0003240817750338465,0.030927300453186035,0.0011632894165813923,0.013743920251727104,0.03219332918524742,0.0068694534711539745,1.043017864227295,0.6995207667350769,0.08214298635721207
560,0.7557308208051414,23,1,2,0,0,9,4,4,0,2,1,0,0,0,0,-2.2255165983678786,-0.4017272770056346,-1.7222430675843903,0,0,0,0,4.390964508056641,0.07268372923135757,0.25028762221336365,0.016178477555513382,0.0027518467977643013,0.11044567823410034,0.000648952613119036,0.003964100498706102,0.0231021735817194,0.0034037032164633274,0.0013321178266778588
561,0.7553529553947389,20,1,2,0,2,2,1,0,6,1,5,0,-2.0659026051591796,-2.6572295681067692,0,-4.401036111595465,0,0,0,-9.895362009357681,0,0,0.6811865568161011,0.07843443751335144,0.16537708044052124,0.01591596193611622,0.9380925297737122,0.9862375259399414,0.13571995496749878,1.2773927450180054,1.3550845384597778,0.10868054628372192,0.00019146200793329626
562,0.7549752789170415,16,4,5,0,2,0,0,3,0,0,2,0,0,-2.036115199195532,-4.552099016858597,-4.6217084432890045,0,-0.9882792768688242,0,0,-0.7929352446717619,0,9.270562171936035,0.009943151846528053,0.01704365201294422,0.1799810826778412,0.7512543201446533,0.004062257707118988,0.024247825145721436,0.004292298574000597,0.2931942045688629,0.029428351670503616,0.015434284694492817
563,0.7545977912775831,16,10,0,0,0,3,0,0,0,3,0,0,0,0,0,-2.744250501944349,0,0,0,0,0,-2.7268215062195074,0.12137466669082642,0.002523642498999834,0.02981414832174778,0.3967217206954956,0.011184328235685825,0.07355527579784393,0.07130731642246246,0.027524983510375023,0.7422842979431152,0.16152921319007874,2.2042925357818604
564,0.7542204923819443,6,0,0,3,0,0,0,0,0,3,0,0,0,-2.5745155731262033,0,-5.032075788285806,-0.15901076215774523,-2.2932787937384385,0,0,0,0,0.0006938211154192686,0.304949015378952,0.4782252609729767,2.2491328716278076,1.9425296783447266,0.03477351740002632,0.038876958191394806,0.023548370227217674,0.0004715069371741265,0.01649230718612671,0.007966089062392712
565,0.7538433821357534,10,3,1,0,2,2,0,0,0,2,0,0,-1.3365658475063213,0,0,-2.0936622252894237,-3.0216434777308336,0,0,0,0,0,1.0278555154800415,0.04055405408143997,0.68243008852005,0.03064977191388607,2.295295476913452,0.0018043320160359144,0.010891728103160858,0.2283957302570343,0.03284088149666786,0.007846524007618427,0.0008031207835301757
566,0.7534664604446856,17,1,0,0,1,4,3,0,3,5,0,0,-2.873152641668391,0,-2.163155684331936,-2.1762580591414835,0,0,0,-2.451924763565482,0,0,0.1710420548915863,0.010272247716784477,0.28112784028053284,0.02393527515232563,0.20510712265968323,0.0308858472853899,0.006959777791053057,0.012296783737838268,0.05578383803367615,0.014072692953050137,0.21323968470096588
567,0.7530897272144633,14,5,2,0,3,0,0,0,0,2,2,-0.29264027586927144,0,0,0,0,0,0,0,0,-2.6107851570564735,0,2.3888113498687744,7.503205415559933e-05,0.03470699489116669,0.6015419960021973,0.0034547082614153624,0.0019191812025383115,0.0019102300284430385,0.02308126911520958,0.38980987668037415,0.01164743211120367,0.0030688049737364054
568,0.7527131823508562,10,0,4,1,2,0,1,2,0,0,0,0,-2.1466064934848603,0,0,0,0,0,0,-1.464098859441958,0,-0.43675511796137156,9.000709533691406,0.006503168027848005,0.5114185214042664,0.0085647813975811,0.0008776193717494607,0.013711097650229931,8.051491737365723,0.0290744099766016,0.06082621589303017,0.012654201127588749,0.005188124720007181
569,0.7523368257596807,12,0,8,0,0,1,0,2,0,1,0,-1.2510440281483337,-5.077057422961916,0,0,-5.833027662909657,-2.3959004649944897,0,0,-7.457784734322626,-3.155949496626621,0,7.333099842071533,0.006108359433710575,1.6748745441436768,0.0825536847114563,1.098547101020813,0.00397132383659482,0.5229252576828003,1.594398856163025,0.009585699997842312,0.015337313525378704,0.2322218418121338
570,0.751960657346801,3,0,2,0,0,0,0,0,0,1,0,-2.696406005015859,0,-2.502040950690582,0,0,0,0,0,0,0,0,5.121366120874882e-05,0.04254504293203354,0.17758405208587646,0.047773025929927826,0.002665942069143057,0.0093608433380723,0.2981894314289093,0.007082158233970404,0.0005643374752253294,0.01821218989789486,0.0012555941939353943
571,0.7515846770181276,16,0,0,4,0,1,3,0,0,4,4,0,0,-2.623590313741439,-2.608234037574452,0,-6.41419056158906,0,0,-3.4298326799268994,-2.7803950921818052,0,9.179308891296387,0.19393232464790344,0.0018194075673818588,0.0002043431013589725,0.03537561744451523,0.0005885902210138738,0.04780202731490135,0.01763852685689926,1.6968125104904175,3.1002869606018066,0.00298970565199852
572,0.7512088846796185,10,3,0,2,0,3,0,2,0,0,0,0,-2.2808733307734967,0,0,0,0,0,0,0,0,0,0.03954688459634781,0.13709379732608795,0.17149800062179565,0.08527009189128876,0.34251856803894043,8.438751706307812e-07,0.05649895966053009,0.00016977294581010938,0.03497971594333649,0.0007555373595096171,0.29507097601890564
573,0.7508332802372788,33,4,8,2,7,5,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.29030054807662964,0.5360164046287537,6.538670277222991e-05,7.602870755363256e-05,0.00046829486382193863,0.0002711298584472388,0.4751311242580414,0.052273914217948914,0.04817410185933113,0.2650526165962219,0.0004599867097567767
574,0.7504578635971602,7,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13386869430542,0.0036047010216861963,0.6561862230300903,0.3185288906097412,0.009529619477689266,0.004809952341020107,0.0014836968621239066,2.011085033416748,0.028360985219478607,0.09351222962141037,0.7348640561103821
575,0.7500826346653616,19,6,0,0,3,0,0,6,4,0,0,0,0,0,0,0,0,0,-2.528860872492207,0,0,-0.8880080197238516,1.2068222761154175,0.008875866420567036,0.00633063493296504,0.0016069280682131648,0.007986623793840408,0.1791132390499115,0.008620098233222961,0.02291354164481163,0.061269912868738174,0.030600329861044884,0.0003564502694644034
576,0.7497075933480289,6,0,0,2,1,2,0,0,0,1,0,0,0,-2.297532314300748,0,0,0,0,0,0,0,0,1.7924580574035645,0.017763441428542137,0.3749542534351349,1.042119492922211e-05,0.17373248934745789,0.331626296043396,0.008804984390735626,0.012265143916010857,0.001486480818130076,0.000233190949074924,0.0006692243041470647
577,0.7493327395513549,15,2,3,0,0,0,1,0,7,2,0,0,0,0,0,-3.847895942063441,-2.6472307422044214,0,-3.5761011064081183,0,0,0,1.034650206565857,0.003620449686422944,0.20370496809482574,0.015933621674776077,0.0011410829611122608,0.007556023076176643,0.0700572207570076,0.00020839828357566148,0.00033334060572087765,0.0035439934581518173,0.010406626388430595
578,0.7489580731815793,2,0,1,0,0,1,0,0,0,0,0,-5.634081761069846,0,0,0,0,-20,0,0,0,0,0,0.6698369383811951,0.059356994926929474,0.0029523957055062056,0.011142977513372898,0.0805918425321579,0.01632457971572876,0.34761056303977966,0.28913000226020813,0.9149311184883118,0.004541262984275818,6.943286418914795
579,0.7485835941449885,18,0,0,1,1,0,8,2,0,3,3,-4.323047912445257,0,0,-3.354202345903552,0,0,0,0,0,0,-15.439606690778843,0.7150298953056335,0.1812402456998825,0.44304803013801575,0.002376799238845706,0.0009150560945272446,3.2052441383711994e-05,0.013944382779300213,0.009305587038397789,0.13360539078712463,0.006183534860610962,0.007844961248338223
580,0.748209302347916,11,0,1,0,0,3,3,0,0,4,0,0,-2.187770214328674,0,0,0,0,0,0,0,-1.277975986764075,-3.502348633632071,0.1249193623661995,0.006333461496978998,0.23394231498241425,0.009740475565195084,0.025264335796236992,0.013473663479089737,1.6000418663024902,0.0887053981423378,0.0920834168791771,0.006225281860679388,0.5615692734718323
581,0.7478351976967421,15,1,1,0,5,0,0,0,4,4,0,0,0,0,0,0,-0.8956759823662175,-2.0113195997364546,0,-0.7461710163887392,0,0,1.0388917922973633,0.039124008268117905,0.0005014406051486731,0.012087102979421616,0.0008711544796824455,0.1420564502477646,0.07420040667057037,0.0035292194224894047,0.009275688789784908,0.0040063937194645405,0.0001813074923120439
582,0.7474612800978938,16,0,7,1,3,0,0,0,0,3,2,0,0,0,0,-0.040688842913949586,0,-3.105465582873934,-2.279291294636953,0,0,0,11.45490837097168,2.1854493618011475,0.000916878052521497,0.009060963988304138,0.09385114163160324,0.0031050872057676315,0.032287340611219406,0.09389612078666687,5.126747131347656,1.0460363626480103,0.3084290623664856
583,0.747087549457845,22,11,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,-3.7685657299594224,0,0,0,0.12459464371204376,0.15049447119235992,0.24556942284107208,0.0022544567473232746,0.00041054634493775666,0.2945132553577423,0.16875779628753662,0.038961995393037796,0.03548136726021767,0.1141509860754013,0.002827489050105214
584,0.7467140056831161,5,0,0,0,2,0,2,0,1,0,0,0,0,0,-2.177012007443549,0,0,0,-3.1605571906834857,0,0,0,13.892584800720215,0.0018628851976245642,0.005335139110684395,1.9666013717651367,0.025420499965548515,3.4494917144911597e-06,0.08161050826311111,0.06590427458286285,0.00021609161922242492,0.0002878406085073948,4.015794277191162
585,0.7463406486802746,10,0,0,0,3,0,4,0,0,1,2,0,0,0,-1.7697468254886273,0,0,0,-2.682793482526745,-1.7638527755799793,-2.062988541683896,0,3.7252767086029053,0.004825673531740904,0.3914646804332733,0.022732259705662727,0.1456507444381714,1.4930174350738525,0.005793367978185415,0.003332349006086588,0.021577315405011177,0.2745122015476227,0.7019368410110474
586,0.7459674783559345,8,0,2,0,0,0,2,0,1,2,1,0,-3.0529214275594914,0,-0.04948581793551954,0,-2.1607301684611997,0,0,0,0,0,0.9070116877555847,2.388844677625457e-07,0.07506684958934784,0.0005417208885774016,0.002930502174422145,0.0035954168997704983,101.58030700683594,0.024145059287548065,1.1107810735702515,0.012546828016638756,0.18924574553966522
587,0.7455944946167565,19,1,0,2,0,7,0,1,3,0,5,0,0,-2.133028826751691,-0.12245294164527465,-2.857958010937531,0,0,0,0,0,0,59.79418182373047,0.006094187498092651,0.006665304768830538,0.003341121831908822,0.07691453397274017,5.4660491943359375,0.2071162760257721,0.0027536230627447367,0.00026676247944124043,0.3031257688999176,0.09311654418706894
588,0.7452216973694482,18,0,1,0,3,5,5,0,0,3,1,-0.8089393479502882,0,0,0,0,0,0,0,0,0,0,0.4521801173686981,0.030282605439424515,1.0007306337356567,0.015887850895524025,0.015215596184134483,0.011595449410378933,0.180532768368721,2.3785855770111084,0.1805620938539505,0.0023830102290958166,0.005176762118935585
589,0.7448490865207635,17,0,3,0,0,0,0,5,2,3,4,0,0,-2.6278076971460296,0,-3.1299429056200267,0,0,0,0,0,-0.16583940555400467,140.54281616210938,0.004833858925849199,0.026714852079749107,0.006989405956119299,0.03218633681535721,0.006062773056328297,0.00929112546145916,0.9096670746803284,0.074527308344841,1.4264594316482544,0.0017585414461791515
590,0.7444766619775032,12,0,3,0,0,0,5,2,0,0,2,-0.04852467484722789,0,0,0,0,0,0,0,0,0,0,7.692505836486816,103.43189239501953,0.07578465342521667,0.010128661058843136,0.038551487028598785,0.0036047296598553658,0.040298789739608765,0.7015911936759949,0.021371006965637207,0.0013754251413047314,0.07489589601755142
591,0.7441044236465144,18,7,0,0,2,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1973140984773636,0.011403786949813366,0.035044312477111816,0.04437260329723358,0.0015754488995298743,0.02371024899184704,0.002909632632508874,0.0006722035468555987,0.3897841274738312,0.00010395902791060507,0.0015806674491614103
592,0.7437323714346912,13,1,2,2,0,2,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6785916090011597,0.05964009836316109,0.009637544862926006,1.34126877784729,0.003474639495834708,0.023586178198456764,0.08933829516172409,0.007039585616439581,0.12405309081077576,0.019775323569774628,2.3286068439483643
593,0.7433605052489739,15,0,0,3,0,1,4,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2.0480387210845947,0.006864593364298344,2.644602136570029e-05,0.038937341421842575,0.011719629168510437,0.23428083956241608,0.004969563335180283,0.0017421430675312877,0.030685344710946083,0.020240506157279015,0.0052226996049284935
594,0.7429888249963494,22,0,3,0,6,0,4,6,2,0,1,0,0,0,0,0,0,-2.077095218590575,0,0,0,0,3.845597505569458,0.0004946831031702459,0.009269214235246181,0.043922752141952515,0.07361611723899841,0.04839508235454559,0.008200890384614468,0.0073188552632927895,6.816872337367386e-05,5.846259796271625e-07,0.004640140105038881
595,0.7426173305838513,14,7,1,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.11996473371982574,0.002081192098557949,0.04197919741272926,0.0028804996982216835,0.4883440434932709,0.03541986644268036,0.037172283977270126,0.004975346382707357,0.04944238439202309,0.0062201665714383125,0.007189059630036354
596,0.7422460219185594,16,0,0,7,0,0,3,0,2,0,4,0,0,0,-0.40413936651539917,0,0,-0.9515125664337809,0,0,0,0,2.494621992111206,0.002325539942830801,0.0036376132629811764,0.06126891076564789,0.05669323727488518,0.021350134164094925,0.013303753919899464,0.010181711055338383,0.0002176188863813877,0.006061306688934565,12.13522720336914
597,0.7418748989076002,16,0,0,0,0,1,6,0,5,0,4,0,0,-0.7460915272722968,0,0,0,0,0,0,0,0,0.0566108264029026,0.0014287644298747182,0.005257545039057732,0.6804649829864502,0.0025032327976077795,0.011857434175908566,0.1155504360795021,0.0757642462849617,0.0022802669554948807,0.0092395581305027,0.0022171589080244303
598,0.7415039614581465,15,6,0,0,0,2,1,0,0,4,2,0,0,0,-5.773165566136886,0,0,0,0,-1.919678030087515,0,0,0.16326940059661865,0.00015466082550119609,0.002831369638442993,0.049423620104789734,0.0029527228325605392,0.0051937587559223175,0.0005959649570286274,0.0019771738443523645,0.1025773212313652,0.018783757463097572,0.0024931691586971283
599,0.7411332094774175,22,8,0,8,1,0,2,0,2,0,1,0,0,0,0,0,0,-1.2507609718510082,0,0,0,0,0.2793178856372833,0.012757493183016777,0.071100614964962,0.05586602911353111,0.01584276743233204,0.008714143186807632,0.07986143976449966,0.021221119910478592,0.032969243824481964,0.000975333561655134,7.913283824920654
600,0.7407626428726788,17,2,0,0,3,0,5,0,3,0,4,0,0,0,-1.9035631296568067,-0.9956202647779966,-4.525707394084508,0,0,0,0,0,3.9410529136657715,0.006201827432960272,0.0010575850028544664,0.0011000264203175902,0.044753048568964005,0.00014579571143258363,3.3227994441986084,0.04429931193590164,0.25591591000556946,1.158241868019104,0.0038496532943099737
601,0.7403922615512425,9,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-2.067398563516587,0,0.7779642939567566,0.012989163398742676,0.011668257415294647,0.687139630317688,8.214671106543392e-05,0.04690629243850708,0.0009691854938864708,0.0019271065248176455,0.017814798280596733,0.028031302616000175,2.318290717084892e-05
602,0.7400220654204669,16,3,3,0,4,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1374053955078125,0.009477788582444191,0.016563480719923973,0.049033861607313156,0.0064843399450182915,0.48984721302986145,0.03319400176405907,1.3564672940447053e-08,0.01296179462224245,0.8645679950714111,0.006257811561226845
603,0.7396520543877567,7,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5418224334716797,0.008655020035803318,0.021228935569524765,0.3615688681602478,0.0007509144488722086,0.001112118479795754,0.07721554487943649,0.0009186114766635001,0.011533569544553757,0.0007550262380391359,0.06458733230829239
604,0.7392822283605629,19,2,0,9,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,-3.7432267605326053,0,6.497507095336914,0.009134005755186081,0.015675585716962814,0.01178834680467844,0.00037223173421807587,0.716097891330719,0.058455195277929306,0.003715706756338477,0.019822625443339348,0.020646676421165466,0.06566627323627472
605,0.7389125872463826,20,2,0,9,2,0,5,0,0,0,2,0,-2.2502130368728968,0,0,0,0,-5.062709946852315,0,0,0,0,0.471982479095459,0.0003771004267036915,0.003144108923152089,96.30018615722656,0.18118898570537567,0.055496715009212494,1.2033028602600098,0.07137934118509293,0.028558271005749702,0.0034248647280037403,0.13968129456043243
606,0.7385431309527595,16,5,2,2,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.3469939231872559,0.002005751710385084,0.00979219377040863,0.2543279826641083,0.004431459587067366,1.0579607486724854,0.0017203286988660693,0.019788065925240517,0.009075789712369442,0.015556410886347294,0.009376258589327335
607,0.7381738593872831,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1.5306528300445121,0,0,0.11896531283855438,0.029670320451259613,0.000317216879921034,0.14098644256591797,0.0038538111839443445,0.06732795387506485,104.98251342773438,0.23443947732448578,0.14726407825946808,0.0026355981826782227,0.00020247291831765324
608,0.7378047724575895,8,0,0,0,0,2,0,1,0,3,2,0,0,0,0,0,0,-1.4940102992180315,0,0,0,-2.7530697965124595,77.9466323852539,0.08024875074625015,0.0838189423084259,0.01919056475162506,0.0007252107025124133,0.08808480203151703,0.7934727072715759,0.00023923693515826017,0.0009740755776874721,0.15092217922210693,0.0005180191365070641
609,0.7374358700713607,6,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,-0.9945076710600165,0,0,0,0,-0.29696285297822644,0.029612524434924126,0.01683010160923004,0.033001892268657684,0.005381649825721979,0.011978927068412304,0.0025992675218731165,0.2233647108078003,0.009155506268143654,0.16879189014434814,0.018341537564992905,0.1548013687133789
610,0.737067152136325,15,0,2,0,1,0,2,1,7,2,0,0,0,0,0,-2.4047659865945294,0,0,0,0,0,0,0.09814083576202393,0.024248717352747917,0.00560041144490242,0.007685292046517134,0.06352758407592773,0.023497944697737694,0.004993576090782881,0.18483301997184753,0.9782499074935913,0.06705374270677567,0.23070332407951355
611,0.7366986185602569,5,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,-3.2025905375794332,0,0,-0.3209371577609432,0,0,2.968970775604248,0.016476083546876907,0.003692222060635686,0.01916349120438099,0.002332472475245595,0.022202106192708015,0.3235930800437927,0.1086936742067337,0.016209803521633148,0.004915473982691765,0.03709053993225098
612,0.7363302692509768,17,0,1,2,0,0,4,6,0,1,3,0,-0.04907668442614366,0,0,0,0,-0.8989782864240614,0,0,-1.5183560575370558,-0.8117891429876378,1.3706101179122925,0.006472413428127766,0.00024290167493745685,0.01848440431058407,0.13261498510837555,0.026250142604112625,0.00011323296348564327,0.014919182285666466,0.002788689685985446,0.06448239833116531,0.03587758168578148
