episode,epsilon,collision_0,collision_1,collision_2,reward_0,reward_1,reward_2,loss_0,loss_1,loss_2
20,0.9900473578023296,0,0,0,-3.2144837729840043,0,-20,5.982039451599121,0.0956685021519661,3.8018856048583984
21,0.9895523341234285,0,0,0,-5.769500109681705,0,-20,0.19963258504867554,0.02315935678780079,2.4062914848327637
22,0.9890575579563669,0,0,0,-2.246969500336713,0,-2.490415236164271,0.12557801604270935,0.06556155532598495,0.7742168307304382
23,0.9885630291773887,0,0,0,-7.956204826159824,-3.308457735343029,-2.6401320629929703,2.1362810134887695,0.06149749457836151,0.13360939919948578
24,0.9880687476628001,0,0,0,-0.5898652660811399,-2.66721060337758,0,1.1340758800506592,0.18015651404857635,0.08738186210393906
25,0.9875747132889687,0,0,0,-5.074025291313636,0,-11.160371400102234,0.04648871347308159,0.053145382553339005,0.19726411998271942
26,0.9870809259323243,1,0,1,-10.788703260913834,0,-7.310593320142562,0.19955481588840485,3.512857437133789,0.5433355569839478
27,0.9865873854693582,0,0,0,-6.064481493872928,-17.372713500255486,-1.4756914159392087,2.2805328369140625,6.17518424987793,1.9643405675888062
28,0.9860940917766235,0,0,0,-20,-8.569472487400002,0,1.3097907304763794,0.10754573345184326,82.6165542602539
29,0.9856010447307353,0,0,0,0,-2.882966337853961,-2.21565345575332,0.7097897529602051,0.5873796939849854,5.710696859750897e-05
30,0.98510824420837,0,0,0,0,-20.992022325662496,-20,0.8679986596107483,0.06303472071886063,0.2644646167755127
31,0.9846156900862658,2,0,2,-0.6431873446613201,0,-15.1916157726345,0.28862327337265015,1.4029792547225952,3.0385477542877197
32,0.9841233822412228,0,0,0,-2.3999046327087137,0,-11.012860376357642,0.5149211883544922,10.643668174743652,0.11445317417383194
33,0.9836313205501022,0,0,0,0,-20,-20,0.1754884123802185,1.0616412162780762,34.15284729003906
34,0.9831395048898272,1,1,0,0,-3.7947239828628065,-2.391441681045883,0.23465147614479065,0.21354304254055023,0.8442396521568298
35,0.9826479351373822,0,0,0,-2.7972924008573448,-1.8590362644138625,0,1.814805030822754,0.09735250473022461,0.8194535374641418
36,0.9821566111698136,0,0,0,-7.132021920564866,-10.178088965289282,-19.07887429909888,0.08030343055725098,1.531956672668457,48.01743698120117
37,0.9816655328642288,2,2,0,-2.7640518646899737,-1.492797707072857,-20,2.7230069637298584,0.24610333144664764,2.005840301513672
38,0.9811747000977967,1,0,1,0,-20,0,0.6731520295143127,2.701024293899536,2.6284396881237626e-10
39,0.9806841127477479,3,3,0,0,-1.1679744992920704,0,1.433239459991455,0.00024165105423890054,0.8448601365089417
40,0.9801937706913741,0,0,0,-3.6580479420857435,0,-6.037974029678741,0.2847074270248413,0.7824229598045349,33.91732406616211
41,0.9797036738060285,0,0,0,-31.248321993045742,0,-3.3747838214435975,1.5416842699050903,0.33198750019073486,0.23699021339416504
42,0.9792138219691255,3,0,3,0,-0.36045549772370844,-40,1.0661237239837646,1.0647672752384096e-06,1.4177768230438232
43,0.978724215058141,1,0,1,-2.7787508131611625,-3.4984195990427267,-14.162258804596283,0.0004130937159061432,3.000938653945923,2.1918442249298096
44,0.978234852950612,0,0,0,-20,-8.643877493988137,-2.128727123015544,2.2507638931274414,0.5810569524765015,1.9644180536270142
45,0.9777457355241367,0,0,0,-11.117202590645146,0,0,6.775354385375977,0.0896962434053421,1.0001449584960938
46,0.9772568626563747,0,0,0,0,-24.073114342679514,-22.36658237775162,1.1593818664550781,10.95598316192627,8.065340995788574
47,0.9767682342250465,0,0,0,0,-24.80959719241176,-14.44683187266549,0.6481207013130188,0.005938645452260971,3.778714179992676
48,0.976279850107934,0,0,0,0,-3.1611439252989486,-5.087058027268841,1.4731123447418213,0.0969957560300827,4.876502990722656
49,0.9757917101828801,2,2,0,0,-3.785384115726964,-10.845861417428754,0.7016676068305969,43.34580993652344,18.42732048034668
50,0.9753038143277888,0,0,0,0,-37.49438547380874,0,0.1000405102968216,4.17997407913208,1.0536880493164062
51,0.974816162420625,1,1,0,0,-2.651015177639285,0,0.9777905941009521,0.02084244415163994,0.19011002779006958
52,0.9743287543394147,0,0,0,0,-40,-20,0.0045563941821455956,7.858955383300781,12.793643951416016
53,0.973841589962245,7,7,0,-2.59841531530412,0,-3.9219168160091646,30.557327270507812,0.4191340506076813,63.285118103027344
54,0.973354669167264,0,0,0,-28.120388972692083,-4.046099112447445,-2.613447496221076,0.18266147375106812,0.23577354848384857,38.527191162109375
55,0.9728679918326804,1,1,0,0,0,-5.021547525867057,2.684476613998413,2.2665786743164062,65.70264434814453
56,0.972381557836764,0,0,0,0,-4.3791373415489145,0,2.1897692680358887,9.951272964477539,5.46682071685791
57,0.9718953670578457,2,0,2,0,-39.10810055550877,-21.281813178593474,1.467607855796814,1.1231601238250732,1.6723995208740234
58,0.9714094193743169,0,0,0,-9.474775029852095,0,0,8.686644554138184,13.826803207397461,0.0556960292160511
59,0.9709237146646298,1,1,0,-3.8734382955950455,-2.461095219751592,-2.1355502782325284,1.3859128952026367,2.1046488285064697,3.829467296600342
60,0.9704382528072976,2,1,1,0,0,0,0.15326888859272003,7.325189113616943,0.9165788292884827
61,0.9699530336808939,5,2,3,0,0,0,0.07837635278701782,3.799654483795166,4.537912368774414
62,0.9694680571640535,3,3,0,-2.554714421345676,-11.796372265654739,-6.733053320888451,0.00907240528613329,10.717334747314453,0.8545230031013489
63,0.9689833231354715,0,0,0,-9.990648592146252,-20,-6.088834976133315,2.461683988571167,27.911670684814453,5.718042850494385
64,0.9684988314739038,2,0,2,0,-12.272777324471697,0,1.0091264247894287,0.02222777158021927,0.013978076167404652
65,0.9680145820581669,0,0,0,0,-7.3295568383386005,0,8.5100679397583,18.54058265686035,3.6764752864837646
66,0.9675305747671379,0,0,0,-2.5496621213492023,-5.463314261855921,-3.7462400185243925,3.95971941947937,0.20876599848270416,3.30871319770813
67,0.9670468094797544,2,0,2,0,-11.953057746487989,0,5.231942653656006,4.550101280212402,0.002191547304391861
68,0.9665632860750146,2,2,0,-4.067275260953533,-20,-7.2952229884321795,3.1968488693237305,0.2267283946275711,7.072809219360352
69,0.9660800044319772,4,0,4,-2.5904166732298854,-2.5992950226762646,0,0.08773545175790787,9.753660202026367,0.18323418498039246
70,0.9655969644297613,2,0,2,0,-3.383967652736705,-1.048848114718981,0.10352224856615067,13.31694221496582,23.11589813232422
71,0.9651141659475465,0,0,0,0,-19.585097624857482,-11.940873490899321,0.058860063552856445,5.787909507751465,5.930383682250977
72,0.9646316088645728,0,0,0,-17.463087226575343,-3.786553657004504,-12.82759119713512,0.9701097011566162,113.17987823486328,1.3883074522018433
73,0.9641492930601405,0,0,0,0,0,-2.1977327893411713,0.47895297408103943,2.873269557952881,0.002734439680352807
74,0.9636672184136105,0,0,0,0,-12.308128346964017,0,5.0131354331970215,10.371994972229004,0.5923779606819153
75,0.9631853848044037,2,2,0,0,-10.500585965577429,-2.6366570300293777,21.880949020385742,1.736382007598877,2.2947492599487305
76,0.9627037921120016,1,1,0,0,0,0,0.14692460000514984,21.923725128173828,4.723771095275879
77,0.9622224402159457,0,0,0,0,-4.229819678082328,-34.13386183054625,1.3082146644592285,0.3536633849143982,5.196898460388184
78,0.9617413289958378,0,0,0,0,-10.684461129011716,-5.326153131741895,0.9644970297813416,1.856830358505249,0.00038835505256429315
79,0.9612604583313399,0,0,0,0,0,-20,1.0215766429901123,7.701416969299316,304.1872253417969
80,0.9607798281021742,2,2,0,-10.685590463184777,-20,-27.627949014952353,0.7956541180610657,32.35906982421875,0.6052689552307129
81,0.9602994381881231,1,0,1,0,-14.816435815740357,-3.212623167939773,5.696781635284424,9.746989250183105,20.170974731445312
82,0.9598192884690291,0,0,0,0,0,-3.3954080487362654,1.0525586605072021,3.4755709171295166,3.3386945724487305
83,0.9593393788247946,4,0,4,-2.8813808283883917,0,0,0.2261466085910797,45.78395462036133,1.8408857583999634
84,0.9588597091353822,1,0,1,0,0,-2.0759475001140877,6.581742763519287,1.3034545183181763,1.437672734260559
85,0.9583802792808146,0,0,0,0,-4.090273796123417,-12.177582912166121,2.913369655609131,44.760520935058594,10.027580261230469
86,0.9579010891411742,3,3,0,-10.581599586260925,-5.945775149510577,0,0.08806626498699188,14.510151863098145,1.6008797883987427
87,0.9574221385966036,0,0,0,-2.7906853685221766,-3.0579462605347354,-7.965640119969523,2.7898495197296143,0.21697434782981873,40.64004135131836
88,0.9569434275273054,0,0,0,0,-9.29755864500424,-6.053794131219007,0.23741380870342255,50.314579010009766,1.7894818782806396
89,0.9564649558135419,0,0,0,0,-40,0,0.04763443022966385,9.066429138183594,2.461486339569092
90,0.9559867233356352,0,0,0,-1.156182394804952,0,-10.601551522908283,4.080170631408691,10.926355361938477,1.335807204246521
91,0.9555087299739674,0,0,0,0,-22.509661899056194,-12.789011121318056,4.283359050750732,129.59413146972656,1.986303448677063
92,0.9550309756089804,3,3,0,0,0,-20,0.3170256018638611,2.0232040882110596,44.645137786865234
93,0.954553460121176,4,4,0,0,0,-10.804600046132263,1.841154932975769,19.97463607788086,5.833187580108643
94,0.9540761833911156,0,0,0,-7.597295263560521,-31.204553963822633,-20.598886348150792,3.7341909408569336,12.8839111328125,0.3195338845252991
95,0.95359914529942,2,0,2,20,0,-20,0.03791932389140129,8.04548454284668,0.8097418546676636
96,0.9531223457267703,0,0,0,0,0,-4.190783525654142,0.10393259674310684,4.575777530670166,0.27361154556274414
97,0.952645784553907,0,0,0,0,0,-5.453516274355621,1.8322265148162842,6.352767467498779,40.48872756958008
98,0.9521694616616301,7,7,0,0,0,-4.894172216490233,0.683739185333252,0.377959668636322,5.389481067657471
99,0.9516933769307994,0,0,0,-0.7469374952750796,0,0,0.09812858700752258,5.379637718200684,1.4084172248840332
100,0.951217530242334,3,0,3,-0.6225331317610627,-4.382720458196966,0,0.31393274664878845,43.2418212890625,6.595293998718262
101,0.9507419214772129,2,0,2,0,0,0,0.25079360604286194,1.0764505863189697,2.3799521923065186
102,0.9502665505164744,0,0,0,-8.063715405340174,-20,-5.041684286652015,0.18807053565979004,14.919224739074707,23.31359100341797
103,0.9497914172412162,0,0,0,-2.377583005324531,0,0,0.016808904707431793,0.11242638528347015,0.7799372673034668
104,0.9493165215325956,0,0,0,0,-3.505530794596745,0,0.22317545115947723,4.618636131286621,2.148047685623169
105,0.9488418632718294,0,0,0,-1.0109867710304354,-22.01825466500245,0,0.026592202484607697,19.94607162475586,3.305445909500122
106,0.9483674423401935,2,0,2,-9.921493348066512,0,-7.1862003940571455,0.12866006791591644,111.6121826171875,2.7509028911590576
107,0.9478932586190235,2,2,0,0,-17.545175081610743,-9.491126586310578,0.058541666716337204,52.0405387878418,0.7066259980201721
108,0.9474193119897141,2,0,2,-4.1590256455335455,-20,0,0.43929603695869446,5.9733052253723145,19.768468856811523
109,0.9469456023337193,1,0,1,-7.9160777324058795,-2.2786225199447983,0,3.0998334884643555,6.078351020812988,29.636516571044922
110,0.9464721295325524,0,0,0,0,-13.847625441837947,-5.3504545501560274,0.1399720162153244,2.0067102909088135,22.90911293029785
111,0.9459988934677862,1,0,1,-6.047688120697773,-5.54983499156409,0,1.9816879034042358,18.178117752075195,4.433785915374756
112,0.9455258940210524,0,0,0,-2.0322042139707697,-7.674990725049448,-3.5682345101274526,2.877901315689087,1.464762568473816,4.760721206665039
113,0.9450531310740419,0,0,0,-3.5469292778819055,0,-20,0.20500433444976807,9.728753089904785,8.027013778686523
114,0.9445806045085049,0,0,0,-0.6799610340645845,0,-5.33766465526766,2.1562769412994385,18.870683670043945,0.5251361727714539
115,0.9441083142062507,0,0,0,-3.543662884797718,0,-4.865431551110865,0.5247602462768555,1.7134959697723389,7.905007362365723
116,0.9436362600491477,2,0,2,0,-6.708465032349632,-1.7228472449329368,0.4320771396160126,15.39807415008545,11.3617525100708
117,0.9431644419191232,3,1,2,-2.44772310784394,-2.8759386172660824,0,0.17980007827281952,0.057995159178972244,0.13711665570735931
118,0.9426928596981636,0,0,0,-3.5121533523031543,-2.327253698357696,0,1.1654329299926758,11.828709602355957,4.862117290496826
119,0.9422215132683146,0,0,0,-12.407267819869135,-7.676262491638375,0,0.10535911470651627,1.1802297830581665,11.4293851852417
120,0.9417504025116805,0,0,0,-3.741899117113531,0,-3.630054606660748,6.7225236892700195,1.6829931735992432,0.21816472709178925
121,0.9412795273104247,6,0,6,0,0,-2.1135962878162267,0.030835378915071487,6.270979404449463,1.3977173566818237
122,0.9408088875467696,0,0,0,0,0,-8.743853090141547,0.03831694275140762,11.319822311401367,8.705227851867676
123,0.9403384831029963,0,0,0,0,-6.213924004828645,0,13.210855484008789,1.9218252897262573,1.8632087707519531
124,0.9398683138614449,2,0,2,0,-2.782440629872723,0,5.075245380401611,0.15180806815624237,0.15076203644275665
125,0.9393983797045142,0,0,0,-5.991711548288547,-8.528350337165383,0,0.012872428633272648,2.058298349380493,8.78221321105957
126,0.938928680514662,0,0,0,0,-4.349273036478933,-1.9814240836050634,0.507854163646698,0.12421924620866776,3.07719087600708
127,0.9384592161744048,0,0,0,-6.02844489340478,0,-6.319157300764498,0.48658108711242676,0.4500944912433624,18.031871795654297
128,0.9379899865663176,0,0,0,0,-5.380538262365792,-2.1973248679253046,0.10913988947868347,17.208236694335938,0.00362768373452127
129,0.9375209915730345,2,2,0,-1.4926983331643284,0,0,11.718315124511719,14.198769569396973,9.676802635192871
130,0.937052231077248,0,0,0,0,0,0,12.195719718933105,2.1061267852783203,0.5224305391311646
131,0.9365837049617094,0,0,0,-3.0030623369138727,0,-6.281005864844602,0.20799458026885986,2.277848958969116,15.787332534790039
132,0.9361154131092286,1,0,1,-0.8178139744020418,0,0,0.016637973487377167,0.48792579770088196,5.4284820556640625
133,0.9356473554026741,0,0,0,-2.2608176552531583,-0.6623146183665907,-11.555305788020679,0.00017678699805401266,0.06078200414776802,1.4459726810455322
134,0.9351795317249728,0,0,0,-2.1311380264311457,-1.003148759906607,0,0.3337104618549347,2.822913646697998,0.8405913710594177
135,0.9347119419591103,3,2,1,0,0,-0.04455549818960014,0.24386779963970184,0.7771973609924316,33.60437774658203
136,0.9342445859881309,0,0,0,0,0,0,0.9775614738464355,1.843153476715088,3.201645612716675
137,0.9337774636951368,2,2,0,0,-1.513191770215514,-16.101106778893204,0.031015833839774132,8.4082612991333,2.472702980041504
138,0.9333105749632893,0,0,0,0,0,0,1.8410875797271729,1.0753189325332642,4.695491313934326
139,0.9328439196758077,0,0,0,-6.656870818589821,0,-1.6362572180191326,1.3952560424804688,10.503853797912598,8.156447410583496
140,0.9323774977159699,3,1,2,-8.132001928414116,0,0,1.0166070461273193,2.6506271362304688,3.365975856781006
141,0.9319113089671119,1,1,0,0,-2.40050234795493,-20,0.4774651527404785,0.08085460215806961,76.93264770507812
142,0.9314453533126285,0,0,0,0,-12.798401222661987,0,0.4503785967826843,0.6398522853851318,3.96250581741333
143,0.9309796306359722,0,0,0,-8.512632940945968,0,-4.0280476234498135,0.5257389545440674,0.11253129690885544,0.3150515854358673
144,0.9305141408206543,0,0,0,-15.370049325441087,-2.876369087413828,-18.11843929483014,0.13304249942302704,2.3292088508605957,3.8390846252441406
145,0.9300488837502441,0,0,0,0,-20,0,0.2962210476398468,0.0010939144995063543,9.619902610778809
146,0.9295838593083691,0,0,0,0,0,0,0.6578863263130188,15.69709587097168,1.0933550596237183
147,0.929119067378715,0,0,0,-20,-2.4513286079825094,-2.508529543287352,3.84132719039917,2.582002639770508,0.0007772785029374063
148,0.9286545078450257,0,0,0,-8.253441467153133,0,-1.7229408079094277,1.3138229846954346,2.977156400680542,7.2082390785217285
149,0.9281901805911033,4,4,0,-1.5682114667241787,0,-5.252102170383676,0.2950180768966675,1.5208765268325806,0.9298674464225769
150,0.9277260855008077,0,0,0,0,0,-1.0586286440041803,0.03776312246918678,0.0053248172625899315,8.41805362701416
151,0.9272622224580573,0,0,0,-7.234254594650936,-2.1399648086401246,0,0.4293307960033417,0.8716542720794678,5.896117210388184
152,0.9267985913468284,0,0,0,0,0,-0.5721916744095079,0.18708667159080505,27.898895263671875,1.8912858963012695
153,0.926335192051155,2,0,2,0,0,0,4.6522603034973145,0.06723463535308838,2.7725963592529297
154,0.9258720244551295,0,0,0,-10.895592717950992,0,0,3.595191717147827,0.12712125480175018,13.639382362365723
155,0.925409088442902,0,0,0,-39.25583818987555,-15.563469351516403,0,0.042073074728250504,4.052673816680908,0.7353554368019104
156,0.9249463838986807,0,0,0,-13.197975165117507,-4.1905126227908545,-1.5732867690126273,0.9649953246116638,1.7693158388137817,0.3051169216632843
157,0.9244839107067314,0,0,0,0,-2.0768051112544845,-14.757477384584663,8.205742835998535,27.100383758544922,1.0620096921920776
158,0.9240216687513781,1,0,1,-3.355823069495138,-6.503429971608227,-0.009153316977881243,8.471162796020508,3.9871928691864014,42.825069427490234
159,0.9235596579170025,5,2,3,-2.657761532485222,0,-3.511644502740581,0.3255327045917511,1.2300782203674316,2.6658151149749756
160,0.923097878088044,0,0,0,-3.8558324635981864,0,-10.509926773353415,19.87085723876953,1.6550699472427368,2.953524589538574
161,0.9226363291490001,0,0,0,0,-3.6044166664297435,0,7.574001789093018,0.24816754460334778,0.7292835712432861
162,0.9221750109844257,0,0,0,-1.3286460025244784,-3.7626737439582736,-2.428583267278545,0.031317707151174545,1.3932380676269531,38.89911651611328
163,0.9217139234789336,0,0,0,-3.3990685481186,0,0,0.1517055332660675,4.994528770446777,0.03897206857800484
164,0.9212530665171942,2,2,0,0,0,-5.077148524537354,3.0097968578338623,2.75722074508667,1.6669355630874634
165,0.9207924399839357,2,2,0,0,0,0,1.7569743394851685,4.398709297180176,1.307366132736206
166,0.9203320437639437,0,0,0,-2.0061534058202137,0,0,0.00047655246453359723,1.1019376516342163,0.3185551166534424
167,0.9198718777420618,2,0,2,0,-3.3273973913261945,0,1.9483684301376343,0.5616620182991028,1.8099570274353027
168,0.9194119418031909,0,0,0,-1.3252589627118416,0,-5.744844114692058,6.460623741149902,0.08792481571435928,4.363907814025879
169,0.9189522358322894,2,0,2,0,0,0,0.4976019263267517,1.3410722017288208,3.565583028830588e-08
170,0.9184927597143733,1,0,1,0,0,-3.4259163361241423,0.0025399455334991217,0.2772110104560852,0.277950644493103
171,0.9180335133345161,3,0,3,0,-4.772319216115869,0,7.306651592254639,1.8036552667617798,1.9562863111495972
172,0.917574496577849,0,0,0,-12.412965555318227,0,-4.100615010199471,4.1598687171936035,3.713057279586792,1.301397442817688
173,0.9171157093295601,0,0,0,0,-32.055498149737375,0,3.930752754211426,1.3326126337051392,1.5826585292816162
174,0.9166571514748953,0,0,0,0,-2.8816702142377677,0,0.4552069306373596,22.87335777282715,0.02681833505630493
175,0.916198822899158,0,0,0,-9.740702565932136,0,0,0.13715267181396484,13.040216445922852,2.5937774181365967
176,0.9157407234877085,1,1,0,0,-16.655178120745322,0,3.9863779544830322,3.0690724849700928,1.4774909019470215
177,0.9152828531259647,6,4,2,0,0,0,3.553297758102417,0.1770523488521576,2.4290449619293213
178,0.9148252116994018,1,0,1,0,-2.1789431404846527,-9.010240243880398,44.26951217651367,6.07062292098999,2.5647518634796143
179,0.9143677990935521,0,0,0,0,0,0,0.011783739551901817,0.05537419766187668,1.5129516124725342
180,0.9139106151940054,1,0,1,0,0,0,2.5933735370635986,3.7729103565216064,0.28167763352394104
181,0.9134536598864085,0,0,0,-2.2660472737148654,-1.8277981944962707,-0.7065816640749745,0.3870592713356018,0.11860506981611252,1.1798547506332397
182,0.9129969330564653,1,1,0,0,-2.335051167384605,-3.075797088723843,0.03461191803216934,4.232556343078613,1.8373963832855225
183,0.9125404345899372,0,0,0,0,-3.1633874799349737,0,0.8911796808242798,6.998741626739502,2.048497200012207
184,0.9120841643726423,1,0,1,0,-4.099809548392938,0,2.9221010208129883,0.20250926911830902,0.00022105095558799803
185,0.911628122290456,0,0,0,0,0,0,0.9232450723648071,0.5930240750312805,3.569711685180664
186,0.9111723082293108,0,0,0,-5.819663037556659,0,0,0.5712841153144836,0.003492264309898019,2.468766450881958
187,0.9107167220751963,0,0,0,0,0,-2.924580665290853,1.0963386297225952,0.07989856600761414,0.001918136840686202
188,0.9102613637141588,1,1,0,-1.0081413865516864,0,0,0.307413786649704,0.5525310039520264,0.6538246273994446
189,0.9098062330323018,4,0,4,0,0,0,0.47256970405578613,1.812734603881836,0.1804792732000351
190,0.9093513299157857,6,2,4,-7.905723685836671,-4.317819802375326,0,7.309622764587402,5.381571292877197,0.09444624185562134
191,0.9088966542508279,1,1,0,0,0,0,4.648069381713867,3.186929225921631,0.01705492101609707
192,0.9084422059237025,0,0,0,-20,0,0,0.01720939390361309,1.0236742496490479,0.2458498179912567
193,0.9079879848207407,1,1,0,0,0,0,47.689544677734375,4.720512866973877,0.05470924451947212
194,0.9075339908283304,1,1,0,0,0,0,4.06880521774292,0.31779715418815613,0.6584944725036621
195,0.9070802238329163,0,0,0,-0.7497826305919464,0,-3.140058705496931,3.615987777709961,4.525909423828125,9.581972122192383
196,0.9066266837209999,0,0,0,0,0,0,0.5546119213104248,0.3159831464290619,3.2844717502593994
197,0.9061733703791394,0,0,0,-1.0860582543146635,0,0,1.7426005601882935,0.15635930001735687,1.5401690006256104
198,0.9057202836939499,0,0,0,0,-20,0,1.5416440963745117,1.7444592714309692,5.308419704437256
199,0.9052674235521029,2,2,0,0,-2.190957159516086,0,0.6258502006530762,0.7117917537689209,1.0819718837738037
200,0.9048147898403269,0,0,0,-23.562580709408504,-17.432677417814716,0,0.0009130773833021522,0.33092424273490906,0.49188342690467834
201,0.9043623824454068,1,0,1,0,0,0,0.06377916038036346,0.4794481098651886,0.26798683404922485
202,0.9039102012541841,1,0,1,-7.688696302331872,-9.504227824952283,-2.1337239179988345,114.27578735351562,9.866113662719727,1.4508626461029053
203,0.9034582461535571,0,0,0,-3.1071178766888146,-7.735494997332008,-2.2976124501900994,0.06955277174711227,46.393733978271484,0.014695124700665474
204,0.9030065170304803,2,2,0,0,0,0,2.2793562412261963,6.707912921905518,0.0030288114212453365
205,0.9025550137719651,2,2,0,20,-20,0,6.499475955963135,3.6189897060394287,0.009608916938304901
206,0.9021037362650792,1,1,0,0,-2.4483769437775758,0,0.0005815603653900325,0.3181789815425873,0.11268267035484314
207,0.9016526843969468,0,0,0,0,0,0,3.1655445098876953,0.033361926674842834,0.005349690094590187
208,0.9012018580547484,0,0,0,-4.604113474147995,0,-3.022392965970984,1.4837480783462524,0.246510848402977,1.9944515228271484
209,0.900751257125721,0,0,0,0,-5.389527364725655,0,2.7236766815185547,3.3352155685424805,0.13100498914718628
210,0.9003008814971583,0,0,0,-7.563548523300923,0,0,2.058823823928833,0.39263206720352173,0.3519640564918518
211,0.8998507310564098,2,0,2,0,0,0,1.346657395362854,3.139310836791992,4.017192363739014
212,0.8994008056908817,0,0,0,0,0,-5.271037190466352,0.12536603212356567,0.33397936820983887,0.5752160549163818
213,0.8989511052880362,4,2,2,0,0,0,1.1599254608154297,0.5297336578369141,4.444879531860352
214,0.8985016297353923,3,0,3,-1.0719182050341214,-5.893161561507937,0,2.1599223613739014,0.004411563277244568,0.15558232367038727
215,0.8980523789205246,0,0,0,0,-4.036626523941937,0,0.10344861447811127,2.8988289833068848,0.22799620032310486
216,0.8976033527310644,3,0,3,0,0,0,4.8350911140441895,0.006154434289783239,1.6127303838729858
217,0.8971545510546989,5,3,2,0,0,0,0.01264878362417221,0.4173160493373871,0.028818080201745033
218,0.8967059737791716,1,0,1,0,0,0,0.5917329788208008,0.23111285269260406,2.828187942504883
219,0.8962576207922821,0,0,0,-5.166309897523929,-3.5343465923574136,0,0.13833963871002197,1.270943522453308,0.27095475792884827
220,0.895809491981886,1,0,1,0,0,0,0.0420551560819149,6.574023246765137,1.148003101348877
221,0.8953615872358951,3,0,3,-6.281621991593335,-1.6422623267373382,0,1.1854718923568726,1.2836012840270996,0.4726424813270569
222,0.8949139064422772,3,0,3,-0.7806276251546773,-1.7472869120152734,0,1.4225188493728638,0.032466404139995575,0.7182253003120422
223,0.8944664494890561,2,0,2,0,0,0,0.4174289405345917,0.02356666699051857,0.011544992215931416
224,0.8940192162643116,3,1,2,0,-2.1094244581391,-1.3994253911652432,0.9784256219863892,0.13968458771705627,0.010238565504550934
225,0.8935722066561794,0,0,0,0,0,0,0.0013820736203342676,0.054953549057245255,0.2630508840084076
226,0.8931254205528514,2,0,2,0,0,0,0.40546178817749023,0.2122620940208435,0.007330118678510189
227,0.8926788578425751,0,0,0,-1.1903655977209993,-9.367637857466017,-6.430885137850209,6.6683430671691895,0.3012993335723877,1.296142816543579
228,0.8922325184136538,0,0,0,0,0,0,1.8243966102600098,1.9174991846084595,1.135428547859192
229,0.891786402154447,0,0,0,0,-3.7519620213452693,0,1.3183358907699585,0.9037630558013916,5.803326606750488
230,0.8913405089533699,0,0,0,0,-11.545457271876508,-9.77377591458025,0.224490225315094,1.3636698722839355,0.03964988514780998
231,0.8908948386988933,0,0,0,0,-6.417584742779546,-5.40782049224655,0.18706439435482025,0.5428422093391418,0.055866535753011703
232,0.8904493912795439,0,0,0,0,-3.4424757811861606,0,0.4878928065299988,2.340169668197632,0.7588226199150085
233,0.8900041665839042,0,0,0,0,0,0,0.29320111870765686,0.01782601699233055,0.00812442135065794
