episode,epsilon,collision_0,collision_1,collision_2,collision_3,collision_4,collision_5,collision_6,collision_7,collision_8,collision_9,collision_10,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10
1,0.999,5,2,0,0,0,0,3,0,0,0,0,-8.438682438339013,0,-8.492707555045332,-20,-30.570339208395804,-15.982436997589105,-8.305292806846433,-2.1200582110448343,-3.9948122744201915,-1.3918216487838087,-15.208986616974371,0.00966507475823164,0.0008899654494598508,0.6154531836509705,19.264204025268555,168.90884399414062,0.018695585429668427,0.35735374689102173,0.03967069834470749,0.5971812605857849,0.8811435103416443,10.516338348388672
2,0.998001,0,0,0,0,0,0,0,0,0,0,0,-5.450644422920889,0,-4.273994339292713,0,-3.31540129034454,-28.671450225621548,-10.795419292453882,0,-11.258409369422049,-7.883430378728921,0,0.043047189712524414,2.6762959350890014e-06,0.5181925296783447,4.272576332092285,1.939389705657959,112.47833251953125,0.203781396150589,0.005141480825841427,0.4898895025253296,5.035613059997559,0.5385409593582153
3,0.997002999,3,0,0,0,3,0,0,0,0,0,0,-3.6687426646078234,-3.0676779866448562,-10.710300533538572,0,0,-2.6997390509923016,0,-1.1495690781227452,0,-7.873830358530132,-20,0.31593945622444153,0.00013123475946485996,12.65353775024414,0.0010421002516523004,0.45125263929367065,2.115558385848999,4.393777370452881,0.028510142117738724,0.582675039768219,0.33781132102012634,0.28660711646080017
4,0.996005996001,0,0,0,0,0,0,0,0,0,0,0,-3.087434087262029,-2.9240394598035127,-27.167496672601533,-11.157238030137998,0,-0.561691484011424,-3.4511032229455525,-11.158530575242553,-28.84995565972799,-2.194127557484942,-16.514060483017452,1.009254813194275,0.2383500188589096,0.0325198695063591,8.239545822143555,6.395776271820068,56.454105377197266,6.874226528452709e-05,0.033490438014268875,0.05542908236384392,0.004829947371035814,82.28650665283203
5,0.995009990004999,1,0,0,0,0,0,1,0,0,0,0,0,0,-2.857697759740947,0,-14.076177637961791,-10.335354345503125,-7.809272306190192,0,-20,-10.593809001244008,-4.46596254591256,1.2167545557022095,0.0014912093756720424,143.75657653808594,90.35835266113281,0.012635004706680775,65.7715835571289,0.05441586300730705,0.05531620979309082,0.41628891229629517,0.112680584192276,0.719028890132904
6,0.994014980014994,1,0,0,0,1,0,0,0,0,0,0,0,0,-9.279999972739542,0,0,-4.56650911836404,-3.7065820264320113,0,-19.015112625725095,-2.992213551463339,0,1.2952078580856323,0.11503607034683228,0.021557778120040894,61.48528289794922,14.878540992736816,0.32288551330566406,0.3746538758277893,0.0037457419093698263,0.6282565593719482,0.000505350879393518,13.772699356079102
7,0.993020965034979,0,0,0,0,0,0,0,0,0,0,0,-6.228099799870394,0,0,-1.3231131727701007,-9.215749577238963,0,-16.69039729187671,-20,-20,-0.01116066318336939,-3.4176799863253446,9.825965881347656,0.12059230357408524,0.9815880656242371,1.283685564994812,1.206013798713684,0.14473912119865417,0.29754194617271423,0.00309811532497406,0.02212580293416977,0.4001065194606781,9.792853355407715
8,0.9920279440699441,6,0,0,0,0,0,2,0,2,2,0,-2.1229346403420744,-5.543179969963043,-10.871570422807784,-3.9920186798447075,-19.974150365339806,-1.6077671119379144,0,-24.256969067903555,-3.1659012829898154,-1.5486849494137833,-1.4020151356458022,0.30943167209625244,0.021357189863920212,3.7954938411712646,30.826505661010742,6.857385158538818,0.014958025887608528,0.022444916889071465,0.0029948956798762083,6.271432876586914,0.877052903175354,18.39609718322754
9,0.9910359161258742,2,0,0,0,0,0,0,2,0,0,0,-20,0,0,0,0,-10.526337879371441,-17.46602034801293,-26.262747463591054,-1.1743798670076355,-1.95408976554869,-0.22117576741368827,0.47496697306632996,0.006030088756233454,0.7778049111366272,0.26212161779403687,8.2538062997628e-06,0.3459218442440033,0.46918508410453796,0.14434568583965302,35.70594024658203,0.03196725994348526,0.00012492673704400659
10,0.9900448802097482,2,0,0,0,0,0,0,1,0,1,0,-0.6230881845724556,0,-9.983398780528162,-10.458070881767874,-0.14912007709758424,-0.9797901467049575,-20,0,0,-8.582164561045447,-3.3420948395180923,0.282193124294281,0.009361016564071178,0.00013270281488075852,0.698769211769104,0.008715501055121422,3.2942183017730713,0.01563453860580921,1.3355580568313599,59.5687370300293,0.7756184339523315,0.08566319942474365
11,0.9890548353295385,9,0,3,2,3,0,0,0,0,0,1,-2.1237141075972388,0,0,-20,-2.3152284692073795,-3.339697368108597,0,0,-33.242866063564826,0,-1.254137687798782,0.6999750733375549,0.35465025901794434,0.1026836633682251,4.916954040527344,0.039590515196323395,0.6664716601371765,0.0001643953291932121,0.005506034474819899,4.232093334197998,7.249508053064346e-05,0.23319369554519653
12,0.988065780494209,1,0,0,0,0,0,1,0,0,0,0,-9.973938757254546,0,-5.144340679890991,0,-3.782392028458905,0,-2.245960420183683,-12.993252100365737,-7.985321276375091,-27.09792944667077,-20,0.0029769698157906532,0.2466696947813034,0.5630594491958618,0.25131648778915405,0.43222132325172424,47.57360076904297,22.099977493286133,13.705324172973633,0.0007699574925936759,0.5616934895515442,0.5710588693618774
13,0.9870777147137147,3,0,2,1,0,0,0,0,0,0,0,0,-15.607160192769541,-3.591464890073871,-20,-20,-6.557305767630167,-5.542051345492479,-4.667001999951811,0,-0.2622382324028494,0,0.7227540016174316,23.0249080657959,2.065993547439575,0.38052496314048767,0.27221357822418213,0.27757468819618225,83.557861328125,0.9902069568634033,0.44053834676742554,0.3422640860080719,0.641762375831604
14,0.986090636999001,3,0,0,0,1,0,0,0,0,2,0,0,0,-2.6265669774828626,-2.3442435272821402,-22.388038486872116,-23.025764230884143,-22.762679113387435,-20,-2.5463270839235648,0,-20,0.12931770086288452,0.35756534337997437,3.5726239681243896,31.569597244262695,0.0020551590714603662,0.11603403091430664,54.443809509277344,0.9001003503799438,21.44240379333496,0.2645980417728424,14.31767749786377
15,0.9851045463620021,1,0,0,0,0,1,0,0,0,0,0,0,-20,-10.113491956598654,-20,0,0,-8.369445789846665,-20,-3.092784252298788,-3.943758926991564,-20,0.26847779750823975,28.47184181213379,2.178119421005249,1.7102817296981812,13.293704986572266,0.006410978734493256,2.9810311794281006,0.16969896852970123,0.2842964231967926,12.071624755859375,0.03203345462679863
16,0.98411944181564,0,0,0,0,0,0,0,0,0,0,0,-9.235215321668624,-7.48946059830102,0,-20,-15.428064267413506,-20.582523330767323,-9.05138483573541,-9.996989977618625,0,-9.121661874932597,0,3.5545473098754883,0.00012259534560143948,11.66627025604248,3.0415475368499756,3.780961513519287,3.092111349105835,15.75539779663086,0.004060692619532347,0.9646806120872498,0.6171339154243469,2.5701797008514404
17,0.9831353223738244,6,4,0,0,0,0,2,0,0,0,0,0,-11.503875541321719,-13.063274187161504,-20,-10.05741011970393,-9.479264341630298,0,0,-5.423765665179238,0,0,1.9164462089538574,0.38884231448173523,0.7098588347434998,1.3902206420898438,5.541240215301514,1.4470967054367065,7.276116371154785,6.118929862976074,0.0014688658993691206,1.6782938241958618,0.031109623610973358
18,0.9821521870514506,2,0,2,0,0,0,0,0,0,0,0,-3.2498545837467248,-30.861784951317954,0,-23.83378727965911,-4.768330106801057,0,-4.35287284613884,-6.402625645058681,0,-24.36639173567432,-8.150966648001464,1.4420350790023804,0.6017248630523682,7.224337577819824,9.980072975158691,0.020012129098176956,7.216116905212402,0.02223687246441841,0.21656407415866852,1.909396767616272,8.037489891052246,1.7914495468139648
19,0.9811700348643991,6,0,0,1,1,0,0,0,3,1,0,-9.451879323682531,-3.8075952311521224,-20,0,-5.543612937260072,-0.531357096221079,-1.6498681973244556,-15.310155925069772,0,-21.494052821139363,-16.369300731714105,0.4050310254096985,3.2873899936676025,1.3943594694137573,1.149749517440796,0.0012674072058871388,1.5406057834625244,0.08325856924057007,0.1160791888833046,7.261707305908203,0.0064862980507314205,2.2634928226470947
20,0.9801888648295347,3,0,0,0,0,0,0,0,0,0,3,0,-23.931039446098104,-2.5471354573195444,-2.901098127766365,-17.57252966249544,0,-22.02042228457252,-23.335275588957042,-15.958143295064495,0,-2.7410485484615963,0.025343487039208412,0.1581905633211136,0.12780630588531494,0.14224037528038025,0.39072513580322266,0.19028137624263763,21.921152114868164,0.28266245126724243,0.2524207830429077,1.3579115867614746,3.5512845516204834
21,0.9792086759647052,5,0,2,0,0,0,0,0,0,0,3,-3.7032755798795542,-7.200122192668118,-2.561358819460543,-2.8931512909075585,0,-6.984068519805173,-7.205235077493629,-4.66387568352931,-5.6512479394097515,0,-5.631658621338188,3.4941322803497314,0.3985860049724579,2.4633302688598633,7.984191417694092,3.05062198638916,33.24058532714844,1.8220453262329102,10.55882453918457,0.5715512037277222,0.15189391374588013,3.9318759441375732
22,0.9782294672887405,2,2,0,0,0,0,0,0,0,0,0,-5.003385510310135,-4.172534346229735,0,-10.783396239334742,-2.5597173084652804,-1.7861381809883836,-5.209889011828526,-2.4318211600717614,-24.189513327705562,0,-3.9044741009733763,7.154516220092773,1.3957427740097046,5.904827117919922,5.530617713928223,2.1954996585845947,0.057344742119312286,2.4563376903533936,4.190587520599365,7.16031551361084,59.09431457519531,0.30858877301216125
23,0.9772512378214517,0,0,0,0,0,0,0,0,0,0,0,-5.259925188692071,-2.697300122883238,0,-8.658643907056437,-9.088843024811627,-13.65444586603883,0,0,-3.6979209138801545,0,-0.6954661034011167,9.604811668395996,1.8708083629608154,0.11095646023750305,9.55215072631836,5.188544750213623,2.9141640663146973,0.0219375342130661,0.11057938635349274,4.270633697509766,0.07541564851999283,0.0723394826054573
24,0.9762739865836303,3,0,0,0,0,0,0,2,1,0,0,0,-20,-20,-20,-34.18747187131865,0,-23.5215759272147,-2.637764215988997,-4.184011889105097,-4.1736083274060825,-13.056999379270827,1.4270306825637817,0.004060935694724321,49.317771911621094,3.492631435394287,1.6954325437545776,0.05776640772819519,12.049063682556152,0.48071548342704773,16.691518783569336,0.6274782419204712,0.0784810483455658
25,0.9752977125970467,5,0,2,1,0,0,0,0,0,0,2,0,-15.28984149320673,-4.759191907516051,-0.4992565968620255,-3.6465975157438795,-2.297457297464853,0,-6.638891400115596,0,-4.044379914121399,-4.637689253252123,0.0635688304901123,1.3178290128707886,14.772771835327148,0.20968380570411682,2.2896206378936768,0.6252471208572388,3.283275842666626,0.8298919200897217,0.13209247589111328,3.1927578449249268,1.0212758779525757
26,0.9743224148844496,1,0,1,0,0,0,0,0,0,0,0,0,-8.9456911906666,-3.6155513305098554,-3.763347262778324,0,0,-4.914716211778054,0,0,-17.00158101441649,-20,4.870729923248291,7.175533294677734,0.09844730794429779,0.03951199725270271,0.0761939138174057,2.5223143100738525,0.34178221225738525,3.486417770385742,20.385805130004883,21.626115798950195,3.0416738986968994
27,0.9733480924695651,8,0,4,0,0,0,2,0,2,0,0,0,-1.8868850937676296,0,0,-11.245269062744955,-1.3026577412331641,-20,-0.3016616103376246,0,0,0,0.6609863638877869,3.909642457962036,0.008516726084053516,5.202639579772949,9.374070167541504,0.08265098929405212,3.584906578063965,0.047169748693704605,16.326231002807617,0.5912774801254272,7.897683620452881
episode,epsilon,collision_0,collision_1,collision_2,collision_3,collision_4,collision_5,collision_6,collision_7,collision_8,collision_9,collision_10,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10
1,0.9995,4,0,0,1,0,2,0,0,1,0,0,-7.777769509067905,-2.1763962860255877,0,0,-0.895768193702795,-19.468620295315095,-18.05126515648245,0,-20,-20.235855988634825,0,0.7532435059547424,0.04862318933010101,0.012100780382752419,0.5543875098228455,0.08252576738595963,0.03848615288734436,6.537437915802002,0.03541622310876846,11.64164924621582,12.660706520080566,5.183274538467231e-07
2,0.9990002500000001,2,0,0,0,0,0,2,0,0,0,0,-5.432186011037211,-1.7763744009991878,-17.583697401511927,-20,-3.4860586416362676,-5.695235420546842,-3.282124720974619,-2.5280426833848764,0,0,-17.066902833158615,0.12237942218780518,0.018221192061901093,0.009040660224854946,0.04518767073750496,1.6534467935562134,0.013466864824295044,2.0956013202667236,3.024771467607934e-05,0.0001653447252465412,0.0026040254160761833,0.7157748341560364
3,0.9985007498750001,4,1,0,2,0,1,0,0,0,0,0,-2.1419052961585594,-11.078439062255432,-20,0,0,0,0,-18.71745092127884,0,0,-11.368065015405953,2.441889762878418,0.01717277243733406,16.641948699951172,0.0037844113539904356,0.00792536698281765,0.2554132044315338,2.315030097961426,52.955833435058594,82.212158203125,0.010685457848012447,1.1037309169769287
4,0.9980014995000627,0,0,0,0,0,0,0,0,0,0,0,0,-2.5580066396888315,0,0,-20,-40,-3.8557552769342758,-2.9740307228941187,-12.42141483456907,0,0,0.00010325646871933714,0.11082180589437485,0.015117747709155083,8.435302879661322e-05,0.01585385762155056,303.3948669433594,1.4340533018112183,0.0019106586696580052,36.13900375366211,1.1180821657180786,0.5981830954551697
5,0.9975024987503127,2,0,0,0,0,0,0,0,2,0,0,0,-4.0738766281541405,-3.53558059926376,-7.746386637310833,-5.955471983683311,0,0,0,-22.162535706524928,-12.235363410021879,-30.806633008285512,0.0018396324012428522,0.11510922759771347,0.0055498541332781315,0.00020155045785941184,0.016941890120506287,330.663330078125,0.015177274122834206,75.25557708740234,0.3908962607383728,0.07512208819389343,1.0620121955871582
6,0.9970037475009376,1,0,0,0,1,0,0,0,0,0,0,-17.633952607248478,-6.990214047106653,-15.01781261989145,-11.660130206746029,-20,0,-4.118823885012993,-3.614549263613033,-4.293990333077635,-3.7547180411600043,0,51.307586669921875,0.3171612620353699,87.5151596069336,0.498928427696228,92.14726257324219,1.9670053720474243,0.11527646332979202,0.1565585732460022,0.5816835165023804,0.23565834760665894,0.018961837515234947
7,0.9965052456271871,8,0,0,0,2,0,0,1,5,0,0,-2.6823734452991514,-13.099425064160409,0,-20,-0.029222109661191098,0,-14.97881359719629,-20,0,-11.416528849862937,0,5.175874710083008,0.00473238667473197,0.4388008415699005,0.0611172616481781,0.07355877012014389,0.004583711735904217,0.7924727201461792,0.008429117500782013,5.208965301513672,0.2503844201564789,0.18613708019256592
8,0.9960069930043736,3,0,0,2,0,0,0,0,0,1,0,0,-15.331218580203748,-15.066169516960654,0,0,-3.81239333764051,-7.632512023212225,-19.70873649022162,0,0,-2.2359391924414918,1.6628189086914062,0.024495406076312065,0.037089910358190536,4.5068745613098145,0.6755539178848267,72.50177001953125,0.24985624849796295,0.20141403377056122,0.005752392113208771,1.960894227027893,0.13296666741371155
9,0.9955089895078715,5,0,2,0,0,0,0,0,0,1,2,-12.155620395692651,0,-0.6544618914299649,-20,-2.497834116465281,-5.033434363176169,0,0,-6.241797704881901,-13.99557607138955,0,0.0017190076177939773,0.0017420111689716578,0.09397982805967331,3.271652936935425,0.033905837684869766,0.08669591695070267,25.602643966674805,0.05415594205260277,0.20337247848510742,0.16344276070594788,0.521864116191864
10,0.9950112350131176,2,0,0,0,0,0,2,0,0,0,0,0,-7.813035261091219,0,-4.513423414491203,0,-20,-4.081973460954642,-12.612905192200019,-28.8850094175832,-11.910580466095055,-3.207685939689181,0.04970298707485199,0.564076840877533,0.2352917343378067,9.49348258972168,0.0001721733860904351,1.5696941614151,0.12195246666669846,0.32731229066848755,0.09768873453140259,0.5362895131111145,0.5712328553199768
11,0.9945137293956111,8,5,0,0,0,1,2,0,0,0,0,0,-15.214411115739415,-31.099569984740064,-4.781061407552721,-0.18325734092251134,-6.558059027053461,0,-19.01390623084162,-28.42815200157476,-22.64990740793833,-20,0.0018401334527879953,0.3072200119495392,0.05739270895719528,0.0712570920586586,1.5719544887542725,1.2642825841903687,0.34300124645233154,0.13923121988773346,0.03209023177623749,35.28905487060547,0.217023104429245
12,0.9940164725309134,4,0,0,2,0,0,0,0,2,0,0,-6.5886742777126095,-20,-20,-20,0,-8.976522179209656,0,0,-7.3199581106484075,-32.482040657638585,-5.672008798248464,0.0528535395860672,0.2810341715812683,0.00708951847627759,0.02899835631251335,0.1673932820558548,7.311347961425781,0.3304767310619354,0.4761773943901062,0.6007654070854187,14.49189281463623,0.16588862240314484
13,0.993519464294648,3,0,0,0,0,0,0,0,0,3,0,0,-20,-9.935893311701296,-11.215168231374804,-4.150450752771176,-6.716159153110129,-20,-20.66335452314711,0,0,-40,0.09513111412525177,0.5314981341362,0.07710011303424835,0.8632078170776367,0.05706162378191948,16.943647384643555,0.17171163856983185,0.8036910891532898,70.94852447509766,0.006493250839412212,0.18244877457618713
14,0.9930227045625007,0,0,0,0,0,0,0,0,0,0,0,-17.78589504247618,-14.476543257289434,0,-0.4930652501093524,-9.846621375107404,0,-2.3110223618354855,0,-2.402529886973825,-1.525664343648625,-2.2890451929020905,19.795568466186523,0.3433666229248047,0.03200354799628258,3.540687322616577,0.1839413046836853,0.4034630060195923,0.11264985799789429,2.3239893913269043,83.13494873046875,0.035582125186920166,5.587365627288818
15,0.9925261932102195,1,0,0,0,0,0,0,1,0,0,0,-1.8177267673448605,-26.67527848133901,-0.4050573298031668,-19.04379153709155,-3.455965943577086,-2.510639920909086,-1.7703640564643641,0,-13.383604957061795,0,-20.467754854010284,0.0001559183292556554,66.5882568359375,0.25080418586730957,7.791344165802002,9.809680938720703,4.6226725578308105,0.07390403747558594,3.0366828441619873,3.29475998878479,2.0515942573547363,0.6470531821250916
16,0.9920299301136144,0,0,0,0,0,0,0,0,0,0,0,-14.575292013529596,-2.1456309555555477,-20,-2.865129366832955,-1.9393054854451397,-6.766492140088076,-8.111138796992705,-2.371036468528894,0,-13.93286472989327,0,0.1727467030286789,0.010497006587684155,2.021657943725586,80.45308685302734,0.5498059988021851,0.9178173542022705,0.09940896928310394,3.1907098293304443,6.061492919921875,0.2946840822696686,0.1723017543554306
17,0.9915339151485576,3,0,0,0,0,0,2,0,1,0,0,-3.0956884078860636,-1.434400229848547,-2.783912652986953,0,-20,0,-22.944559369782656,-24.461623947775294,-6.711468027623789,-5.6330937824814455,-17.75360899615145,0.6634876728057861,0.6972541213035583,1.3043490648269653,0.6306435465812683,2.7666985988616943,0.0002600625157356262,0.08373448252677917,4.146458148956299,6.588445663452148,0.5449268221855164,58.33778381347656
18,0.9910381481909833,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,-3.303151881244913,-2.5560182332083667,-12.779693265868342,-2.1980244023786772,-38.30302032118081,-20,0.5605741143226624,15.166563987731934,0.018813733011484146,2.333524703979492,23.977128982543945,1.7500121593475342,0.8907908201217651,0.004778949078172445,0.15119020640850067,0.9500307440757751,25.0067195892334
19,0.990542629116888,0,0,0,0,0,0,0,0,0,0,0,0,-1.6856089387296813,-20,-2.8612298820662585,-16.25402573793874,-18.308592831063336,-20,0,-13.304399934538727,-3.797237028560376,0,0.005135552491992712,1.0796113014221191,1.9967687129974365,0.5039402842521667,1.3455864191055298,0.11199591308832169,0.2695474326610565,1.549974799156189,0.13401617109775543,6.186675071716309,2.104231119155884
20,0.9900473578023296,0,0,0,0,0,0,0,0,0,0,0,-0.18038344043592724,-5.624610355586284,-16.713722620792105,0,0,0,-1.0208004247822067,-16.278871847895353,-2.8053269071660054,-2.5508204976190267,0,0.6762168407440186,0.5190113186836243,1.1902130842208862,0.08680827170610428,0.351833313703537,0.0065665775910019875,1.1506638526916504,0.7037909626960754,3.570926855900325e-05,0.031621381640434265,1.8766083717346191
21,0.9895523341234285,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,-20.461002416376083,-20.038471438609832,-3.4597901823659027,0,0,-19.296702652727355,-40,0.06042386218905449,1.3867460489273071,0.5921834707260132,0.03779871016740799,0.05049693584442139,0.03917603939771652,0.13847890496253967,0.31517791748046875,1.2835137844085693,0.07321678847074509,1.8137426376342773
22,0.9890575579563669,2,0,0,0,2,0,0,0,0,0,0,0,-13.137458176298798,-2.529320725205105,-7.29563476660775,-3.2560266317181243,-13.727245494219634,0,-15.958743080119355,-15.33059311032815,-7.43167960334675,-3.388383410785008,0.1444123238325119,0.12357406318187714,1.8912544250488281,90.67039489746094,91.98628234863281,0.09802316129207611,0.0489208921790123,0.0004939674981869757,0.03402678295969963,11.641032218933105,0.3085273206233978
23,0.9885630291773887,0,0,0,0,0,0,0,0,0,0,0,-15.057655615866107,-3.9272443380572852,0,0,-5.250782365473808,-21.294030461909557,-20,-19.28039155236875,-22.262023036073327,-6.244919352809504,-10.288373230247608,0.7069170475006104,0.6296799778938293,1.839205265045166,0.5435014963150024,0.0014482694678008556,15.005456924438477,0.45814570784568787,21.784215927124023,0.47805315256118774,16.89254379272461,0.2378670871257782
24,0.9880687476628001,12,0,0,0,0,8,0,0,0,0,4,0,0,-2.8053989989818247,-14.444693439243654,-10.833417516284568,-4.550554640609578,-11.055328385645938,0,0,0,0,0.7864325046539307,0.18803951144218445,6.928980350494385,0.015622690320014954,13.816798210144043,0.9601327776908875,0.2238711565732956,1.472244381904602,0.04462719336152077,1.2717649936676025,0.06737961620092392
25,0.9875747132889687,10,0,0,0,3,1,6,0,0,0,0,-1.1264026977386465,-23.226018265822397,-9.369492883456823,-6.862078938106412,-4.116550753355731,-20,-17.92787460415809,0,0,-7.57957920150617,-0.46762290082677405,0.0433083213865757,0.001869373838417232,11.003206253051758,0.0839841365814209,0.2325648069381714,1.3929803371429443,25.077728271484375,42.86289596557617,0.5879470109939575,0.8416864275932312,0.05350206047296524
26,0.9870809259323243,1,0,0,1,0,0,0,0,0,0,0,0,-9.32246491079874,-20.3682649612845,-1.949650681988866,0,-20,0,-6.125461105321628,-16.92234287095615,-20,-11.275217602871901,0.12391558289527893,0.5065908432006836,4.236422538757324,0.07946044951677322,0.5427916049957275,59.09170150756836,1.0011619329452515,0.9325307607650757,1.9145238399505615,3.9388039112091064,0.21623268723487854
